"ID","SampleName","Tree_Type","Rhizosphere_Manipulation","Substrate_Type","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil","Microbial_Group"
218,"11.06.3","G","3","S",2,"20:4n6",0,0.59,-38.458,1.063589,0.7919,6.012,85.78,"protozoa"
219,"11.06.3","G","3","S",2,"20:5n3",0,0.391,-31.531,1.07117,0.797,6.012,56.85,"protozoa"
220,"12.09.1","G","1","L",2,"12:0",0,14.344,-30.397,1.07241,0.7285,6,6136.18,"standard"
221,"12.09.1","G","1","L",2,"14:0",0,1.657,29.624,1.138039,0.7432,6,614.4,"bacteria"
222,"12.09.1","G","1","L",2,"a15:0",0,30.816,-0.909,1.104664,0.7494,6,10712.03,"gram+bacteria"
223,"12.09.1","G","1","L",2,"15:0",0,3.197,13.128,1.120012,0.7494,6,1111.32,"bacteria"
224,"12.09.1","G","1","L",2,"16:1n9/i16:0",0,3.971,107.947,1.223551,0.7606,6,1299.2,"bacteria"
225,"12.09.1","G","1","L",2,"16:0",0,38.201,161.788,1.282247,0.755,6,12497.06,"bacteria"
226,"12.09.1","G","1","L",2,"i17:0",0,1.929,-36.035,1.066241,0.76,6,595.99,"gram+bacteria"
227,"12.09.1","G","1","L",2,"17:0cy",0,11.455,-1.329,1.104205,0.7654,6,3539.29,"gram-bacteria"
228,"12.09.1","G","1","L",2,"17:0",0,8.82,-12.857,1.091599,0.76,6,2725.06,"bacteria"
229,"12.09.1","G","1","L",2,"18:3n6",0,0.662,5.6,1.111781,0.7765,6,204.54,"fungi"
230,"12.09.1","G","1","L",2,"trans-18:1n9",0,12.762,90.944,1.205,0.7697,6,3735.58,"gram-bacteria"
231,"12.09.1","G","1","L",2,"18:0",0,8.077,196.787,1.320365,0.7645,6,2364.23,"bacteria"
232,"12.09.1","G","1","L",2,"19:0cy",0,45.096,-15.551,1.088652,0.7736,6,12540.29,"gram-bacteria"
233,"12.09.1","G","1","L",2,"19:0",0,14.572,-32.249,1.070383,0.8216,6,4052.21,"standard"
234,"12.09.1","G","1","L",2,"20:4n6",0,0.329,-33.964,1.068507,0.7919,6,87.14,"protozoa"
235,"12.09.2","G","2","L",2,"12:0",0,13.461,-30.251,1.07257,0.7285,6.02,6166.9,"standard"
236,"12.09.2","G","2","L",2,"14:0",0,1.269,46.054,1.15599,0.7432,6.02,503.92,"bacteria"
237,"12.09.2","G","2","L",2,"a15:0",0,24.643,12.105,1.118893,0.7494,6.02,9173.86,"gram+bacteria"
238,"12.09.2","G","2","L",2,"15:0",0,2.667,29.62,1.138036,0.7494,6.02,992.85,"bacteria"
239,"12.09.2","G","2","L",2,"16:1n9/i16:0",0,2.928,158.685,1.278866,0.7606,6.02,1025.89,"bacteria"
240,"12.09.2","G","2","L",2,"16:0",0,25.569,251.095,1.379454,0.755,6.02,8957.98,"bacteria"
241,"12.09.2","G","2","L",2,"i17:0",0,3.733,-31.2,1.071532,0.76,6.02,1235.18,"gram+bacteria"
242,"12.09.2","G","2","L",2,"17:0cy",0,7.34,14.695,1.121724,0.7654,6.02,2428.73,"gram-bacteria"
243,"12.09.2","G","2","L",2,"17:0",0,5.517,2.45,1.108337,0.76,6.02,1825.47,"bacteria"
244,"12.09.2","G","2","L",2,"18:3n6",0,0.526,24.575,1.132522,0.7765,6.02,174.04,"fungi"
245,"12.09.2","G","2","L",2,"trans-18:1n9",0,7.498,159.85,1.280136,0.7697,6.02,2350.43,"gram-bacteria"
246,"12.09.2","G","2","L",2,"18:0",0,5.454,314.855,1.448737,0.7645,6.02,1709.7,"bacteria"
247,"12.09.2","G","2","L",2,"19:0cy",0,27.9,7.153,1.113479,0.7736,6.02,8308.77,"gram-bacteria"
248,"12.09.2","G","2","L",2,"19:0",0,13.434,-26.74,1.076411,0.8216,6.02,4000.75,"standard"
249,"12.09.2","G","2","L",2,"20:5n3",0,0.933,-18.584,1.085334,0.797,6.02,264.61,"protozoa"
250,"12.01.2","G","2","L",3,"12:0",0,15.302,-30.638,1.072147,0.7285,6.028,6030.94,"standard"
251,"12.01.2","G","2","L",3,"14:0",0,2.741,-14.014,1.090333,0.7432,6.028,936.38,"bacteria"
252,"12.01.2","G","2","L",3,"a15:0",0,48.597,-22.486,1.081066,0.7494,6.028,15563.75,"gram+bacteria"
253,"12.01.2","G","2","L",3,"15:0",0,4.74,-16.435,1.087685,0.7494,6.028,1518.04,"bacteria"
254,"12.01.2","G","2","L",3,"16:1n9/i16:0",0,4.304,39.419,1.148741,0.7606,6.028,1297.35,"bacteria"
255,"12.01.2","G","2","L",3,"16:0",0,37.641,48.647,1.158823,0.755,6.028,11344.97,"bacteria"
256,"12.01.2","G","2","L",3,"i17:0",0,9.132,-30.965,1.071788,0.76,6.028,2599.45,"gram+bacteria"
257,"12.01.2","G","2","L",3,"17:0cy",0,12.058,-20.382,1.083367,0.7654,6.028,3432.46,"gram-bacteria"
258,"12.01.2","G","2","L",3,"17:0",0,8.9,-25.239,1.078054,0.76,6.028,2533.41,"bacteria"
259,"12.01.2","G","2","L",3,"18:3n6",0,0.777,-25.569,1.077692,0.7765,6.028,221.18,"fungi"
260,"12.01.2","G","2","L",3,"trans-18:1n9",0,11.851,28.499,1.13681,0.7697,6.028,3195.98,"gram-bacteria"
261,"12.01.2","G","2","L",3,"18:0",0,8.499,66.287,1.178086,0.7645,6.028,2292.01,"bacteria"
262,"12.01.2","G","2","L",3,"19:0cy",0,43.443,-24.802,1.078532,0.7736,6.028,11130.08,"gram-bacteria"
263,"12.01.2","G","2","L",3,"19:0",0,15.959,-31.251,1.071476,0.8216,6.028,4088.73,"standard"
264,"12.01.2","G","2","L",3,"20:4n6",0,1.117,-20.241,1.083522,0.7919,6.028,272.56,"protozoa"
265,"12.01.2","G","2","L",3,"20:5n3",0,2.632,-29.655,1.073222,0.797,6.028,642.18,"protozoa"
266,"12.01.3","G","3","L",2,"12:0",0,14.104,-30.967,1.071786,0.7285,6.03,6268.11,"standard"
267,"12.01.3","G","3","L",2,"14:0",0,1.372,-10.497,1.094179,0.7432,6.03,528.51,"bacteria"
268,"12.01.3","G","3","L",2,"a15:0",0,27.336,-22.185,1.081394,0.7494,6.03,9871.84,"gram+bacteria"
269,"12.01.3","G","3","L",2,"15:0",0,3.096,-11.788,1.092768,0.7494,6.03,1118.06,"bacteria"
270,"12.01.3","G","3","L",2,"16:1n9/i16:0",0,3.725,6.103,1.112332,0.7606,6.03,1266.1,"bacteria"
271,"12.01.3","G","3","L",2,"16:0",0,32.428,46.986,1.157008,0.755,6.03,11020.98,"bacteria"
272,"12.01.3","G","3","L",2,"i17:0",0,3.838,-34.079,1.068381,0.76,6.03,1231.91,"gram+bacteria"
273,"12.01.3","G","3","L",2,"17:0cy",0,7.943,-25.255,1.078036,0.7654,6.03,2549.61,"gram-bacteria"
274,"12.01.3","G","3","L",2,"17:0",0,5.945,-25.063,1.078246,0.76,6.03,1908.21,"bacteria"
275,"12.01.3","G","3","L",2,"18:3n6",0,0.477,-14.033,1.090312,0.7765,6.03,153.1,"fungi"
276,"12.01.3","G","3","L",2,"trans-18:1n9",0,11.433,15.89,1.12303,0.7697,6.03,3476.71,"gram-bacteria"
277,"12.01.3","G","3","L",2,"18:0",0,7.676,54.468,1.16518,0.7645,6.03,2334.22,"bacteria"
278,"12.01.3","G","3","L",2,"19:0cy",0,31.285,-28.578,1.0744,0.7736,6.03,9038.01,"gram-bacteria"
279,"12.01.3","G","3","L",2,"19:0",0,13.546,-31.688,1.070997,0.8216,6.03,3913.37,"standard"
280,"12.01.3","G","3","L",2,"20:4n6",0,0.554,-37.611,1.064516,0.7919,6.03,152.43,"protozoa"
281,"12.01.3","G","3","L",2,"20:5n3",0,0.855,-33.568,1.06894,0.797,6.03,235.24,"protozoa"
282,"12.05.2","G","2","L",3,"12:0",0,15.94,-30.573,1.072217,0.7285,6.037,6131.98,"standard"
283,"12.05.2","G","2","L",3,"14:0",0,1.189,54.166,1.16485,0.7432,6.037,396.46,"bacteria"
284,"12.05.2","G","2","L",3,"a15:0",0,15.971,30.037,1.138491,0.7494,6.037,4992.44,"gram+bacteria"
285,"12.05.2","G","2","L",3,"15:0",0,1.31,50.495,1.16084,0.7494,6.037,409.5,"bacteria"
286,"12.05.2","G","2","L",3,"16:1n9/i16:0",0,0.215,31.062,1.139611,0.7606,6.037,63.26,"bacteria"
287,"12.05.2","G","2","L",3,"16:0",0,17.082,352.975,1.490113,0.755,6.037,5025.24,"bacteria"
288,"12.05.2","G","2","L",3,"i17:0",0,1.778,-40.914,1.060902,0.76,6.037,494,"gram+bacteria"
289,"12.05.2","G","2","L",3,"17:0cy",0,5.454,14.448,1.121454,0.7654,6.037,1515.38,"gram-bacteria"
290,"12.05.2","G","2","L",3,"17:0",0,4.679,13.109,1.11999,0.76,6.037,1300.01,"bacteria"
291,"12.05.2","G","2","L",3,"18:3n6",0,0.443,34.511,1.14338,0.7765,6.037,123.08,"fungi"
292,"12.05.2","G","2","L",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,4.688,266.594,1.396305,0.775,6.037,1233.94,"fungi"
293,"12.05.2","G","2","L",3,"18:0",0,3.484,548.84,1.702158,0.7645,6.037,917.07,"bacteria"
294,"12.05.2","G","2","L",3,"19:0cy",0,15.827,18.456,1.125835,0.7736,6.037,3957.79,"gram-bacteria"
295,"12.05.2","G","2","L",3,"19:0",0,16.01,-29.087,1.073844,0.8216,6.037,4003.58,"standard"
296,"12.05.2","G","2","L",3,"20:5n3",0,3.453,-32.887,1.069686,0.797,6.037,822.34,"protozoa"
297,"12.05.3","G","3","L",2,"12:0",0,12.291,-42.653,1.058998,0.7285,5.999,6488.97,"standard"
298,"12.05.3","G","3","L",2,"14:0",0,0.866,-13.505,1.09089,0.7432,5.999,396.3,"bacteria"
299,"12.05.3","G","3","L",2,"a15:0",0,14.038,-22.808,1.080713,0.7494,5.999,6022.3,"gram+bacteria"
300,"12.05.3","G","3","L",2,"15:0",0,1.857,-13.41,1.090994,0.7494,5.999,796.65,"bacteria"
301,"12.05.3","G","3","L",2,"16:1n9/i16:0",0,1.378,34.863,1.143764,0.7606,5.999,556.4,"bacteria"
302,"12.05.3","G","3","L",2,"16:0",0,12.621,65.216,1.176916,0.755,5.999,5095.52,"bacteria"
303,"12.05.3","G","3","L",2,"i17:0",0,3.614,-31.863,1.070806,0.76,5.999,1378.02,"gram+bacteria"
304,"12.05.3","G","3","L",2,"17:0cy",0,3.17,-19.826,1.083975,0.7654,5.999,1208.77,"gram-bacteria"
305,"12.05.3","G","3","L",2,"17:0",0,2.559,-21.264,1.082403,0.76,5.999,975.75,"bacteria"
306,"12.05.3","G","3","L",2,"trans-18:1n9",0,3.914,43.595,1.153304,0.7697,5.999,1413.91,"gram-bacteria"
307,"12.05.3","G","3","L",2,"18:0",0,2.899,68.389,1.180381,0.7645,5.999,1047.25,"bacteria"
308,"12.05.3","G","3","L",2,"19:0cy",0,8.691,-21.476,1.08217,0.7736,5.999,2982.64,"gram-bacteria"
309,"12.05.3","G","3","L",2,"19:0",0,11.059,-31.359,1.071357,0.8216,5.999,3795.34,"standard"
310,"12.05.3","G","3","L",2,"20:5n3",0,0.877,-30.015,1.072829,0.797,5.999,286.63,"protozoa"
311,"12.09.3","G","3","L",2,"12:0",0,15.216,-30.719,1.072057,0.7285,6.002,5902.94,"standard"
312,"12.09.3","G","3","L",2,"14:0",0,3.07,-10.279,1.094418,0.7432,6.002,1032.31,"bacteria"
313,"12.09.3","G","3","L",2,"a15:0",0,48.74,-18.29,1.085655,0.7494,6.002,15364.62,"gram+bacteria"
314,"12.09.3","G","3","L",2,"15:0",0,5.944,-16.025,1.088133,0.7494,6.002,1873.77,"bacteria"
315,"12.09.3","G","3","L",2,"16:1n9/i16:0",0,7.565,-0.765,1.104823,0.7606,6.002,2244.52,"bacteria"
316,"12.09.3","G","3","L",2,"16:0",0,61.866,16.338,1.12352,0.755,6.002,18353.78,"bacteria"
317,"12.09.3","G","3","L",2,"i17:0",0,9.974,-30.773,1.071999,0.76,6.002,2794.58,"gram+bacteria"
318,"12.09.3","G","3","L",2,"17:0cy",0,14.987,-23.872,1.079549,0.7654,6.002,4199.28,"gram-bacteria"
319,"12.09.3","G","3","L",2,"17:0",0,11.133,-26.842,1.0763,0.76,6.002,3119.31,"bacteria"
320,"12.09.3","G","3","L",2,"18:3n6",0,0.79,-18.223,1.085729,0.7765,6.002,221.35,"fungi"
321,"12.09.3","G","3","L",2,"trans-18:1n9",0,20.521,8.969,1.115465,0.7697,6.002,5447.26,"gram-bacteria"
322,"12.09.3","G","3","L",2,"18:0",0,15.044,24.953,1.132935,0.7645,6.002,3993.41,"bacteria"
323,"12.09.3","G","3","L",2,"19:0cy",0,64.241,-26.662,1.076497,0.7736,6.002,16200.26,"gram-bacteria"
324,"12.09.3","G","3","L",2,"19:0",0,16.735,-31.572,1.071124,0.8216,6.002,4220.26,"standard"
325,"12.09.3","G","3","L",2,"20:4n6",0,1.12,-34.021,1.068445,0.7919,6.002,269,"protozoa"
326,"12.09.3","G","3","L",2,"20:5n3",0,2.614,-33.628,1.068875,0.797,6.002,627.79,"protozoa"
327,"14.10.3","G","3","S",3,"12:0",0,16.072,-30.77,1.072002,0.7285,6.039,6209.99,"standard"
328,"14.10.3","G","3","S",3,"14:0",0,1.461,-25.826,1.077411,0.7432,6.039,489.31,"bacteria"
329,"14.10.3","G","3","S",3,"a15:0",0,22.802,-28.025,1.075005,0.7494,6.039,7159.16,"gram+bacteria"
330,"14.10.3","G","3","S",3,"15:0",0,2.369,-29.528,1.073361,0.7494,6.039,743.8,"bacteria"
331,"14.10.3","G","3","S",3,"16:1n9/i16:0",0,4,-20.593,1.083137,0.7606,6.039,1182.03,"bacteria"
332,"14.10.3","G","3","S",3,"16:0",0,35.763,-27.818,1.075232,0.755,6.039,10567.21,"bacteria"
333,"14.10.3","G","3","S",3,"i17:0",0,0.456,-33.242,1.069298,0.76,6.039,127.25,"gram+bacteria"
334,"14.10.3","G","3","S",3,"17:0cy",0,8.387,-31.064,1.07168,0.7654,6.039,2340.56,"gram-bacteria"
335,"14.10.3","G","3","S",3,"17:0",0,6.607,-33.258,1.06928,0.76,6.039,1843.76,"bacteria"
336,"14.10.3","G","3","S",3,"18:3n6",0,0.479,-29.896,1.072959,0.7765,6.039,133.67,"fungi"
337,"14.10.3","G","3","S",3,"trans-18:1n9",0,11.278,-26.687,1.076469,0.7697,6.039,2981.71,"gram-bacteria"
338,"14.10.3","G","3","S",3,"18:0",0,9.767,-30.411,1.072395,0.7645,6.039,2582.23,"bacteria"
339,"14.10.3","G","3","S",3,"19:0cy",0,38.256,-34.764,1.067632,0.7736,6.039,9608.65,"gram-bacteria"
340,"14.10.3","G","3","S",3,"19:0",0,15.696,-33.349,1.06918,0.8216,6.039,3942.35,"standard"
341,"14.10.3","G","3","S",3,"20:4n6",0,0.516,-40.845,1.060977,0.7919,6.039,123.44,"protozoa"
342,"14.10.1","G","1","S",3,"12:0",0,16.241,-30.666,1.072116,0.7285,6.035,5962.27,"standard"
343,"14.10.1","G","1","S",3,"14:0",0,1.537,68.983,1.181029,0.7432,6.035,489.08,"bacteria"
344,"14.10.1","G","1","S",3,"a15:0",0,24.195,8.594,1.115055,0.7494,6.035,7217.6,"gram+bacteria"
345,"14.10.1","G","1","S",3,"15:0",0,2.442,7.845,1.114235,0.7494,6.035,728.48,"bacteria"
346,"14.10.1","G","1","S",3,"16:1n9/i16:0",0,3.383,419.758,1.562515,0.7606,6.035,949.83,"bacteria"
347,"14.10.1","G","1","S",3,"16:0",0,34.712,61.311,1.172653,0.755,6.035,9745.05,"bacteria"
348,"14.10.1","G","1","S",3,"i17:0",0,7.351,-25.813,1.077426,0.76,6.035,1949.06,"gram+bacteria"
349,"14.10.1","G","1","S",3,"17:0cy",0,9.49,-5.27,1.099896,0.7654,6.035,2516.28,"gram-bacteria"
350,"14.10.1","G","1","S",3,"17:0",0,7.67,-23.554,1.079897,0.76,6.035,2033.64,"bacteria"
351,"14.10.1","G","1","S",3,"18:3n6",0,0.584,-2.43,1.103001,0.7765,6.035,154.84,"fungi"
352,"14.10.1","G","1","S",3,"trans-18:1n9",0,10.65,9.473,1.116016,0.7697,6.035,2675.22,"gram-bacteria"
353,"14.10.1","G","1","S",3,"18:0",0,7.989,59.587,1.17077,0.7645,6.035,2006.8,"bacteria"
354,"14.10.1","G","1","S",3,"19:0cy",0,40.361,-31.36,1.071357,0.7736,6.035,9631.7,"gram-bacteria"
355,"14.10.1","G","1","S",3,"19:0",0,17.3,-32.108,1.070538,0.8216,6.035,4128.48,"standard"
356,"14.10.1","G","1","S",3,"20:4n6",0,1.016,-24.12,1.079278,0.7919,6.035,230.92,"protozoa"
357,"14.10.2","G","2","S",3,"12:0",0,16.84,-30.854,1.071911,0.7285,6.001,6102.14,"standard"
358,"14.10.2","G","2","S",3,"14:0",0,0.407,2.982,1.108919,0.7432,6.001,127.83,"bacteria"
359,"14.10.2","G","2","S",3,"a15:0",0,25.014,16.752,1.123972,0.7494,6.001,7365.32,"gram+bacteria"
360,"14.10.2","G","2","S",3,"15:0",0,2.657,13.581,1.120507,0.7494,6.001,782.35,"bacteria"
361,"14.10.2","G","2","S",3,"16:1n9/i16:0",0,4.499,328.285,1.463318,0.7606,6.001,1246.81,"bacteria"
362,"14.10.2","G","2","S",3,"16:0",0,35.449,94.229,1.208585,0.755,6.001,9823.13,"bacteria"
363,"14.10.2","G","2","S",3,"i17:0",0,0.623,-37.246,1.064916,0.76,6.001,163.04,"gram+bacteria"
364,"14.10.2","G","2","S",3,"17:0cy",0,8.711,-6.231,1.098844,0.7654,6.001,2279.82,"gram-bacteria"
365,"14.10.2","G","2","S",3,"17:0",0,6.824,-21.544,1.082096,0.76,6.001,1785.91,"bacteria"
366,"14.10.2","G","2","S",3,"18:3n6",0,0.518,135.462,1.253556,0.7765,6.001,135.57,"fungi"
367,"14.10.2","G","2","S",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,9.459,80.945,1.194087,0.775,6.001,2345.2,"fungi"
368,"14.10.2","G","2","S",3,"18:0",0,10.001,68.893,1.180931,0.7645,6.001,2479.69,"bacteria"
369,"14.10.2","G","2","S",3,"19:0cy",0,33.97,-30.026,1.072816,0.7736,6.001,8001.62,"gram-bacteria"
370,"14.10.2","G","2","S",3,"19:0",0,17.304,-32.858,1.069717,0.8216,6.001,4075.98,"standard"
371,"14.10.2","G","2","S",3,"20:4n6",0,0.55,-26.782,1.076366,0.7919,6.001,123.39,"protozoa"
372,"15.16.2","P","2","L",2,"12:0",0,14.291,-41.284,1.060497,0.7285,6.092,5924.61,"standard"
373,"15.16.2","P","2","L",2,"14:0",0,2.07,-9.916,1.094815,0.7432,6.092,743.84,"bacteria"
374,"15.16.2","P","2","L",2,"a15:0",0,40.035,-21.179,1.082495,0.7494,6.092,13486.69,"gram+bacteria"
375,"15.16.2","P","2","L",2,"15:0",0,4.385,-11.921,1.092622,0.7494,6.092,1477.19,"bacteria"
376,"15.16.2","P","2","L",2,"16:1n9/i16:0",0,5.002,10.89,1.117564,0.7606,6.092,1585.93,"bacteria"
377,"15.16.2","P","2","L",2,"16:0",0,7.682,-14.377,1.089936,0.755,6.092,2435.44,"bacteria"
378,"15.16.2","P","2","L",2,"i17:0",0,7.017,-30.028,1.072814,0.76,6.092,2101.01,"gram+bacteria"
379,"15.16.2","P","2","L",2,"17:0cy",0,12.014,-19.794,1.084011,0.7654,6.092,3597.31,"gram-bacteria"
380,"15.16.2","P","2","L",2,"17:0",0,9.07,-24.237,1.07915,0.76,6.092,2715.71,"bacteria"
381,"15.16.2","P","2","L",2,"18:3n6",0,0.773,-14.238,1.090087,0.7765,6.092,231.45,"fungi"
382,"15.16.2","P","2","L",2,"trans-18:1n9",0,14.126,17.892,1.125218,0.7697,6.092,4007.08,"gram-bacteria"
383,"15.16.2","P","2","L",2,"18:0",0,11.935,34.328,1.14318,0.7645,6.092,3385.58,"bacteria"
384,"15.16.2","P","2","L",2,"19:0cy",0,41.668,-28.231,1.07478,0.7736,6.092,11229.02,"gram-bacteria"
385,"15.16.2","P","2","L",2,"19:0",0,15.135,-32.18,1.070459,0.8216,6.092,4078.73,"standard"
386,"15.16.2","P","2","L",2,"20:4n6",0,0.714,-35.267,1.067082,0.7919,6.092,183.26,"protozoa"
387,"15.16.2","P","2","L",2,"20:5n3",0,1.775,-32.532,1.070075,0.797,6.092,455.55,"protozoa"
388,"17.01.1","G","1","S",3,"12:0",0,16.314,-44.238,1.057263,0.7285,6.007,5888.64,"standard"
389,"17.01.1","G","1","S",3,"14:0",0,1.747,-3.721,1.101589,0.7432,6.007,546.58,"bacteria"
390,"17.01.1","G","1","S",3,"a15:0",0,35.591,-11.742,1.092818,0.7494,6.007,10439.1,"gram+bacteria"
391,"17.01.1","G","1","S",3,"15:0",0,4.053,-14.224,1.090103,0.7494,6.007,1188.78,"bacteria"
392,"17.01.1","G","1","S",3,"16:1n9/i16:0",0,4.251,83.389,1.196755,0.7606,6.007,1173.52,"bacteria"
393,"17.01.1","G","1","S",3,"16:0",0,44.191,-10.5,1.094177,0.755,6.007,12198.15,"bacteria"
394,"17.01.1","G","1","S",3,"i17:0",0,8.043,-27.63,1.075438,0.76,6.007,2096.78,"gram+bacteria"
395,"17.01.1","G","1","S",3,"17:0cy",0,12.676,-20.436,1.083308,0.7654,6.007,3304.68,"gram-bacteria"
396,"17.01.1","G","1","S",3,"17:0",0,9.356,-29.893,1.072961,0.76,6.007,2439.07,"bacteria"
397,"17.01.1","G","1","S",3,"18:3n6",0,0.903,-14.922,1.089339,0.7765,6.007,235.41,"fungi"
398,"17.01.1","G","1","S",3,"trans-18:1n9",0,12.35,-13.869,1.090491,0.7697,6.007,3050.24,"gram-bacteria"
399,"17.01.1","G","1","S",3,"18:0",0,9.852,-10.716,1.09394,0.7645,6.007,2433.27,"bacteria"
400,"17.01.1","G","1","S",3,"19:0cy",0,52.633,-35.242,1.067109,0.7736,6.007,12349.65,"gram-bacteria"
401,"17.01.1","G","1","S",3,"19:0",0,18.002,-34.019,1.068447,0.8216,6.007,4223.97,"standard"
402,"17.01.1","G","1","S",3,"20:4n6",0,0.82,-33.525,1.068988,0.7919,6.007,183.25,"protozoa"
403,"17.01.1","G","1","S",3,"20:5n3",0,1.204,-32.853,1.069723,0.797,6.007,269.04,"protozoa"
404,"17.01.3","G","3","S",3,"12:0",0,16.989,-39.093,1.062895,0.7285,6.062,5668.79,"standard"
405,"17.01.3","G","3","S",3,"14:0",0,2.004,-20.464,1.083277,0.7432,6.062,579.61,"bacteria"
406,"17.01.3","G","3","S",3,"a15:0",0,44.317,-24.867,1.078461,0.7494,6.062,12016.03,"gram+bacteria"
407,"17.01.3","G","3","S",3,"15:0",0,4.644,-25.892,1.077339,0.7494,6.062,1259.17,"bacteria"
408,"17.01.3","G","3","S",3,"16:1n9/i16:0",0,4.713,8.915,1.115405,0.7606,6.062,1202.72,"bacteria"
409,"17.01.3","G","3","S",3,"16:0",0,54.132,-22.158,1.081424,0.755,6.062,13812.81,"bacteria"
410,"17.01.3","G","3","S",3,"17:0cy",0,15.697,-27.262,1.07584,0.7654,6.062,3782.96,"gram-bacteria"
411,"17.01.3","G","3","S",3,"17:0",0,12.211,-32.76,1.069825,0.76,6.062,2942.75,"bacteria"
412,"17.01.3","G","3","S",3,"18:3n6",0,0.959,-14.901,1.089363,0.7765,6.062,231.12,"fungi"
413,"17.01.3","G","3","S",3,"trans-18:1n9",0,16.564,-27.501,1.075579,0.7697,6.062,3781.81,"gram-bacteria"
414,"17.01.3","G","3","S",3,"18:0",0,11.981,-22.03,1.081564,0.7645,6.062,2735.45,"bacteria"
415,"17.01.3","G","3","S",3,"19:0cy",0,73.052,-34.335,1.068102,0.7736,6.062,15845.15,"gram-bacteria"
416,"17.01.3","G","3","S",3,"19:0",0,19.862,-33.419,1.069104,0.8216,6.062,4308.15,"standard"
417,"17.01.3","G","3","S",3,"20:4n6",0,0.951,-35.077,1.06729,0.7919,6.062,196.46,"protozoa"
418,"17.01.3","G","3","S",3,"20:5n3",0,1.325,-35.219,1.067134,0.797,6.062,273.7,"protozoa"
419,"17.06.1","P","1","S",3,"12:0",0,16.268,-50.709,1.05018,0.7285,6.036,6006.52,"standard"
420,"17.06.1","P","1","S",3,"14:0",0,3.821,19.059,1.126494,0.7432,6.036,1222.85,"bacteria"
421,"17.06.1","P","1","S",3,"a15:0",0,59.17,-6.058,1.099034,0.7494,6.036,17752.46,"gram+bacteria"
422,"17.06.1","P","1","S",3,"15:0",0,6.329,-14.059,1.090283,0.7494,6.036,1898.86,"bacteria"
423,"17.06.1","P","1","S",3,"16:1n9/i16:0",0,6.519,224.815,1.350869,0.7606,6.036,1840.83,"bacteria"
424,"17.06.1","P","1","S",3,"16:0",0,54.889,43.064,1.152724,0.755,6.036,15498.14,"bacteria"
425,"17.06.1","P","1","S",3,"i17:0",0,8.418,-28.409,1.074586,0.76,6.036,2244.8,"gram+bacteria"
426,"17.06.1","P","1","S",3,"17:0cy",0,15.368,-10.868,1.093774,0.7654,6.036,4098.26,"gram-bacteria"
427,"17.06.1","P","1","S",3,"17:0",0,11.339,-25.661,1.077592,0.76,6.036,3023.73,"bacteria"
428,"17.06.1","P","1","S",3,"18:3n6",0,1.02,-16.051,1.088104,0.7765,6.036,272,"fungi"
429,"17.06.1","P","1","S",3,"trans-18:1n9",0,17.328,36.715,1.145788,0.7697,6.036,4377.73,"gram-bacteria"
430,"17.06.1","P","1","S",3,"18:0",0,12.751,37.047,1.14615,0.7645,6.036,3221.41,"bacteria"
431,"17.06.1","P","1","S",3,"19:0cy",0,74.813,-32.34,1.070284,0.7736,6.036,17955.93,"gram-bacteria"
432,"17.06.1","P","1","S",3,"19:0",0,17.07,-32.913,1.069657,0.8216,6.036,4097.02,"standard"
433,"17.06.1","P","1","S",3,"20:4n6",0,1.807,-24.224,1.079165,0.7919,6.036,413.06,"protozoa"
434,"17.06.1","P","1","S",3,"20:5n3",0,2.632,-30.103,1.072732,0.797,6.036,601.61,"protozoa"
435,"17.06.2","P","2","S",3,"12:0",0,17.298,-30.7,1.072079,0.7285,6.013,5918.94,"standard"
436,"17.06.2","P","2","S",3,"14:0",0,1.459,-24.541,1.078818,0.7432,6.013,432.73,"bacteria"
437,"17.06.2","P","2","S",3,"a15:0",0,61.452,-15.378,1.088841,0.7494,6.013,17086.49,"gram+bacteria"
438,"17.06.2","P","2","S",3,"15:0",0,6.829,-22.47,1.081083,0.7494,6.013,1898.78,"bacteria"
439,"17.06.2","P","2","S",3,"16:1n9/i16:0",0,7.19,39.093,1.148386,0.7606,6.013,1881.58,"bacteria"
440,"17.06.2","P","2","S",3,"16:0",0,59.52,-5.43,1.099721,0.755,6.013,15574.61,"bacteria"
441,"17.06.2","P","2","S",3,"i17:0",0,10.416,-29.632,1.073247,0.76,6.013,2574.12,"gram+bacteria"
442,"17.06.2","P","2","S",3,"17:0cy",0,16.959,-18.722,1.085183,0.7654,6.013,4191.23,"gram-bacteria"
443,"17.06.2","P","2","S",3,"17:0",0,12.901,-28.651,1.07432,0.76,6.013,3188.25,"bacteria"
444,"17.06.2","P","2","S",3,"18:3n6",0,1.053,-22.676,1.080858,0.7765,6.013,260.23,"fungi"
445,"17.06.2","P","2","S",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,20.228,-12.166,1.092354,0.775,6.013,4735.83,"fungi"
446,"17.06.2","P","2","S",3,"18:0",0,16.503,-10.993,1.093637,0.7645,6.013,3863.89,"bacteria"
447,"17.06.2","P","2","S",3,"19:0cy",0,65.168,-32.754,1.069831,0.7736,6.013,14495.22,"gram-bacteria"
