"ID","SampleName","Tree_Type","Rhizosphere_Manipulation","Substrate_Type","InjectionVol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","nmol_FAME_per_g_soil","Microbial_Group"
677,"24.02.1","G","1","L",3,"17:0cy",0,16.461,3.805,1.109819,0.7654,6.06,4127.45,"gram-bacteria"
678,"24.02.1","G","1","L",3,"17:0",0,12.859,-11.918,1.092625,0.76,6.06,3224.17,"bacteria"
679,"24.02.1","G","1","L",3,"18:3n6",0,0.803,86.103,1.199717,0.7765,6.06,201.34,"fungi"
680,"24.02.1","G","1","L",3,"trans-18:1n9",0,17.524,95.585,1.210064,0.7697,6.06,4162.72,"gram-bacteria"
681,"24.02.1","G","1","L",3,"18:0",0,13.191,178.054,1.299966,0.7645,6.06,3133.45,"bacteria"
682,"24.02.1","G","1","L",3,"19:0cy",0,74.837,-14.477,1.089827,0.7736,6.06,16888.47,"gram-bacteria"
683,"24.02.1","G","1","L",3,"19:0",0,19.073,-27.553,1.075522,0.8216,6.06,4304.24,"standard"
684,"24.02.1","G","1","L",3,"20:4n6",0,0.673,-8.769,1.096069,0.7919,6.06,144.65,"protozoa"
685,"24.02.1","G","1","L",3,"20:5n3",0,0.4,-20.691,1.083029,0.797,6.06,85.97,"protozoa"
686,"24.02.2","G","2","L",3,"12:0",0,15.138,-30.259,1.072562,0.7285,6.02,5768.77,"standard"
687,"24.02.2","G","2","L",3,"14:0",0,2.564,3.2,1.109158,0.7432,6.02,846.91,"bacteria"
688,"24.02.2","G","2","L",3,"a15:0",0,0.933,-27.526,1.075552,0.7494,6.02,288.91,"gram+bacteria"
689,"24.02.2","G","2","L",3,"15:0",0,5.125,-5.837,1.099276,0.7494,6.02,1587,"bacteria"
690,"24.02.2","G","2","L",3,"16:1n9/i16:0",0,5.627,33.704,1.142498,0.7606,6.02,1639.97,"bacteria"
691,"24.02.2","G","2","L",3,"16:0",0,61.324,65.97,1.17774,0.755,6.02,17871.1,"bacteria"
692,"24.02.2","G","2","L",3,"i17:0",0,4.6,-34.182,1.068269,0.76,6.02,1266.06,"gram+bacteria"
693,"24.02.2","G","2","L",3,"17:0cy",0,15.898,-15.861,1.088312,0.7654,6.02,4375.73,"gram-bacteria"
694,"24.02.2","G","2","L",3,"17:0",0,12.05,-24.298,1.079084,0.76,6.02,3316.51,"bacteria"
695,"24.02.2","G","2","L",3,"18:3n6",0,0.976,-4.029,1.101253,0.7765,6.02,268.62,"fungi"
696,"24.02.2","G","2","L",3,"trans-18:1n9",0,20.011,35.708,1.144688,0.7697,6.02,5217.9,"gram-bacteria"
697,"24.02.2","G","2","L",3,"18:0",0,14.166,84.86,1.19836,0.7645,6.02,3693.82,"bacteria"
698,"24.02.2","G","2","L",3,"19:0cy",0,68.678,-24.253,1.079133,0.7736,6.02,17012.75,"gram-bacteria"
699,"24.02.2","G","2","L",3,"19:0",0,17.33,-30.015,1.072828,0.8216,6.02,4292.99,"standard"
700,"24.02.2","G","2","L",3,"20:4n6",0,1.181,-12.38,1.09212,0.7919,6.02,278.64,"protozoa"
701,"24.02.2","G","2","L",3,"20:5n3",0,1.144,-26.588,1.076577,0.797,6.02,269.89,"protozoa"
702,"24.02.3","G","3","L",3,"12:0",0,16.424,-30.81,1.071959,0.7285,6.066,5923.84,"standard"
703,"24.02.3","G","3","L",3,"14:0",0,2.528,-13.643,1.090739,0.7432,6.066,790.33,"bacteria"
704,"24.02.3","G","3","L",3,"a15:0",0,39.939,-23.023,1.080478,0.7494,6.066,11705.49,"gram+bacteria"
705,"24.02.3","G","3","L",3,"15:0",0,3.553,-17.605,1.086405,0.7494,6.066,1041.33,"bacteria"
706,"24.02.3","G","3","L",3,"16:1n9/i16:0",0,5.353,6.948,1.113255,0.7606,6.066,1476.61,"bacteria"
707,"24.02.3","G","3","L",3,"16:0",0,53.206,14.356,1.121353,0.755,6.066,14675.41,"bacteria"
708,"24.02.3","G","3","L",3,"i17:0",0,10.309,-31.45,1.071258,0.76,6.066,2685.47,"gram+bacteria"
709,"24.02.3","G","3","L",3,"17:0cy",0,13.505,-26.508,1.076665,0.7654,6.066,3518.13,"gram-bacteria"
710,"24.02.3","G","3","L",3,"17:0",0,10.48,-29.26,1.073654,0.76,6.066,2730.01,"bacteria"
711,"24.02.3","G","3","L",3,"18:3n6",0,0.712,-28.323,1.074679,0.7765,6.066,185.47,"fungi"
712,"24.02.3","G","3","L",3,"trans-18:1n9",0,21.603,0.32,1.106009,0.7697,6.066,5331.51,"gram-bacteria"
713,"24.02.3","G","3","L",3,"18:0",0,12.964,17.321,1.124595,0.7645,6.066,3199.46,"bacteria"
714,"24.02.3","G","3","L",3,"19:0cy",0,68.309,-29.972,1.072875,0.7736,6.066,16015.63,"gram-bacteria"
715,"24.02.3","G","3","L",3,"19:0",0,17.552,-33.255,1.069283,0.8216,6.066,4115.25,"standard"
716,"24.02.3","G","3","L",3,"20:4n6",0,1.274,-40.574,1.061274,0.7919,6.066,284.49,"protozoa"
717,"28.01.2","P","2","S",2,"12:0",0,14.165,-30.79,1.07198,0.7285,6.009,6134.94,"standard"
718,"28.01.2","P","2","S",2,"14:0",0,1.007,16.909,1.124144,0.7432,6.009,378.04,"bacteria"
719,"28.01.2","P","2","S",2,"a15:0",0,13.962,-1.432,1.104093,0.7494,6.009,4913.71,"gram+bacteria"
720,"28.01.2","P","2","S",2,"15:0",0,1.597,-5.659,1.099471,0.7494,6.009,562.03,"bacteria"
721,"28.01.2","P","2","S",2,"16:1n9/i16:0",0,2.141,149.287,1.268625,0.7606,6.009,709.18,"bacteria"
722,"28.01.2","P","2","S",2,"16:0",0,19.242,43.36,1.153047,0.755,6.009,6373.09,"bacteria"
723,"28.01.2","P","2","S",2,"17:0",0,5.175,-21.555,1.082084,0.76,6.009,1618.76,"bacteria"
724,"28.01.2","P","2","S",2,"18:3n6",0,0.378,-13.673,1.090705,0.7765,6.009,118.25,"fungi"
725,"28.01.2","P","2","S",2,"trans-18:1n9",0,4.523,79.317,1.192311,0.7697,6.009,1340.4,"gram-bacteria"
726,"28.01.2","P","2","S",2,"18:0",0,4.899,31.951,1.140582,0.7645,6.009,1451.82,"bacteria"
727,"28.01.2","P","2","S",2,"19:0cy",0,23.773,-31.772,1.070905,0.7736,6.009,6692.99,"gram-bacteria"
728,"28.01.2","P","2","S",2,"19:0",0,14.349,-32.647,1.069949,0.8216,6.009,4039.81,"standard"
729,"28.01.2","P","2","S",2,"20:4n6",0,0.304,-28.444,1.074547,0.7919,6.009,81.51,"protozoa"
730,"28.01.3","P","3","S",2,"12:0",0,23.778,-30.193,1.072633,0.7285,6.015,6341.59,"standard"
731,"28.01.3","P","3","S",2,"14:0",0,3.155,-17.153,1.0869,0.7432,6.015,729.35,"bacteria"
732,"28.01.3","P","3","S",2,"a15:0",0,50.296,-19.895,1.083899,0.7494,6.015,10899.96,"gram+bacteria"
733,"28.01.3","P","3","S",2,"15:0",0,5.58,-22.491,1.08106,0.7494,6.015,1209.27,"bacteria"
734,"28.01.3","P","3","S",2,"16:1n9/i16:0",0,6.477,40.893,1.150352,0.7606,6.015,1321.12,"bacteria"
735,"28.01.3","P","3","S",2,"16:0",0,56.155,-18.55,1.085372,0.755,6.015,11452.94,"bacteria"
736,"28.01.3","P","3","S",2,"i17:0",0,9.467,-27.527,1.07555,0.76,6.015,1823.54,"gram+bacteria"
737,"28.01.3","P","3","S",2,"17:0cy",0,14.866,-25.452,1.07782,0.7654,6.015,2863.59,"gram-bacteria"
738,"28.01.3","P","3","S",2,"17:0",0,11.925,-31.623,1.071069,0.76,6.015,2296.99,"bacteria"
739,"28.01.3","P","3","S",2,"18:3n6",0,0.925,-25.696,1.077554,0.7765,6.015,178.18,"fungi"
740,"28.01.3","P","3","S",2,"trans-18:1n9",0,15.512,-11.014,1.093615,0.7697,6.015,2830.76,"gram-bacteria"
741,"28.01.3","P","3","S",2,"18:0",0,13.504,-19.551,1.084276,0.7645,6.015,2464.33,"bacteria"
742,"28.01.3","P","3","S",2,"19:0cy",0,55.977,-34.193,1.068257,0.7736,6.015,9704.53,"gram-bacteria"
743,"28.01.3","P","3","S",2,"19:0",0,22.379,-32.04,1.070613,0.8216,6.015,3879.81,"standard"
744,"28.01.3","P","3","S",2,"20:4n6",0,1.275,-26.889,1.076249,0.7919,6.015,210.53,"protozoa"
745,"28.01.3","P","3","S",2,"20:5n3",0,1.214,-33.379,1.069148,0.797,6.015,200.44,"protozoa"
746,"03.07.2","P","2","L",3,"12:0",0,17.461,-30.823,1.071944,0.7285,6.051,5911.56,"standard"
747,"03.07.2","P","2","L",3,"14:0",0,1.563,0.081,1.105747,0.7432,6.051,458.67,"bacteria"
748,"03.07.2","P","2","L",3,"a15:0",0,37.314,-17.423,1.086604,0.7494,6.051,10265.34,"gram+bacteria"
749,"03.07.2","P","2","L",3,"15:0",0,3.773,-7.887,1.097033,0.7494,6.051,1037.97,"bacteria"
750,"03.07.2","P","2","L",3,"16:1n9/i16:0",0,3.256,41.474,1.150987,0.7606,6.051,843.07,"bacteria"
751,"03.07.2","P","2","L",3,"16:0",0,42.64,79.322,1.192316,0.755,6.051,11039.67,"bacteria"
752,"03.07.2","P","2","L",3,"i17:0",0,4.631,-33.41,1.069113,0.76,6.051,1132.37,"gram+bacteria"
753,"03.07.2","P","2","L",3,"17:0cy",0,11.566,-14.838,1.089432,0.7654,6.051,2828.2,"gram-bacteria"
754,"03.07.2","P","2","L",3,"17:0",0,9.16,-21.894,1.081713,0.76,6.051,2239.79,"bacteria"
755,"03.07.2","P","2","L",3,"18:3n6",0,0.826,81.575,1.194775,0.7765,6.051,201.98,"fungi"
756,"03.07.2","P","2","L",3,"trans-18:1n9",0,13.068,81.546,1.194744,0.7697,6.051,3027.29,"gram-bacteria"
757,"03.07.2","P","2","L",3,"18:0",0,7.418,134.027,1.251992,0.7645,6.051,1718.43,"bacteria"
758,"03.07.2","P","2","L",3,"19:0cy",0,55.263,-25.319,1.077966,0.7736,6.051,12162.12,"gram-bacteria"
759,"03.07.2","P","2","L",3,"19:0",0,18.83,-30.225,1.072599,0.8216,6.051,4144.09,"standard"
760,"03.07.2","P","2","L",3,"20:4n6",0,0.55,8.067,1.114478,0.7919,6.051,115.28,"protozoa"
761,"03.07.2","P","2","L",3,"20:5n3",0,1.293,-22.79,1.080733,0.797,6.051,271,"protozoa"
762,"03.07.3","P","3","L",2,"12:0",0,14.647,-30.425,1.072379,0.7285,6,11422.17,"standard"
763,"03.07.3","P","3","L",2,"14:0",0,2.183,6.14,1.112371,0.7432,6,1475.57,"bacteria"
764,"03.07.3","P","3","L",2,"a15:0",0,36.978,-15.45,1.088762,0.7494,6,23432.14,"gram+bacteria"
765,"03.07.3","P","3","L",2,"15:0",0,3.589,-4.167,1.101102,0.7494,6,2274.27,"bacteria"
766,"03.07.3","P","3","L",2,"16:1n9/i16:0",0,4.49,31.047,1.139595,0.7606,6,2677.88,"bacteria"
767,"03.07.3","P","3","L",2,"16:0",0,45.948,88.825,1.202688,0.755,6,27401.39,"bacteria"
768,"03.07.3","P","3","L",2,"i17:0",0,5.903,-33.666,1.068833,0.76,6,3324.69,"gram+bacteria"
769,"03.07.3","P","3","L",2,"17:0cy",0,11.487,-18.896,1.084993,0.7654,6,6469.94,"gram-bacteria"
770,"03.07.3","P","3","L",2,"17:0",0,8.411,-22.575,1.080968,0.76,6,4737.26,"bacteria"
771,"03.07.3","P","3","L",2,"18:3n6",0,0.56,-13.62,1.090764,0.7765,6,315.41,"fungi"
772,"03.07.3","P","3","L",2,"trans-18:1n9",0,15.126,65.979,1.17775,0.7697,6,8071.16,"gram-bacteria"
773,"03.07.3","P","3","L",2,"18:0",0,9.212,92.353,1.206537,0.7645,6,4915.5,"bacteria"
774,"03.07.3","P","3","L",2,"19:0cy",0,0.316,-89.631,1.007556,0.7736,6,160.19,"gram-bacteria"
775,"03.07.3","P","3","L",2,"19:0",0,0.348,-88.9,1.008357,0.8216,6,176.42,"standard"
776,"03.07.3","P","3","L",2,"20:4n6",0,0.559,-55.185,1.045281,0.7919,6,269.88,"protozoa"
777,"34.06.1","G","1","S",3,"12:0",0,18.828,-30.774,1.071998,0.7285,6,1426.39,"standard"
778,"34.06.1","G","1","S",3,"14:0",0,5.522,-0.903,1.104671,0.7432,6,362.61,"bacteria"
779,"34.06.1","G","1","S",3,"a15:0",0,73.043,-6.397,1.098664,0.7494,6,4496.56,"gram+bacteria"
780,"34.06.1","G","1","S",3,"15:0",0,7.765,-15.387,1.088831,0.7494,6,478.02,"bacteria"
781,"34.06.1","G","1","S",3,"16:1n9/i16:0",0,11.895,81.683,1.194893,0.7606,6,689.2,"bacteria"
782,"34.06.1","G","1","S",3,"16:0",0,94.143,0.488,1.106192,0.755,6,5454.15,"bacteria"
783,"34.06.1","G","1","S",3,"i17:0",0,14.554,-27.702,1.075359,0.76,6,796.33,"gram+bacteria"
784,"34.06.1","G","1","S",3,"17:0cy",0,24.718,-19.205,1.084655,0.7654,6,1352.51,"gram-bacteria"
785,"34.06.1","G","1","S",3,"17:0",0,17.266,-28.567,1.074413,0.76,6,944.72,"bacteria"
786,"34.06.1","G","1","S",3,"18:3n6",0,1.388,1.223,1.106996,0.7765,6,75.95,"fungi"
787,"34.06.1","G","1","S",3,"trans-18:1n9",0,29.493,0.388,1.106083,0.7697,6,1528.85,"gram-bacteria"
788,"34.06.1","G","1","S",3,"18:0",0,32.64,-6.398,1.098662,0.7645,6,1691.98,"bacteria"
789,"34.06.1","G","1","S",3,"19:0",0,152.39,-32.437,1.070178,0.8216,6,7504.73,"standard"
790,"34.06.1","G","1","S",3,"20:4n6",0,2.941,-23.466,1.079994,0.7919,6,137.94,"protozoa"
791,"34.06.1","G","1","S",3,"20:5n3",0,0.51,-24.537,1.078822,0.797,6,23.92,"protozoa"
792,"34.06.3","G","3","S",2,"12:0",0,13.612,-30.785,1.071986,0.7285,6.013,5905.91,"standard"
793,"34.06.3","G","3","S",2,"14:0",0,2.508,2.88,1.108808,0.7432,6.013,943.19,"bacteria"
794,"34.06.3","G","3","S",2,"a15:0",0,34.483,-6.188,1.098892,0.7494,6.013,12157.34,"gram+bacteria"
795,"34.06.3","G","3","S",2,"15:0",0,3.415,-15.734,1.088452,0.7494,6.013,1204,"bacteria"
796,"34.06.3","G","3","S",2,"16:1n9/i16:0",0,5.798,140.077,1.258586,0.7606,6.013,1923.93,"bacteria"
797,"34.06.3","G","3","S",2,"16:0",0,48.352,5.948,1.112162,0.755,6.013,16042.99,"bacteria"
798,"34.06.3","G","3","S",2,"i17:0",0,7.916,-29.551,1.073336,0.76,6.013,2480.56,"gram+bacteria"
799,"34.06.3","G","3","S",2,"17:0cy",0,12.25,-16.862,1.087218,0.7654,6.013,3838.8,"gram-bacteria"
800,"34.06.3","G","3","S",2,"17:0",0,9.748,-24.679,1.078666,0.76,6.013,3054.63,"bacteria"
801,"34.06.3","G","3","S",2,"18:3n6",0,0.698,-14.541,1.089757,0.7765,6.013,218.73,"fungi"
802,"34.06.3","G","3","S",2,"trans-18:1n9",0,14.841,-12.219,1.092296,0.7697,6.013,4405.96,"gram-bacteria"
803,"34.06.3","G","3","S",2,"18:0",0,13.555,5.027,1.111155,0.7645,6.013,4024.18,"bacteria"
804,"34.06.3","G","3","S",2,"19:0cy",0,69.264,-32.294,1.070334,0.7736,6.013,19535.07,"gram-bacteria"
805,"34.06.3","G","3","S",2,"19:0",0,14.9,-34.919,1.067462,0.8216,6.013,4202.4,"standard"
806,"34.06.3","G","3","S",2,"20:4n6",0,0.977,-29.571,1.073314,0.7919,6.013,262.43,"protozoa"
807,"37.04.1","P","1","S",2,"12:0",0,13.735,-43.242,1.058353,0.7285,6.008,6275.28,"standard"
808,"37.04.1","P","1","S",2,"14:0",0,2.721,-8.449,1.096419,0.7432,6.008,1077.56,"bacteria"
809,"37.04.1","P","1","S",2,"a15:0",0,31.653,-15.47,1.08874,0.7494,6.008,11751.36,"gram+bacteria"
810,"37.04.1","P","1","S",2,"15:0",0,4.043,-21.921,1.081684,0.7494,6.008,1500.99,"bacteria"
811,"37.04.1","P","1","S",2,"16:1n9/i16:0",0,3.878,79.633,1.192655,0.7606,6.008,1355.06,"bacteria"
812,"37.04.1","P","1","S",2,"16:0",0,32.483,6.638,1.112916,0.755,6.008,11349.23,"bacteria"
813,"37.04.1","P","1","S",2,"i17:0",0,5.203,-30.769,1.072003,0.76,6.008,1716.86,"gram+bacteria"
814,"37.04.1","P","1","S",2,"17:0cy",0,9.849,-17.909,1.086072,0.7654,6.008,3250.05,"gram-bacteria"
815,"37.04.1","P","1","S",2,"17:0",0,8.124,-27.002,1.076125,0.76,6.008,2680.72,"bacteria"
816,"37.04.1","P","1","S",2,"18:3n6",0,0.703,-20.486,1.083254,0.7765,6.008,231.98,"fungi"
817,"37.04.1","P","1","S",2,"trans-18:1n9",0,9.301,64.424,1.176052,0.7697,6.008,2907.67,"gram-bacteria"
818,"37.04.1","P","1","S",2,"18:0",0,8.852,10.132,1.116736,0.7645,6.008,2767.31,"bacteria"
819,"37.04.1","P","1","S",2,"19:0cy",0,31.431,-33.514,1.069,0.7736,6.008,9334.8,"gram-bacteria"
820,"37.04.1","P","1","S",2,"19:0",0,13.261,-32.686,1.069905,0.8216,6.008,3938.46,"standard"
821,"37.04.1","P","1","S",2,"20:4n6",0,1.003,-29.525,1.073364,0.7919,6.008,283.7,"protozoa"
822,"37.04.1","P","1","S",2,"20:5n3",0,1.322,-32.926,1.069643,0.797,6.008,373.92,"protozoa"
823,"37.04.2","P","2","S",2,"12:0",0,22.236,-43.481,1.058092,0.7285,6.007,6090.82,"standard"
824,"37.04.2","P","2","S",2,"14:0",0,3.628,-18.251,1.085698,0.7432,6.007,861.39,"bacteria"
825,"37.04.2","P","2","S",2,"a15:0",0,62.491,-20.469,1.083272,0.7494,6.007,13909.28,"gram+bacteria"
826,"37.04.2","P","2","S",2,"15:0",0,6.488,-24.619,1.078731,0.7494,6.007,1444.1,"bacteria"
827,"37.04.2","P","2","S",2,"16:1n9/i16:0",0,6.467,13.777,1.12072,0.7606,6.007,1354.77,"bacteria"
828,"37.04.2","P","2","S",2,"16:0",0,68.148,-17.791,1.086202,0.755,6.007,14275.05,"bacteria"
829,"37.04.2","P","2","S",2,"i17:0",0,12.006,-27.534,1.075543,0.76,6.007,2375.19,"gram+bacteria"
830,"37.04.2","P","2","S",2,"17:0cy",0,19.314,-18.729,1.085176,0.7654,6.007,3821.06,"gram-bacteria"
831,"37.04.2","P","2","S",2,"17:0",0,16.106,-30.32,1.072495,0.76,6.007,3186.29,"bacteria"
832,"37.04.2","P","2","S",2,"18:3n6",0,1.186,-17.17,1.086881,0.7765,6.007,234.63,"fungi"
833,"37.04.2","P","2","S",2,"trans-18:1n9",0,18.54,-16.781,1.087306,0.7697,6.007,3474.89,"gram-bacteria"
834,"37.04.2","P","2","S",2,"18:0",0,13.891,-13.387,1.091018,0.7645,6.007,2603.55,"bacteria"
835,"37.04.2","P","2","S",2,"19:0cy",0,67.101,-33.654,1.068846,0.7736,6.007,11947.84,"gram-bacteria"
836,"37.04.2","P","2","S",2,"19:0",0,22.886,-32.322,1.070304,0.8216,6.007,4075.07,"standard"
837,"37.04.2","P","2","S",2,"20:4n6",0,1.342,-33.379,1.069148,0.7919,6.007,227.58,"protozoa"
838,"37.04.2","P","2","S",2,"20:5n3",0,1.384,-34.489,1.067932,0.797,6.007,234.69,"protozoa"
839,"37.04.3","P","3","S",3,"12:0",0,17.125,-30.68,1.072101,0.7285,5.99,6075.49,"standard"
840,"37.04.3","P","3","S",3,"14:0",0,2.673,-11.962,1.092577,0.7432,5.99,821.97,"bacteria"
841,"37.04.3","P","3","S",3,"a15:0",0,32.85,-14.116,1.090221,0.7494,5.99,9470.11,"gram+bacteria"
842,"37.04.3","P","3","S",3,"15:0",0,3.645,-18.464,1.085465,0.7494,5.99,1050.8,"bacteria"
843,"37.04.3","P","3","S",3,"16:1n9/i16:0",0,5.246,38.604,1.147852,0.7606,5.99,1423.39,"bacteria"
844,"37.04.3","P","3","S",3,"16:0",0,49.102,-12.058,1.092472,0.755,5.99,13321.59,"bacteria"
845,"37.04.3","P","3","S",3,"i17:0",0,8.638,-30.583,1.072206,0.76,5.99,2213.32,"gram+bacteria"
846,"37.04.3","P","3","S",3,"17:0cy",0,11.78,-24.243,1.079143,0.7654,5.99,3018.49,"gram-bacteria"
847,"37.04.3","P","3","S",3,"17:0",0,10.18,-30.773,1.071999,0.76,5.99,2608.42,"bacteria"
848,"37.04.3","P","3","S",3,"18:3n6",0,0.674,-21.463,1.082184,0.7765,5.99,172.7,"fungi"
849,"37.04.3","P","3","S",3,"trans-18:1n9",0,16.024,-16.886,1.087191,0.7697,5.99,3889.87,"gram-bacteria"
850,"37.04.3","P","3","S",3,"18:0",0,11.758,0.135,1.105806,0.7645,5.99,2854.29,"bacteria"
851,"37.04.3","P","3","S",3,"19:0cy",0,56.947,-31.68,1.071006,0.7736,5.99,13133,"gram-bacteria"
852,"37.04.3","P","3","S",3,"19:0",0,17.827,-33.986,1.068483,0.8216,5.99,4111.26,"standard"
853,"37.04.3","P","3","S",3,"20:4n6",0,0.993,-38.27,1.063795,0.7919,5.99,218.11,"protozoa"
854,"43.02.1","G","1","S",3,"12:0",0,16.381,-30.553,1.07224,0.7285,6.003,6002.11,"standard"
855,"43.02.1","G","1","S",3,"14:0",0,0.333,-20.821,1.082887,0.7432,6.003,105.76,"bacteria"
856,"43.02.1","G","1","S",3,"a15:0",0,20.698,-14.183,1.090148,0.7494,6.003,6162.55,"gram+bacteria"
857,"43.02.1","G","1","S",3,"15:0",0,2.167,-18.1,1.085863,0.7494,6.003,645.19,"bacteria"
858,"43.02.1","G","1","S",3,"16:1n9/i16:0",0,3.358,54.281,1.164975,0.7606,6.003,941,"bacteria"
859,"43.02.1","G","1","S",3,"16:0",0,26.277,-2.534,1.102887,0.755,6.003,7362.84,"bacteria"
860,"43.02.1","G","1","S",3,"i17:0",0,0.531,-34.187,1.068263,0.76,6.003,140.52,"gram+bacteria"
861,"43.02.1","G","1","S",3,"17:0cy",0,7.672,-19.975,1.083812,0.7654,6.003,2030.33,"gram-bacteria"
862,"43.02.1","G","1","S",3,"17:0",0,6.477,-28.287,1.074718,0.76,6.003,1714.03,"bacteria"
863,"43.02.1","G","1","S",3,"18:3n6",0,0.428,-19.108,1.084761,0.7765,6.003,113.26,"fungi"
864,"43.02.1","G","1","S",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,7.375,-13.706,1.09067,0.775,6.003,1848.93,"fungi"
865,"43.02.1","G","1","S",3,"18:0",0,6.827,-4.566,1.100665,0.7645,6.003,1711.62,"bacteria"
866,"43.02.1","G","1","S",3,"19:0cy",0,24.97,-31.671,1.071016,0.7736,6.003,5947.37,"gram-bacteria"
867,"43.02.1","G","1","S",3,"19:0",0,17.405,-30.734,1.072042,0.8216,6.003,4145.57,"standard"
868,"43.02.1","G","1","S",3,"20:4n6",0,0.433,-31.019,1.07173,0.7919,6.003,98.22,"protozoa"
869,"43.02.2","G","2","S",2,"12:0",0,15.765,-31.029,1.071719,0.7285,6.017,6209.8,"standard"
870,"43.02.2","G","2","S",2,"14:0",0,3.028,-15.426,1.088789,0.7432,6.017,1033.82,"bacteria"
871,"43.02.2","G","2","S",2,"a15:0",0,31.184,-14.737,1.089542,0.7494,6.017,9981.23,"gram+bacteria"
872,"43.02.2","G","2","S",2,"15:0",0,2.77,-20.192,1.083575,0.7494,6.017,886.6,"bacteria"
873,"43.02.2","G","2","S",2,"16:1n9/i16:0",0,4.47,34.857,1.143758,0.7606,6.017,1346.61,"bacteria"
874,"43.02.2","G","2","S",2,"16:0",0,46.248,3.983,1.110013,0.755,6.017,13931.01,"bacteria"
875,"43.02.2","G","2","S",2,"i17:0",0,5.75,-29.59,1.073293,0.76,6.017,1635.8,"gram+bacteria"
876,"43.02.2","G","2","S",2,"17:0cy",0,10.69,-12.436,1.092059,0.7654,6.017,3041.26,"gram-bacteria"
877,"43.02.2","G","2","S",2,"17:0",0,8.193,-30.309,1.072507,0.76,6.017,2330.81,"bacteria"
878,"43.02.2","G","2","S",2,"18:3n6",0,0.504,16.765,1.123987,0.7765,6.017,143.39,"fungi"
879,"43.02.2","G","2","S",2,"trans-18:1n9",0,11.91,21.36,1.129009,0.7697,6.017,3210.01,"gram-bacteria"
880,"43.02.2","G","2","S",2,"18:0",0,9.569,-4.497,1.100741,0.7645,6.017,2579.07,"bacteria"
881,"43.02.2","G","2","S",2,"19:0cy",0,35.01,-33.216,1.069325,0.7736,6.017,8964.33,"gram-bacteria"
882,"43.02.2","G","2","S",2,"19:0",0,15.52,-34.08,1.06838,0.8216,6.017,3973.94,"standard"
883,"43.02.2","G","2","S",2,"20:4n6",0,0.748,-9.638,1.095119,0.7919,6.017,182.4,"protozoa"
884,"43.02.3","G","3","S",2,"12:0",0,23.491,-30.017,1.072826,0.7285,6,6233.35,"standard"
885,"43.02.3","G","3","S",2,"14:0",0,2.588,-26.627,1.076535,0.7432,6,595.24,"bacteria"
886,"43.02.3","G","3","S",2,"a15:0",0,37.683,-28.149,1.07487,0.7494,6,8125.19,"gram+bacteria"
887,"43.02.3","G","3","S",2,"15:0",0,5.01,-28.309,1.074695,0.7494,6,1080.25,"bacteria"
888,"43.02.3","G","3","S",2,"16:1n9/i16:0",0,5.567,-22.387,1.081173,0.7606,6,1129.76,"bacteria"
889,"43.02.3","G","3","S",2,"16:0",0,53.905,-28.335,1.074667,0.755,6,10938.42,"bacteria"
890,"43.02.3","G","3","S",2,"i17:0",0,3.305,-30.222,1.072602,0.76,6,633.38,"gram+bacteria"
891,"43.02.3","G","3","S",2,"17:0cy",0,12.814,-28.911,1.074036,0.7654,6,2455.82,"gram-bacteria"
892,"43.02.3","G","3","S",2,"17:0",0,10.403,-31.708,1.070976,0.76,6,1993.7,"bacteria"
893,"43.02.3","G","3","S",2,"18:3n6",0,0.811,-28.87,1.074082,0.7765,6,155.43,"fungi"
894,"43.02.3","G","3","S",2,"trans-18:1n9",0,17.354,-28.274,1.074734,0.7697,6,3150.87,"gram-bacteria"
895,"43.02.3","G","3","S",2,"18:0",0,12.288,-31.324,1.071396,0.7645,6,2231.07,"bacteria"
896,"43.02.3","G","3","S",2,"19:0cy",0,64.964,-32.807,1.069773,0.7736,6,11205.59,"gram-bacteria"
897,"43.02.3","G","3","S",2,"19:0",0,23.077,-32.806,1.069774,0.8216,6,3980.57,"standard"
898,"43.02.3","G","3","S",2,"20:4n6",0,0.812,-40.135,1.061754,0.7919,6,133.4,"protozoa"
899,"43.02.3","G","3","S",2,"20:5n3",0,0.368,-33.895,1.068582,0.797,6,60.45,"protozoa"
900,"46.03.2","P","2","L",3,"12:0",0,15.689,-30.206,1.072619,0.7285,6.006,6025.06,"standard"
901,"46.03.2","P","2","L",3,"14:0",0,0.653,-15.731,1.088455,0.7432,6.006,217.37,"bacteria"
902,"46.03.2","P","2","L",3,"a15:0",0,40.575,8.925,1.115417,0.7494,6.006,12661.73,"gram+bacteria"
903,"46.03.2","P","2","L",3,"15:0",0,4.64,22.225,1.129954,0.7494,6.006,1447.95,"bacteria"
904,"46.03.2","P","2","L",3,"16:1n9/i16:0",0,4.341,183.316,1.305697,0.7606,6.006,1274.98,"bacteria"
905,"46.03.2","P","2","L",3,"16:0",0,41.391,198.61,1.32235,0.755,6.006,12155.64,"bacteria"
906,"46.03.2","P","2","L",3,"i17:0",0,6.39,-28.739,1.074224,0.76,6.006,1772.34,"gram+bacteria"
907,"46.03.2","P","2","L",3,"17:0cy",0,11.677,13.486,1.120402,0.7654,6.006,3238.85,"gram-bacteria"
