"","Identifier.1","Identifier.2","Compounds.Result.Name","Is.Ref._","Ref..Name","Sample.Dilution","Start","End","Rt","Width","Area.All","Ampl..44","Ampl..45","d.13C.12C","R.13C.12C","Date","Time","AT..13C.12C","FileHeader..Filename"
"5429","01.13.1","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1157.7,1174,1162.7,16.3,2.254,294,439,223.851,0.0136829,"05/05/17","12:50:29",1.34982,"01_13_1_Acquisition_2 ul-0001.dxf"
"5431","01.13.1","2.5 ul","16:0",0,"CSU CO2",0,1186.3,1216.2,1193.8,29.9,21.383,2912,3545,12.774,0.011323,"05/05/17","12:50:29",1.119624,"01_13_1_Acquisition_2 ul-0001.dxf"
"5434","01.13.1","2.5 ul","i17:0",0,"CSU CO2",0,1280.3,1304.8,1284.9,24.5,4.124,445,527,-29.396,0.0108516,"05/05/17","12:50:29",1.073506,"01_13_1_Acquisition_2 ul-0001.dxf"
"5435","01.13.1","2.5 ul","17:0cy",0,"CSU CO2",0,1304.8,1324.9,1311.5,20.1,5.833,849,1016,-16.705,0.0109934,"05/05/17","12:50:29",1.087389,"01_13_1_Acquisition_2 ul-0001.dxf"
"5438","01.13.1","2.5 ul","17:0",0,"CSU CO2",0,1381.1,1415.6,1389.8,34.5,5.332,657,778,-27.233,0.0108757,"05/05/17","12:50:29",1.075872,"01_13_1_Acquisition_2 ul-0001.dxf"
"5443","01.13.1","2.5 ul","18:0",0,"CSU CO2",0,1572.1,1588,1577.5,15.9,5.504,700,850,0.174,0.0111821,"05/05/17","12:50:29",1.105848,"01_13_1_Acquisition_2 ul-0001.dxf"
"5449","01.13.1","2.5 ul","19:0cy",0,"CSU CO2",0,1820.6,1852.2,1840.5,31.6,24.437,2688,3136,-33.436,0.0108064,"05/05/17","12:50:29",1.069085,"01_13_1_Acquisition_2 ul-0001.dxf"
"5450","01.13.1","2.5 ul","19:0",0,"CSU CO2",0,1852.2,1897.7,1860.9,45.6,14.658,1543,1810,-32.145,0.0108208,"05/05/17","12:50:29",1.070498,"01_13_1_Acquisition_2 ul-0001.dxf"
"5452","01.13.1","2.5 ul","20:4n6",0,"CSU CO2",0,1964.6,1978,1968.8,13.4,0.363,38,45,-26.851,0.01088,"05/05/17","12:50:29",1.07629,"01_13_1_Acquisition_2 ul-0001.dxf"
"5468","5.3.3","2.5 ul","14:0",0,"CSU CO2",0,880.1,889.5,884.1,9.4,0.508,83,99,-15.761,0.011004,"05/05/17","14:00:16",1.088422,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5472","5.3.3","2.5 ul","a15:0",0,"CSU CO2",0,957,976.4,967,19.4,17.008,2519,2984,-27.492,0.0108728,"05/05/17","14:00:16",1.075589,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5476","5.3.3","2.5 ul","15:0",0,"CSU CO2",0,1018.7,1037.5,1023.3,18.8,2.025,204,244,-18.612,0.0109721,"05/05/17","14:00:16",1.085303,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5483","5.3.3","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1159.1,1175.4,1164.3,16.3,2.739,336,406,-10.624,0.0110614,"05/05/17","14:00:16",1.094041,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5485","5.3.3","2.5 ul","16:0",0,"CSU CO2",0,1187.7,1218.5,1196.1,30.7,33.382,4222,5166,21.513,0.0114207,"05/05/17","14:00:16",1.129176,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5490","5.3.3","2.5 ul","i17:0",0,"CSU CO2",0,1298.1,1308.1,1303.5,10,3.033,488,574,-32.706,0.0108145,"05/05/17","14:00:16",1.069884,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5491","5.3.3","2.5 ul","17:0cy",0,"CSU CO2",0,1308.1,1327.2,1313.8,19,9.214,1281,1519,-26.385,0.0108852,"05/05/17","14:00:16",1.0768,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5495","5.3.3","2.5 ul","17:0",0,"CSU CO2",0,1383.6,1405.9,1392.6,22.4,7.353,954,1127,-28.941,0.0108566,"05/05/17","14:00:16",1.074003,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5502","5.3.3","2.5 ul","18:0",0,"CSU CO2",0,1575.4,1590.9,1580.7,15.5,8.308,1035,1274,14.881,0.0113466,"05/05/17","14:00:16",1.121928,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5510","5.3.3","2.5 ul","19:0cy",0,"CSU CO2",0,1824.8,1856.3,1845.7,31.6,41.784,4028,4692,-31.694,0.0108259,"05/05/17","14:00:16",1.070991,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5511","5.3.3","2.5 ul","19:0",0,"CSU CO2",0,1856.3,1893.1,1863.2,36.8,12.188,1225,1439,-34.021,0.0107998,"05/05/17","14:00:16",1.068444,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5513","5.3.3","2.5 ul","20:5n3",0,"CSU CO2",0,1988.6,2008.7,1997.4,20.1,0.838,83,97,-32.271,0.0108194,"05/05/17","14:00:16",1.070359,"5_3_3_Acquisition_2_5 ul-0001.dxf"
"5538","2.10.1","2.5 ul","12:0",0,"CSU CO2",0,681.8,707.5,686.4,25.7,13.457,2590,3058,-30.539,0.0108388,"05/05/17","15:14:16",1.072254,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5546","2.10.1","2.5 ul","14:0",0,"CSU CO2",0,879.5,889.9,883.4,10.5,1.264,206,294,175.821,0.0131459,"05/05/17","15:14:16",1.297535,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5552","2.10.1","2.5 ul","a15:0",0,"CSU CO2",0,957.6,976.2,967.3,18.6,22.725,3709,4496,1.16,0.0111932,"05/05/17","15:14:16",1.106927,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5556","2.10.1","2.5 ul","15:0",0,"CSU CO2",0,1017.6,1036.6,1022.4,19,2.152,239,290,-6.373,0.0111089,"05/05/17","15:14:16",1.098689,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5560","2.10.1","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1157.7,1174.4,1162.9,16.7,3.413,446,703,293.71,0.0144639,"05/05/17","15:14:16",1.425772,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5562","2.10.1","2.5 ul","16:0",0,"CSU CO2",0,1186.5,1217,1194.2,30.5,26.02,3439,4370,66.261,0.011921,"05/05/17","15:14:16",1.178058,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5565","2.10.1","2.5 ul","i17:0",0,"CSU CO2",0,1298.1,1305.2,1300.4,7.1,0.446,75,88,-32.615,0.0108156,"05/05/17","15:14:16",1.069984,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5566","2.10.1","2.5 ul","17:0cy",0,"CSU CO2",0,1305.2,1325.3,1311.7,20.1,7.563,1091,1312,-9.78,0.0110709,"05/05/17","15:14:16",1.094963,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5569","2.10.1","2.5 ul","17:0",0,"CSU CO2",0,1381.5,1416.2,1390.1,34.7,6.328,790,938,-23.515,0.0109173,"05/05/17","15:14:16",1.07994,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5574","2.10.1","2.5 ul","18:0",0,"CSU CO2",0,1572.5,1588.4,1577.9,15.9,6.797,853,1071,35.632,0.0115786,"05/05/17","15:14:16",1.144604,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5582","2.10.1","2.5 ul","19:0cy",0,"CSU CO2",0,1820.6,1852.2,1840.7,31.6,24.889,2720,3172,-32.249,0.0108197,"05/05/17","15:14:16",1.070384,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5583","2.10.1","2.5 ul","19:0",0,"CSU CO2",0,1852.2,1901.1,1860.7,48.9,13.575,1389,1632,-32.347,0.0108186,"05/05/17","15:14:16",1.070277,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5585","2.10.1","2.5 ul","20:4n6",0,"CSU CO2",0,1964.6,1978.2,1969.2,13.6,0.402,40,48,-18.368,0.0109748,"05/05/17","15:14:16",1.085571,"2_10_1_Acquisition_2_5 ul-0001.dxf"
"5604","28.1.2","2.5 ul","12:0",0,"CSU CO2",0,682.4,708.7,686.8,26.3,14.165,2663,3146,-30.79,0.010836,"05/05/17","16:22:58",1.07198,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5614","28.1.2","2.5 ul","14:0",0,"CSU CO2",0,880.7,891,884.7,10.2,1.007,147,183,16.909,0.0113692,"05/05/17","16:22:58",1.124144,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5618","28.1.2","2.5 ul","a15:0",0,"CSU CO2",0,958.3,976.4,967.3,18.2,13.962,2330,2825,-1.432,0.0111642,"05/05/17","16:22:58",1.104093,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5622","28.1.2","2.5 ul","15:0",0,"CSU CO2",0,1018.7,1037.9,1023.5,19.2,1.597,163,199,-5.659,0.0111169,"05/05/17","16:22:58",1.099471,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5626","28.1.2","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.5,1175.2,1163.7,16.7,2.141,260,368,149.287,0.0128493,"05/05/17","16:22:58",1.268625,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5628","28.1.2","2.5 ul","16:0",0,"CSU CO2",0,1187.1,1217.8,1194.2,30.7,19.242,2599,3258,43.36,0.011665,"05/05/17","16:22:58",1.153047,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5634","28.1.2","2.5 ul","17:0",0,"CSU CO2",0,1382.7,1417.2,1390.9,34.5,5.175,643,765,-21.555,0.0109392,"05/05/17","16:22:58",1.082084,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5639","28.1.2","2.5 ul","18:0",0,"CSU CO2",0,1573.1,1589,1578.6,15.9,4.899,605,757,31.951,0.0115374,"05/05/17","16:22:58",1.140582,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5645","28.1.2","2.5 ul","19:0cy",0,"CSU CO2",0,1822.5,1853.6,1841.7,31.1,23.773,2618,3061,-31.772,0.010825,"05/05/17","16:22:58",1.070905,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5646","28.1.2","2.5 ul","19:0",0,"CSU CO2",0,1853.6,1900.6,1862.2,47,14.349,1474,1730,-32.647,0.0108152,"05/05/17","16:22:58",1.069949,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5648","28.1.2","2.5 ul","20:4n6",0,"CSU CO2",0,1966.9,1979.9,1970.7,13,0.304,31,37,-28.444,0.0108622,"05/05/17","16:22:58",1.074547,"28_1_2_Acquisition_2_5 ul-0001.dxf"
"5665","48.01.1","2.5 ul","12:0",0,"CSU CO2",0,681.5,708.1,686.4,26.5,13.373,2499,2950,-30.751,0.0108364,"05/05/17","17:42:22",1.072023,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5677","48.01.1","2.5 ul","14:0",0,"CSU CO2",0,879.5,895.8,883.7,16.3,2.164,295,356,-11.303,0.0110538,"05/05/17","17:42:22",1.093298,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5682","48.01.1","2.5 ul","a15:0",0,"CSU CO2",0,958.3,976.4,967.5,18.2,23.026,3758,4498,-12.915,0.0110358,"05/05/17","17:42:22",1.091535,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5686","48.01.1","2.5 ul","15:0",0,"CSU CO2",0,1017.8,1037.5,1022.6,19.6,2.543,293,350,-19.936,0.0109573,"05/05/17","17:42:22",1.083855,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5691","48.01.1","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.3,1175,1163.7,16.7,4.229,519,658,34.065,0.0115611,"05/05/17","17:42:22",1.142892,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5693","48.01.1","2.5 ul","16:0",0,"CSU CO2",0,1186.9,1219.5,1195.9,32.6,38.317,4714,5635,-9.768,0.011071,"05/05/17","17:42:22",1.094977,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5695","48.01.1","2.5 ul","i17:0",0,"CSU CO2",0,1281.2,1299.1,1285.8,18,4.833,533,630,-28.5,0.0108616,"05/05/17","17:42:22",1.074486,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5696","48.01.1","2.5 ul","17:0cy",0,"CSU CO2",0,1305.6,1325.7,1312.1,20.1,8.13,1170,1398,-18.835,0.0109696,"05/05/17","17:42:22",1.08506,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5700","48.01.1","2.5 ul","17:0",0,"CSU CO2",0,1382.3,1417.2,1390.7,34.9,6.753,831,982,-27.595,0.0108717,"05/05/17","17:42:22",1.075476,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5706","48.01.1","2.5 ul","18:0",0,"CSU CO2",0,1574,1589.4,1579.4,15.5,9.293,1150,1399,-0.511,0.0111745,"05/05/17","17:42:22",1.1051,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5714","48.01.1","2.5 ul","19:0cy",0,"CSU CO2",0,1821.4,1854.7,1844,33.2,39.024,3841,4488,-29.295,0.0108527,"05/05/17","17:42:22",1.073616,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5715","48.01.1","2.5 ul","19:0",0,"CSU CO2",0,1854.7,1893.5,1862,38.9,13.078,1346,1581,-33.528,0.0108053,"05/05/17","17:42:22",1.068984,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5716","48.01.1","2.5 ul","20:4n6",0,"CSU CO2",0,1965.2,1986.5,1970.9,21.3,0.629,47,54,-37.427,0.0107618,"05/05/17","17:42:22",1.064718,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5717","48.01.1","2.5 ul","20:5n3",0,"CSU CO2",0,1987.8,2020,1996.2,32.2,2.688,290,340,-34.837,0.0107907,"05/05/17","17:42:22",1.067552,"4801_1_Acquisition_2_5 ul-0001.dxf"
"5754","12.9.3","2.5 ul","12:0",0,"CSU CO2",0,682.2,699.7,687,17.6,15.216,2931,3452,-30.719,0.0108368,"05/09/17","09:54:07",1.072057,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5767","12.9.3","2.5 ul","14:0",0,"CSU CO2",0,880.7,890.5,884.3,9.8,3.07,517,622,-10.279,0.0110653,"05/09/17","09:54:07",1.094418,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5773","12.9.3","2.5 ul","a15:0",0,"CSU CO2",0,958.7,978.5,970.2,19.9,48.74,6975,8264,-18.29,0.0109757,"05/09/17","09:54:07",1.085655,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5777","12.9.3","2.5 ul","15:0",0,"CSU CO2",0,1019.7,1038.7,1023.9,19,5.944,576,691,-16.025,0.011001,"05/09/17","09:54:07",1.088133,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5784","12.9.3","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1159.7,1176,1165.4,16.3,7.565,996,1210,-0.765,0.0111717,"05/09/17","09:54:07",1.104823,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5786","12.9.3","2.5 ul","16:0",0,"CSU CO2",0,1189,1219.3,1199.2,30.3,61.866,6828,8276,16.338,0.0113629,"05/09/17","09:54:07",1.12352,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5789","12.9.3","2.5 ul","i17:0",0,"CSU CO2",0,1283.9,1300.4,1288.1,16.5,9.974,1153,1359,-30.773,0.0108361,"05/09/17","09:54:07",1.071999,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5791","12.9.3","2.5 ul","17:0cy",0,"CSU CO2",0,1307.7,1328,1314.8,20.3,14.987,2016,2382,-23.872,0.0109133,"05/09/17","09:54:07",1.079549,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5795","12.9.3","2.5 ul","17:0",0,"CSU CO2",0,1383.6,1419.1,1392.8,35.5,11.133,1317,1552,-26.842,0.0108801,"05/09/17","09:54:07",1.0763,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5802","12.9.3","2.5 ul","18:0",0,"CSU CO2",0,1576.1,1592.2,1581.9,16.1,15.044,1840,2273,24.953,0.0114592,"05/09/17","09:54:07",1.132935,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5811","12.9.3","2.5 ul","19:0cy",0,"CSU CO2",0,1823.9,1858,1848.2,34.1,64.241,5354,6238,-26.662,0.0108821,"05/09/17","09:54:07",1.076497,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5812","12.9.3","2.5 ul","19:0",0,"CSU CO2",0,1858,1906.1,1863.9,48.1,16.735,1521,1779,-31.572,0.0108272,"05/09/17","09:54:07",1.071124,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5814","12.9.3","2.5 ul","20:4n6",0,"CSU CO2",0,1956.4,1980.9,1970.7,24.5,1.12,73,86,-34.021,0.0107998,"05/09/17","09:54:07",1.068445,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5815","12.9.3","2.5 ul","20:5n3",0,"CSU CO2",0,1988.6,2024.2,1997.4,35.5,2.614,255,298,-33.628,0.0108042,"05/09/17","09:54:07",1.068875,"12_9_3_Acquisition_2_5 ul-0000.dxf"
"5854","12.5.3","2.5 ul","12:0",0,"CSU CO2",0,682,699.7,686.6,17.8,12.291,2456,2891,-42.653,0.0107033,"05/09/17","11:14:59",1.058998,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5867","12.5.3","2.5 ul","14:0",0,"CSU CO2",0,880.7,888.9,883.9,8.2,0.866,139,167,-13.505,0.0110292,"05/09/17","11:14:59",1.09089,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5874","12.5.3","2.5 ul","a15:0",0,"CSU CO2",0,957.2,976.7,966.6,19.4,14.038,1691,2016,-22.808,0.0109252,"05/09/17","11:14:59",1.080713,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5878","12.5.3","2.5 ul","15:0",0,"CSU CO2",0,1019.7,1037.3,1023.1,17.6,1.857,176,213,-13.41,0.0110303,"05/09/17","11:14:59",1.090994,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5890","12.5.3","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1159.3,1175,1164.1,15.7,1.378,166,210,34.863,0.01157,"05/09/17","11:14:59",1.143764,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5892","12.5.3","2.5 ul","16:0",0,"CSU CO2",0,1187.3,1212.8,1193.8,25.5,12.621,1769,2256,65.216,0.0119093,"05/09/17","11:14:59",1.176916,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5898","12.5.3","2.5 ul","i17:0",0,"CSU CO2",0,1296,1307.9,1302.3,11.9,3.614,564,662,-31.863,0.010824,"05/09/17","11:14:59",1.070806,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5899","12.5.3","2.5 ul","17:0cy",0,"CSU CO2",0,1307.9,1326.3,1312.1,18.4,3.17,425,507,-19.826,0.0109585,"05/09/17","11:14:59",1.083975,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5902","12.5.3","2.5 ul","17:0",0,"CSU CO2",0,1384.2,1403.9,1391.1,19.6,2.559,317,378,-21.264,0.0109425,"05/09/17","11:14:59",1.082403,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5909","12.5.3","2.5 ul","18:0",0,"CSU CO2",0,1572.9,1589.7,1578.2,16.7,2.899,334,431,68.389,0.0119448,"05/09/17","11:14:59",1.180381,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5916","12.5.3","2.5 ul","19:0cy",0,"CSU CO2",0,1823.9,1851.5,1838.4,27.6,8.691,1021,1209,-21.476,0.0109401,"05/09/17","11:14:59",1.08217,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5917","12.5.3","2.5 ul","19:0",0,"CSU CO2",0,1851.5,1880.8,1861.1,29.3,11.059,1216,1428,-31.359,0.0108296,"05/09/17","11:14:59",1.071357,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5918","12.5.3","2.5 ul","20:5n3",0,"CSU CO2",0,1986.5,2005.8,1996.2,19.2,0.877,96,113,-30.015,0.0108446,"05/09/17","11:14:59",1.072829,"12_5_3_Acquisition_2_5 ul-0000.dxf"
"5949","6.6.1","2.5 ul","12:0",0,"CSU CO2",0,681.8,716.7,686.6,34.9,14.134,2585,3050,-30.734,0.0108366,"05/09/17","12:33:59",1.072041,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5961","6.6.1","2.5 ul","14:0",0,"CSU CO2",0,879.7,890.3,883.7,10.7,2.026,330,408,14.499,0.0113423,"05/09/17","12:33:59",1.12151,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5967","6.6.1","2.5 ul","a15:0",0,"CSU CO2",0,955.1,977.1,968.7,21.9,36.95,5475,6594,-3.967,0.0111358,"05/09/17","12:33:59",1.10132,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5971","6.6.1","2.5 ul","15:0",0,"CSU CO2",0,1018.5,1038.1,1023.1,19.6,3.797,404,496,4.312,0.0112284,"05/09/17","12:33:59",1.110373,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5976","6.6.1","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.5,1174.8,1163.9,16.3,5.981,793,1020,56.91,0.0118165,"05/09/17","12:33:59",1.167847,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5978","6.6.1","2.5 ul","16:0",0,"CSU CO2",0,1187.5,1217.6,1197.2,30.1,49.87,5821,7395,74.299,0.0120109,"05/09/17","12:33:59",1.186833,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5984","6.6.1","2.5 ul","i17:0",0,"CSU CO2",0,1298.9,1306.9,1300.6,7.9,2.236,356,417,-33.986,0.0108002,"05/09/17","12:33:59",1.068483,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5985","6.6.1","2.5 ul","17:0cy",0,"CSU CO2",0,1306.9,1326.7,1313.6,19.9,13.331,1831,2200,-7.979,0.011091,"05/09/17","12:33:59",1.096933,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5989","6.6.1","2.5 ul","17:0",0,"CSU CO2",0,1383,1404.3,1392.6,21.3,8.715,1080,1293,-12.665,0.0110386,"05/09/17","12:33:59",1.091808,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"5996","6.6.1","2.5 ul","18:0",0,"CSU CO2",0,1574.2,1590.5,1580.5,16.3,14.333,1766,2284,77.916,0.0120513,"05/09/17","12:33:59",1.190781,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"6006","6.6.1","2.5 ul","19:0cy",0,"CSU CO2",0,1822.7,1857.4,1847.8,34.7,69.335,5696,6688,-19.698,0.01096,"05/09/17","12:33:59",1.084115,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"6007","6.6.1","2.5 ul","19:0",0,"CSU CO2",0,1857.4,1904,1863,46.6,15.946,1496,1757,-31.574,0.0108272,"05/09/17","12:33:59",1.071123,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"6008","6.6.1","2.5 ul","20:4n6",0,"CSU CO2",0,1955.8,1980.1,1970.2,24.2,0.873,58,77,62.254,0.0118762,"05/09/17","12:33:59",1.173683,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"6009","6.6.1","2.5 ul","20:5n3",0,"CSU CO2",0,1989.1,2005.6,1995.9,16.5,0.585,61,74,28.207,0.0114956,"05/09/17","12:33:59",1.136492,"6_6_1_Acquisition_2_5 ul-0000.dxf"
"6043","12.09.1","2.5 ul","12:0",0,"CSU CO2",0,681.8,708.5,686.6,26.8,14.344,2670,3148,-30.397,0.0108404,"05/09/17","14:01:13",1.07241,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6054","12.09.1","2.5 ul","14:0",0,"CSU CO2",0,879.7,890.3,883.7,10.7,1.657,265,332,29.624,0.0115114,"05/09/17","14:01:13",1.138039,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6060","12.09.1","2.5 ul","a15:0",0,"CSU CO2",0,954.7,976.9,968.3,22.2,30.816,4701,5678,-0.909,0.01117,"05/09/17","14:01:13",1.104664,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6064","12.09.1","2.5 ul","15:0",0,"CSU CO2",0,1018.5,1037.9,1022.6,19.4,3.197,350,435,13.128,0.011327,"05/09/17","14:01:13",1.120012,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6069","12.09.1","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.1,1174.4,1163.5,16.3,3.971,520,703,107.947,0.0123871,"05/09/17","14:01:13",1.223551,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6071","12.09.1","2.5 ul","16:0",0,"CSU CO2",0,1187.3,1217.4,1196.1,30.1,38.201,4713,6380,161.788,0.012989,"05/09/17","14:01:13",1.282247,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6077","12.09.1","2.5 ul","i17:0",0,"CSU CO2",0,1293.1,1298.5,1293.5,5.4,1.929,387,454,-36.035,0.0107773,"05/09/17","14:01:13",1.066241,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6079","12.09.1","2.5 ul","17:0cy",0,"CSU CO2",0,1306.5,1326.5,1313.1,20.1,11.455,1596,1935,-1.329,0.0111653,"05/09/17","14:01:13",1.104205,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6083","12.09.1","2.5 ul","17:0",0,"CSU CO2",0,1382.5,1405.7,1392.4,23.2,8.82,1124,1344,-12.857,0.0110365,"05/09/17","14:01:13",1.091599,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6088","12.09.1","2.5 ul","18:0",0,"CSU CO2",0,1574,1589.2,1579,15.3,8.077,1015,1457,196.787,0.0133803,"05/09/17","14:01:13",1.320365,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6097","12.09.1","2.5 ul","19:0cy",0,"CSU CO2",0,1821.9,1855.1,1844.6,33.2,45.096,4237,5001,-15.551,0.0110063,"05/09/17","14:01:13",1.088652,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6098","12.09.1","2.5 ul","19:0",0,"CSU CO2",0,1855.1,1902.5,1862,47.4,14.572,1410,1654,-32.249,0.0108196,"05/09/17","14:01:13",1.070383,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6101","12.09.1","2.5 ul","20:4n6",0,"CSU CO2",0,1965.9,1977.8,1969.4,11.9,0.329,36,42,-33.964,0.0108005,"05/09/17","14:01:13",1.068507,"12_09_01_Acquisition_2_5 ul-0000.dxf"
"6134","12.09.2","2.5 ul","12:0",0,"CSU CO2",0,681.1,699.1,686.1,18,13.461,2660,3136,-30.251,0.010842,"05/09/17","15:21:08",1.07257,"12_09_2_Acquisition_2_5 ul-0000.dxf"
"6147","12.09.2","2.5 ul","14:0",0,"CSU CO2",0,879.9,888.7,883.2,8.8,1.269,207,265,46.054,0.0116951,"05/09/17","15:21:08",1.15599,"12_09_2_Acquisition_2_5 ul-0000.dxf"
"6154","12.09.2","2.5 ul","a15:0",0,"CSU CO2",0,957.2,976.4,967,19.2,24.643,3377,4168,12.105,0.0113155,"05/09/17","15:21:08",1.118893,"12_09_2_Acquisition_2_5 ul-0000.dxf"
"6158","12.09.2","2.5 ul","15:0",0,"CSU CO2",0,1018.7,1036.8,1022.6,18.2,2.667,260,330,29.62,0.0115114,"05/09/17","15:21:08",1.138036,"12_09_2_Acquisition_2_5 ul-0000.dxf"
"6168","12.09.2","2.5 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.3,1174.4,1163.5,16.1,2.928,377,533,158.685,0.0129543,"05/09/17","15:21:08",1.278866,"12_09_2_Acquisition_2_5 ul-0000.dxf"
