"","Identifier.1","Identifier.2","Compounds.Result.Name","Is.Ref._","Ref..Name","Sample.Dilution","Start","End","Rt","Width","Area.All","Ampl..44","Ampl..45","d.13C.12C","R.13C.12C","Date","Time","AT..13C.12C","FileHeader..Filename"
"1914","12.1.2","3 ul","a15:0",0,"CSU CO2",0,955.3,976,966.8,20.7,48.597,5794,6897,-22.486,0.0109288,"3/30/17","12:37:57",1.081066,"12_1_2_Acquisition_3 ul-0001.dxf"
"1918","12.1.2","3 ul","15:0",0,"CSU CO2",0,1017.6,1037.9,1022.2,20.3,4.74,465,559,-16.435,0.0109965,"3/30/17","12:37:57",1.087685,"12_1_2_Acquisition_3 ul-0001.dxf"
"1928","12.1.2","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.5,1174.6,1163.7,16.1,4.304,548,696,39.419,0.0116209,"3/30/17","12:37:57",1.148741,"12_1_2_Acquisition_3 ul-0001.dxf"
"1930","12.1.2","3 ul","16:0",0,"CSU CO2",0,1186.9,1213.9,1195.5,27,37.641,4564,5719,48.647,0.0117241,"3/30/17","12:37:57",1.158823,"12_1_2_Acquisition_3 ul-0001.dxf"
"1936","12.1.2","3 ul","i17:0",0,"CSU CO2",0,1296,1308.8,1304.2,12.7,9.132,1242,1459,-30.965,0.010834,"3/30/17","12:37:57",1.071788,"12_1_2_Acquisition_3 ul-0001.dxf"
"1937","12.1.2","3 ul","17:0cy",0,"CSU CO2",0,1308.8,1326.9,1313.8,18.2,12.058,1478,1763,-20.382,0.0109523,"3/30/17","12:37:57",1.083367,"12_1_2_Acquisition_3 ul-0001.dxf"
"1941","12.1.2","3 ul","17:0",0,"CSU CO2",0,1383.4,1414.5,1392.6,31.1,8.9,955,1132,-25.239,0.010898,"3/30/17","12:37:57",1.078054,"12_1_2_Acquisition_3 ul-0001.dxf"
"1950","12.1.2","3 ul","18:0",0,"CSU CO2",0,1574.6,1590.1,1580,15.5,8.499,999,1289,66.287,0.0119213,"3/30/17","12:37:57",1.178086,"12_1_2_Acquisition_3 ul-0001.dxf"
"1961","12.1.2","3 ul","19:0cy",0,"CSU CO2",0,1825,1855.1,1844.6,30.1,43.443,4016,4720,-24.802,0.0109029,"3/30/17","12:37:57",1.078532,"12_1_2_Acquisition_3 ul-0001.dxf"
"1962","12.1.2","3 ul","19:0",0,"CSU CO2",0,1855.1,1881.4,1863.2,26.3,15.959,1559,1833,-31.251,0.0108308,"3/30/17","12:37:57",1.071476,"12_1_2_Acquisition_3 ul-0001.dxf"
"1968","12.1.2","3 ul","20:4n6",0,"CSU CO2",0,1955.4,1978.2,1970,22.8,1.117,66,79,-20.241,0.0109539,"3/30/17","12:37:57",1.083522,"12_1_2_Acquisition_3 ul-0001.dxf"
"1969","12.1.2","3 ul","20:5n3",0,"CSU CO2",0,1986.8,2023.5,1997.6,36.8,2.632,217,256,-29.655,0.0108487,"3/30/17","12:37:57",1.073222,"12_1_2_Acquisition_3 ul-0001.dxf"
"2015","12.5.2","3 ul","12:0",0,"CSU CO2",0,678.8,695.8,683.6,16.9,15.94,3115,3682,-30.573,0.0108384,"3/30/17","15:22:56",1.072217,"12_5_2_Acquisition_3 ul-0001.dxf"
"2027","12.5.2","3 ul","14:0",0,"CSU CO2",0,879.3,887,881.6,7.7,1.189,199,257,54.166,0.0117858,"3/30/17","15:22:56",1.16485,"12_5_2_Acquisition_3 ul-0001.dxf"
"2032","12.5.2","3 ul","a15:0",0,"CSU CO2",0,956,974.6,965.4,18.6,15.971,2284,2875,30.037,0.011516,"3/30/17","15:22:56",1.138491,"12_5_2_Acquisition_3 ul-0001.dxf"
"2036","12.5.2","3 ul","15:0",0,"CSU CO2",0,1018.5,1024.7,1021.6,6.3,1.31,224,289,50.495,0.0117447,"3/30/17","15:22:56",1.16084,"12_5_2_Acquisition_3 ul-0001.dxf"
"2045","12.5.2","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1148.7,1157.2,1154.9,8.6,0.215,39,48,31.062,0.0115275,"3/30/17","15:22:56",1.139611,"12_5_2_Acquisition_3 ul-0001.dxf"
"2048","12.5.2","3 ul","16:0",0,"CSU CO2",0,1185.9,1215.1,1192.6,29.3,17.082,2309,3626,352.975,0.0151265,"3/30/17","15:22:56",1.490113,"12_5_2_Acquisition_3 ul-0001.dxf"
"2053","12.5.2","3 ul","i17:0",0,"CSU CO2",0,1294.5,1305.4,1300,10.9,1.778,244,286,-40.914,0.0107228,"3/30/17","15:22:56",1.060902,"12_5_2_Acquisition_3 ul-0001.dxf"
"2054","12.5.2","3 ul","17:0cy",0,"CSU CO2",0,1305.4,1325.5,1311.1,20.1,5.454,698,868,14.448,0.0113417,"3/30/17","15:22:56",1.121454,"12_5_2_Acquisition_3 ul-0001.dxf"
"2057","12.5.2","3 ul","17:0",0,"CSU CO2",0,1381.5,1416.8,1390.1,35.3,4.679,538,664,13.109,0.0113268,"3/30/17","15:22:56",1.11999,"12_5_2_Acquisition_3 ul-0001.dxf"
"2063","12.5.2","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,"CSU CO2",0,1542.4,1572.3,1564.6,29.9,4.688,538,742,266.594,0.0141608,"3/30/17","15:22:56",1.396305,"12_5_2_Acquisition_3 ul-0001.dxf"
"2064","12.5.2","3 ul","18:0",0,"CSU CO2",0,1572.3,1588.2,1577.5,15.9,3.484,431,780,548.84,0.0173163,"3/30/17","15:22:56",1.702158,"12_5_2_Acquisition_3 ul-0001.dxf"
"2070","12.5.2","3 ul","19:0cy",0,"CSU CO2",0,1822.3,1851.3,1839.2,29.1,15.827,1793,2200,18.456,0.0113865,"3/30/17","15:22:56",1.125835,"12_5_2_Acquisition_3 ul-0001.dxf"
"2071","12.5.2","3 ul","19:0",0,"CSU CO2",0,1851.3,1893.3,1861.4,42,16.01,1610,1894,-29.087,0.010855,"3/30/17","15:22:56",1.073844,"12_5_2_Acquisition_3 ul-0001.dxf"
"2072","12.5.2","3 ul","20:5n3",0,"CSU CO2",0,1986.1,2013.1,1996.2,27,3.453,388,456,-32.887,0.0108125,"3/30/17","15:22:56",1.069686,"12_5_2_Acquisition_3 ul-0001.dxf"
"2108","20.4.2","3 ul","12:0",0,"CSU CO2",0,678.2,704.5,683,26.3,15.767,3081,3635,-30.701,0.010837,"3/30/17","16:35:06",1.072077,"20_4_2_Acquisition_3 ul-0001.dxf"
"2122","20.4.2","3 ul","a15:0",0,"CSU CO2",0,955.8,974.4,965.6,18.6,25.82,4209,5002,-19.303,0.0109644,"3/30/17","16:35:06",1.084548,"20_4_2_Acquisition_3 ul-0001.dxf"
"2126","20.4.2","3 ul","15:0",0,"CSU CO2",0,1015.7,1036,1020.5,20.3,2.578,275,329,-20.191,0.0109545,"3/30/17","16:35:06",1.083576,"20_4_2_Acquisition_3 ul-0001.dxf"
"2131","20.4.2","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1156.4,1173.1,1161.6,16.7,3.454,434,539,19.063,0.0113933,"3/30/17","16:35:06",1.126499,"20_4_2_Acquisition_3 ul-0001.dxf"
"2133","20.4.2","3 ul","16:0",0,"CSU CO2",0,1185.4,1217.4,1194,32,35.434,4510,5371,-12.214,0.0110436,"3/30/17","16:35:06",1.092302,"20_4_2_Acquisition_3 ul-0001.dxf"
"2135","20.4.2","3 ul","i17:0",0,"CSU CO2",0,1280.1,1304.4,1284.7,24.2,7.031,780,921,-31.891,0.0108237,"3/30/17","16:35:06",1.070776,"20_4_2_Acquisition_3 ul-0001.dxf"
"2136","20.4.2","3 ul","17:0cy",0,"CSU CO2",0,1304.4,1324.9,1311.5,20.5,10.16,1463,1736,-23.923,0.0109127,"3/30/17","16:35:06",1.079493,"20_4_2_Acquisition_3 ul-0001.dxf"
"2139","20.4.2","3 ul","17:0",0,"CSU CO2",0,1380.9,1415.8,1389.8,34.9,8.404,1065,1255,-30.626,0.0108378,"3/30/17","16:35:06",1.07216,"20_4_2_Acquisition_3 ul-0001.dxf"
"2143","20.4.2","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,"CSU CO2",0,1551.6,1572.7,1565.2,21.1,9.773,1243,1491,-9.201,0.0110773,"3/30/17","16:35:06",1.095596,"20_4_2_Acquisition_3 ul-0001.dxf"
"2144","20.4.2","3 ul","18:0",0,"CSU CO2",0,1572.7,1588,1577.9,15.3,7.875,1000,1197,-15.119,0.0110112,"3/30/17","16:35:06",1.089124,"20_4_2_Acquisition_3 ul-0001.dxf"
"2152","20.4.2","3 ul","19:0cy",0,"CSU CO2",0,1821.2,1854.7,1844.4,33.4,48.387,4580,5327,-33.89,0.0108013,"3/30/17","16:35:06",1.068588,"20_4_2_Acquisition_3 ul-0001.dxf"
"2153","20.4.2","3 ul","19:0",0,"CSU CO2",0,1854.7,1901.1,1862.2,46.4,17.124,1693,1984,-33.892,0.0108013,"3/30/17","16:35:06",1.068586,"20_4_2_Acquisition_3 ul-0001.dxf"
"2156","20.4.2","3 ul","20:4n6",0,"CSU CO2",0,1965.9,1978.8,1969.8,13,0.403,40,47,-37.559,0.0107603,"3/30/17","16:35:06",1.064574,"20_4_2_Acquisition_3 ul-0001.dxf"
"2177","18.05.1","3 ul","12:0",0,"CSU CO2",0,678.8,698.7,683.6,19.9,14.9,2899,3419,-30.797,0.0108359,"3/30/17","17:50:28",1.071972,"1805_1_Acquisition_3 ul-0001.dxf"
"2196","18.05.1","3 ul","a15:0",0,"CSU CO2",0,954.7,975.8,966.6,21.1,36.705,4759,5690,-17.892,0.0109802,"3/30/17","17:50:28",1.086091,"1805_1_Acquisition_3 ul-0001.dxf"
"2200","18.05.1","3 ul","15:0",0,"CSU CO2",0,1016.6,1038.9,1022.2,22.4,3.656,377,452,-16.556,0.0109951,"3/30/17","17:50:28",1.087552,"1805_1_Acquisition_3 ul-0001.dxf"
"2209","18.05.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.5,1175,1163.7,16.5,3.609,451,581,58.211,0.011831,"3/30/17","17:50:28",1.169268,"1805_1_Acquisition_3 ul-0001.dxf"
"2211","18.05.1","3 ul","16:0",0,"CSU CO2",0,1186.9,1218.9,1195.9,32,39.489,4816,5847,10.349,0.0112959,"3/30/17","17:50:28",1.116973,"1805_1_Acquisition_3 ul-0001.dxf"
"2216","18.05.1","3 ul","i17:0",0,"CSU CO2",0,1296.8,1308.3,1303.7,11.5,5.917,875,1028,-32.127,0.010821,"3/30/17","17:50:28",1.070517,"1805_1_Acquisition_3 ul-0001.dxf"
"2217","18.05.1","3 ul","17:0cy",0,"CSU CO2",0,1308.3,1327.2,1313.8,18.8,10.929,1418,1693,-18.032,0.0109786,"3/30/17","17:50:28",1.085938,"1805_1_Acquisition_3 ul-0001.dxf"
"2221","18.05.1","3 ul","17:0",0,"CSU CO2",0,1383.8,1425,1392.6,41.2,8.605,983,1162,-28.716,0.0108592,"3/30/17","17:50:28",1.07425,"1805_1_Acquisition_3 ul-0001.dxf"
"2232","18.05.1","3 ul","18:0",0,"CSU CO2",0,1575.2,1590.5,1580.7,15.3,8.854,1061,1290,3.314,0.0112173,"3/30/17","17:50:28",1.109282,"1805_1_Acquisition_3 ul-0001.dxf"
"2244","18.05.1","3 ul","19:0",0,"CSU CO2",0,1825.8,1856.8,1846.7,30.9,52.389,4687,5457,-33.987,0.0108002,"3/30/17","17:50:28",1.068482,"1805_1_Acquisition_3 ul-0001.dxf"
"2250","18.05.1","3 ul","20:4n6",0,"CSU CO2",0,1968.2,1979.6,1971.7,11.5,0.527,60,71,-24.592,0.0109053,"3/30/17","17:50:28",1.078761,"1805_1_Acquisition_3 ul-0001.dxf"
"2251","18.05.1","3 ul","20:5n3",0,"CSU CO2",0,1988.4,2024.6,1998,36.2,1.839,151,177,-31.899,0.0108236,"3/30/17","17:50:28",1.070767,"1805_1_Acquisition_3 ul-0001.dxf"
"2287","17.06.1","3 ul","12:0",0,"CSU CO2",0,678.8,697.9,683.8,19,16.268,3087,3631,-50.709,0.0106133,"3/31/17","11:21:32",1.05018,"1706_1_Acquisition_3 ul-0001.dxf"
"2302","17.06.1","3 ul","14:0",0,"CSU CO2",0,877.8,888.3,882.4,10.5,3.821,573,715,19.059,0.0113933,"3/31/17","11:21:32",1.126494,"1706_1_Acquisition_3 ul-0001.dxf"
"2310","17.06.1","3 ul","a15:0",0,"CSU CO2",0,955.8,976.7,967.9,20.9,59.17,6970,8434,-6.058,0.0111125,"3/31/17","11:21:32",1.099034,"1706_1_Acquisition_3 ul-0001.dxf"
"2314","17.06.1","3 ul","15:0",0,"CSU CO2",0,1017.6,1038.7,1022.6,21.1,6.329,673,811,-14.059,0.011023,"3/31/17","11:21:32",1.090283,"1706_1_Acquisition_3 ul-0001.dxf"
"2321","17.06.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1158.7,1175.4,1164.8,16.7,6.519,794,1178,224.815,0.0136937,"3/31/17","11:21:32",1.350869,"1706_1_Acquisition_3 ul-0001.dxf"
"2323","17.06.1","3 ul","16:0",0,"CSU CO2",0,1187.1,1219.5,1197.4,32.4,54.889,6010,7493,43.064,0.0116617,"3/31/17","11:21:32",1.152724,"1706_1_Acquisition_3 ul-0001.dxf"
"2328","17.06.1","3 ul","i17:0",0,"CSU CO2",0,1297.3,1309.2,1305,11.9,8.418,1129,1325,-28.409,0.0108626,"3/31/17","11:21:32",1.074586,"1706_1_Acquisition_3 ul-0001.dxf"
"2329","17.06.1","3 ul","17:0cy",0,"CSU CO2",0,1309.2,1327.6,1314.8,18.4,15.368,1827,2192,-10.868,0.0110587,"3/31/17","11:21:32",1.093774,"1706_1_Acquisition_3 ul-0001.dxf"
"2333","17.06.1","3 ul","17:0",0,"CSU CO2",0,1384,1425.4,1393.6,41.4,11.339,1197,1415,-25.661,0.0108933,"3/31/17","11:21:32",1.077592,"1706_1_Acquisition_3 ul-0001.dxf"
"2343","17.06.1","3 ul","18:0",0,"CSU CO2",0,1575.9,1591.3,1581.5,15.5,12.751,1465,1835,37.047,0.0115944,"3/31/17","11:21:32",1.14615,"1706_1_Acquisition_3 ul-0001.dxf"
"2356","17.06.1","3 ul","19:0cy",0,"CSU CO2",0,1825,1858,1848.4,33,74.813,5873,6850,-32.34,0.0108186,"3/31/17","11:21:32",1.070284,"1706_1_Acquisition_3 ul-0001.dxf"
"2357","17.06.1","3 ul","19:0",0,"CSU CO2",0,1858,1882.7,1864.3,24.7,17.07,1696,1992,-32.913,0.0108122,"3/31/17","11:21:32",1.069657,"1706_1_Acquisition_3 ul-0001.dxf"
"2363","17.06.1","3 ul","20:4n6",0,"CSU CO2",0,1956.2,1980.5,1971.5,24.2,1.807,122,146,-24.224,0.0109094,"3/31/17","11:21:32",1.079165,"1706_1_Acquisition_3 ul-0001.dxf"
"2364","17.06.1","3 ul","20:5n3",0,"CSU CO2",0,1987.6,2024.6,1997.8,37,2.632,205,241,-30.103,0.0108436,"3/31/17","11:21:32",1.072732,"1706_1_Acquisition_3 ul-0001.dxf"
"2403","43.02.1","3 ul","12:0",0,"CSU CO2",0,678.6,704.7,683.4,26.1,16.381,3194,3757,-30.553,0.0108386,"3/31/17","13:25:06",1.07224,"43_02_1_Acquisition_3 ul-0001.dxf"
"2412","43.02.1","3 ul","14:0",0,"CSU CO2",0,887.8,893.7,889.7,5.9,0.333,69,82,-20.821,0.0109474,"3/31/17","13:25:06",1.082887,"43_02_1_Acquisition_3 ul-0001.dxf"
"2417","43.02.1","3 ul","a15:0",0,"CSU CO2",0,956,974.6,965.6,18.6,20.698,3378,4031,-14.183,0.0110216,"3/31/17","13:25:06",1.090148,"43_02_1_Acquisition_3 ul-0001.dxf"
"2421","43.02.1","3 ul","15:0",0,"CSU CO2",0,1016.4,1035,1021,18.6,2.167,244,291,-18.1,0.0109778,"3/31/17","13:25:06",1.085863,"43_02_1_Acquisition_3 ul-0001.dxf"
"2426","43.02.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1156.6,1173.5,1162,16.9,3.358,427,548,54.281,0.0117871,"3/31/17","13:25:06",1.164975,"43_02_1_Acquisition_3 ul-0001.dxf"
"2428","43.02.1","3 ul","16:0",0,"CSU CO2",0,1185.7,1216.4,1193.4,30.7,26.277,3494,4189,-2.534,0.0111519,"3/31/17","13:25:06",1.102887,"43_02_1_Acquisition_3 ul-0001.dxf"
"2431","43.02.1","3 ul","i17:0",0,"CSU CO2",0,1296.8,1304.6,1299.8,7.7,0.531,85,99,-34.187,0.010798,"3/31/17","13:25:06",1.068263,"43_02_1_Acquisition_3 ul-0001.dxf"
"2432","43.02.1","3 ul","17:0cy",0,"CSU CO2",0,1304.6,1324.6,1311.1,20.1,7.672,1110,1320,-19.975,0.0109569,"3/31/17","13:25:06",1.083812,"43_02_1_Acquisition_3 ul-0001.dxf"
"2435","43.02.1","3 ul","17:0",0,"CSU CO2",0,1381.1,1415.8,1389.6,34.7,6.477,822,968,-28.287,0.0108639,"3/31/17","13:25:06",1.074718,"43_02_1_Acquisition_3 ul-0001.dxf"
"2440","43.02.1","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,"CSU CO2",0,1551,1572.3,1564.8,21.3,7.375,903,1079,-13.706,0.011027,"3/31/17","13:25:06",1.09067,"43_02_1_Acquisition_3 ul-0001.dxf"
"2441","43.02.1","3 ul","18:0",0,"CSU CO2",0,1572.3,1588.4,1577.7,16.1,6.827,859,1036,-4.566,0.0111291,"3/31/17","13:25:06",1.100665,"43_02_1_Acquisition_3 ul-0001.dxf"
"2449","43.02.1","3 ul","19:0cy",0,"CSU CO2",0,1820.6,1852.2,1840.7,31.6,24.97,2753,3210,-31.671,0.0108261,"3/31/17","13:25:06",1.071016,"43_02_1_Acquisition_3 ul-0001.dxf"
"2450","43.02.1","3 ul","19:0",0,"CSU CO2",0,1852.2,1901.1,1861.6,48.9,17.405,1760,2061,-30.734,0.0108366,"3/31/17","13:25:06",1.072042,"43_02_1_Acquisition_3 ul-0001.dxf"
"2452","43.02.1","3 ul","20:4n6",0,"CSU CO2",0,1965,1979.4,1969.6,14.4,0.433,40,47,-31.019,0.0108334,"3/31/17","13:25:06",1.07173,"43_02_1_Acquisition_3 ul-0001.dxf"
"2474","24.2.1","3 ul","12:0",0,"CSU CO2",0,678.2,695.6,683.2,17.3,16.355,3195,3772,-31.198,0.0108314,"3/31/17","14:39:47",1.071533,"24_2_1_Acquisition_3 ul-0001.dxf"
"2487","24.2.1","3 ul","14:0",0,"CSU CO2",0,878,887.2,881.4,9.2,2.686,448,570,43.288,0.0116642,"3/31/17","14:39:47",1.152969,"24_2_1_Acquisition_3 ul-0001.dxf"
"2493","24.2.1","3 ul","a15:0",0,"CSU CO2",0,956.2,975.8,967.3,19.6,48.495,6833,8398,14.87,0.0113465,"3/31/17","14:39:47",1.121916,"24_2_1_Acquisition_3 ul-0001.dxf"
"2497","24.2.1","3 ul","15:0",0,"CSU CO2",0,1017.6,1036,1021.4,18.4,6.009,529,660,7.882,0.0112683,"3/31/17","14:39:47",1.114276,"24_2_1_Acquisition_3 ul-0001.dxf"
"2505","24.2.1","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1157.4,1174,1162.9,16.5,5.932,775,1057,117.928,0.0124987,"3/31/17","14:39:47",1.234437,"24_2_1_Acquisition_3 ul-0001.dxf"
"2507","24.2.1","3 ul","16:0",0,"CSU CO2",0,1186.5,1217.2,1196.3,30.7,57.097,6492,8711,148.407,0.0128394,"3/31/17","14:39:47",1.267666,"24_2_1_Acquisition_3 ul-0001.dxf"
"2512","24.2.1","3 ul","i17:0",0,"CSU CO2",0,1297.9,1306,1301.7,8.2,2.23,316,372,-26.945,0.010879,"3/31/17","14:39:47",1.076187,"24_2_1_Acquisition_3 ul-0001.dxf"
"2513","24.2.1","3 ul","17:0cy",0,"CSU CO2",0,1306,1326.3,1313.1,20.3,16.461,2051,2497,3.805,0.0112227,"3/31/17","14:39:47",1.109819,"24_2_1_Acquisition_3 ul-0001.dxf"
"2517","24.2.1","3 ul","17:0",0,"CSU CO2",0,1381.9,1417.2,1391.3,35.3,12.859,1428,1711,-11.918,0.0110469,"3/31/17","14:39:47",1.092625,"24_2_1_Acquisition_3 ul-0001.dxf"
"2525","24.2.1","3 ul","18:0",0,"CSU CO2",0,1574.4,1589.7,1580.2,15.3,13.191,1624,2291,178.054,0.0131709,"3/31/17","14:39:47",1.299966,"24_2_1_Acquisition_3 ul-0001.dxf"
"2533","24.2.1","3 ul","19:0cy",0,"CSU CO2",0,1822.9,1857.4,1847.8,34.5,74.837,6096,7201,-14.477,0.0110183,"3/31/17","14:39:47",1.089827,"24_2_1_Acquisition_3 ul-0001.dxf"
"2534","24.2.1","3 ul","19:0",0,"CSU CO2",0,1857.4,1905.2,1863.2,47.9,19.073,1734,2041,-27.553,0.0108722,"3/31/17","14:39:47",1.075522,"24_2_1_Acquisition_3 ul-0001.dxf"
"2538","24.2.1","3 ul","20:4n6",0,"CSU CO2",0,1966.1,1980.9,1970.2,14.8,0.673,67,80,-8.769,0.0110822,"3/31/17","14:39:47",1.096069,"24_2_1_Acquisition_3 ul-0001.dxf"
"2539","24.2.1","3 ul","20:5n3",0,"CSU CO2",0,1989.1,2004.3,1995.5,15.3,0.4,42,49,-20.691,0.0109489,"3/31/17","14:39:47",1.083029,"24_2_1_Acquisition_3 ul-0001.dxf"
"2570","14.10.2","3 ul","12:0",0,"CSU CO2",0,678.4,704.3,683,25.9,16.84,3281,3875,-30.854,0.0108353,"3/31/17","16:07:33",1.071911,"1410_2_Acquisition_3 ul-0001.dxf"
"2583","14.10.2","3 ul","14:0",0,"CSU CO2",0,887.2,893.1,889.1,5.9,0.407,85,103,2.982,0.0112135,"3/31/17","16:07:33",1.108919,"1410_2_Acquisition_3 ul-0001.dxf"
"2588","14.10.2","3 ul","a15:0",0,"CSU CO2",0,955.3,973.9,965.2,18.6,25.014,4001,4919,16.752,0.0113675,"3/31/17","16:07:33",1.123972,"1410_2_Acquisition_3 ul-0001.dxf"
"2592","14.10.2","3 ul","15:0",0,"CSU CO2",0,1015.5,1034.3,1020.3,18.8,2.657,299,371,13.581,0.011332,"3/31/17","16:07:33",1.120507,"1410_2_Acquisition_3 ul-0001.dxf"
"2598","14.10.2","3 ul","16:1n9/i16:0",0,"CSU CO2",0,1156,1172.9,1161.4,16.9,4.499,579,939,328.285,0.0148505,"3/31/17","16:07:33",1.463318,"1410_2_Acquisition_3 ul-0001.dxf"
"2600","14.10.2","3 ul","16:0",0,"CSU CO2",0,1184.8,1216.2,1193.6,31.3,35.449,4480,5804,94.229,0.0122337,"3/31/17","16:07:33",1.208585,"1410_2_Acquisition_3 ul-0001.dxf"
"2603","14.10.2","3 ul","i17:0",0,"CSU CO2",0,1296.4,1304,1299.4,7.5,0.623,99,116,-37.246,0.0107638,"3/31/17","16:07:33",1.064916,"1410_2_Acquisition_3 ul-0001.dxf"
"2604","14.10.2","3 ul","17:0cy",0,"CSU CO2",0,1304,1324.2,1310.6,20.3,8.711,1249,1509,-6.231,0.0111105,"3/31/17","16:07:33",1.098844,"1410_2_Acquisition_3 ul-0001.dxf"
"2607","14.10.2","3 ul","17:0",0,"CSU CO2",0,1380.7,1415.6,1389,34.9,6.824,848,1011,-21.544,0.0109393,"3/31/17","16:07:33",1.082096,"1410_2_Acquisition_3 ul-0001.dxf"
"2612","14.10.2","3 ul","18:2n9,12 and cis-18:1n9 and 183n3",0,"CSU CO2",0,1550.4,1571.9,1564.6,21.5,9.459,1150,1484,80.945,0.0120852,"3/31/17","16:07:33",1.194087,"1410_2_Acquisition_3 ul-0001.dxf"
"2613","14.10.2","3 ul","18:0",0,"CSU CO2",0,1571.9,1588.8,1577.9,16.9,10.001,1253,1612,68.893,0.0119504,"3/31/17","16:07:33",1.180931,"1410_2_Acquisition_3 ul-0001.dxf"
"2621","14.10.2","3 ul","19:0cy",0,"CSU CO2",0,1820.6,1852.6,1841.5,32,33.97,3514,4111,-30.026,0.0108445,"3/31/17","16:07:33",1.072816,"1410_2_Acquisition_3 ul-0001.dxf"
"2622","14.10.2","3 ul","19:0",0,"CSU CO2",0,1852.6,1901.7,1861.1,49.1,17.304,1747,2050,-32.858,0.0108128,"3/31/17","16:07:33",1.069717,"1410_2_Acquisition_3 ul-0001.dxf"
"2624","14.10.2","3 ul","20:4n6",0,"CSU CO2",0,1964,1979.4,1969.2,15.5,0.55,51,60,-26.782,0.0108808,"3/31/17","16:07:33",1.076366,"1410_2_Acquisition_3 ul-0001.dxf"
"2651","58.5.1","3ul","12:0",0,"CSU CO2",0,678.6,696.2,683.6,17.6,17.027,3286,3881,-31.293,0.0108303,"4/3/17","11:23:51",1.07143,"58_5_1_Acquisition_3ul-0001.dxf"
"2663","58.5.1","3ul","14:0",0,"CSU CO2",0,868.2,878.4,873.4,10.2,3.3,612,724,-26.815,0.0108804,"4/3/17","11:23:51",1.076329,"58_5_1_Acquisition_3ul-0001.dxf"
"2664","58.5.1","3ul","a15:0",0,"CSU CO2",0,878.4,888.3,882,9.8,4.016,680,841,15.313,0.0113514,"4/3/17","11:23:51",1.122399,"58_5_1_Acquisition_3ul-0001.dxf"
"2673","58.5.1","3ul","15:0",0,"CSU CO2",0,1007.8,1018,1013,10.2,4.01,664,784,-25.167,0.0108988,"4/3/17","11:23:51",1.078132,"58_5_1_Acquisition_3ul-0001.dxf"
"2681","58.5.1","3ul","16:1n9/i16:0",0,"CSU CO2",0,1158.5,1175,1164.3,16.5,9.105,1124,1429,42.92,0.0116601,"4/3/17","11:23:51",1.152567,"58_5_1_Acquisition_3ul-0001.dxf"
"2683","58.5.1","3ul","16:0",0,"CSU CO2",0,1187.7,1219.1,1199.5,31.4,90.064,9070,11811,110.384,0.0124143,"4/3/17","11:23:51",1.226209,"58_5_1_Acquisition_3ul-0001.dxf"
"2686","58.5.1","3ul","i17:0",0,"CSU CO2",0,1283.5,1299.4,1287.4,15.9,11.07,1143,1353,-26.268,0.0108865,"4/3/17","11:23:51",1.076928,"58_5_1_Acquisition_3ul-0001.dxf"
"2689","58.5.1","3ul","17:0cy",0,"CSU CO2",0,1327.4,1348.3,1333.6,20.9,11.05,1342,1634,4.247,0.0112277,"4/3/17","11:23:51",1.110302,"58_5_1_Acquisition_3ul-0001.dxf"
"2692","58.5.1","3ul","17:0",0,"CSU CO2",0,1383.2,1418.3,1392.8,35.1,15.412,1682,2012,-10.661,0.011061,"4/3/17","11:23:51",1.094,"58_5_1_Acquisition_3ul-0001.dxf"
"2700","58.5.1","3ul","18:0",0,"CSU CO2",0,1577.5,1592.8,1583.2,15.3,21.082,2477,3224,83.308,0.0121116,"4/3/17","11:23:51",1.196666,"58_5_1_Acquisition_3ul-0001.dxf"
"2709","58.5.1","3ul","19:0cy",0,"CSU CO2",0,1823.5,1860.7,1851.7,37.2,106.872,7692,9068,-16.473,0.010996,"4/3/17","11:23:51",1.087643,"58_5_1_Acquisition_3ul-0001.dxf"
"2710","58.5.1","3ul","19:0",0,"CSU CO2",0,1860.7,1906.1,1865.1,45.4,21.118,1963,2311,-28.396,0.0108627,"4/3/17","11:23:51",1.074599,"58_5_1_Acquisition_3ul-0001.dxf"
"2713","58.5.1","3ul","20:4n6",0,"CSU CO2",0,1957.7,1988.8,1971.7,31.1,1.887,123,145,-28.757,0.0108587,"4/3/17","11:23:51",1.074205,"58_5_1_Acquisition_3ul-0001.dxf"
"2714","58.5.1","3ul","20:5n3",0,"CSU CO2",0,1990.1,2005.6,1996.6,15.5,0.581,55,64,-30.051,0.0108442,"4/3/17","11:23:51",1.072789,"58_5_1_Acquisition_3ul-0001.dxf"
"2749","10.02.2","3 ul","12:0",0,"CSU CO2",0,678.6,698.3,683.6,19.6,17.417,3416,4031,-31.144,0.010832,"4/3/17","12:52:10",1.071593,"10_02_2_Acquisition_3 ul-0001.dxf"
