Core_ID,Clean_Core_ID,Mesh_Type,Label_Type,Core_Depth_cm,d13_day1,atom_percent_day1,ppmv_day1,d13_day2,atom_percent_day2,ppmv_day2,d13_day3,atom_percent_day3,ppmv_day3,d13_day4,atom_percent_day4,ppmv_day4,d13_day5,atom_percent_day5,ppmv_day5,d13_day6,atom_percent_day6,ppmv_day6,d13_day7,atom_percent_day7,ppmv_day7,d13_day9,atom_percent_day9,ppmv_day9,Core_Volume_m3,Gas_Moles,C13_ug_D1,C13_ug_D2,C13_ug_D3,C13_ug_D4,C13_ug_D5,C13_ug_D6,C13_ug_D7,C13_ug_D9,Total_13C_ug,PeakDay_13C_CO2_ug
3.7.3,03.07.3,3,leaf,6,30.85,1.139389,686.7737369,NA,NA,NA,NA,NA,NA,-14.87,1.089408,1093.1,NA,NA,NA,-13.53392084,1.090867507,871.946951,-12.46907159,1.092032194,923.3208687,-13.67,1.090718,1085.4,0.00011781,1.64E-05,0.001124417,NA,NA,0.001789673,NA,0.001427591,0.001511703,0.001777066,2.075681369,0.255897536
46.3.1,46.03.1,1,leaf,4,44.81,1.154644,878.2512198,NA,NA,NA,NA,NA,NA,3.11,1.109072,830,NA,NA,NA,-6.307254165,1.098771191,781.5335546,-6.888592098,1.098135438,788.6209625,1.31,1.107103,949,7.85E-05,1.09E-05,0.000958609,NA,NA,0.000905942,NA,0.000853042,0.000860777,0.001035831,1.197353907,0.149159611
46.3.2,46.03.2,2,leaf,5,13.26,1.120165,1042.632094,NA,NA,NA,NA,NA,NA,-3.16,1.102209,947.2,NA,NA,NA,-8.413194522,1.09646809,945.0138187,-10.05147374,1.094676359,958.6404371,-6.22,1.09887,1044.8,9.82E-05,1.36E-05,0.001422537,NA,NA,0.001292332,NA,0.00128935,0.001307941,0.001425495,1.733351803,0.205271287
46.3.3,46.03.3,3,leaf,5,-6.7,1.098345,660.7343655,NA,NA,NA,NA,NA,NA,-11.3,1.093307,695.3,NA,NA,NA,-11.64918439,1.092928934,629.9570032,-12.38168906,1.092127768,690.6502749,-11.43,1.093173,647.5,9.82E-05,1.36E-05,0.000901487,NA,NA,0.000948647,NA,0.000859495,0.000942303,0.00088343,1.177284005,0.127213972
5.3.1,05.03.1,1,leaf,7,200.62,1.324548,663.9843923,NA,NA,NA,NA,NA,NA,138.55,1.256929,709.2,NA,NA,NA,-1.674527384,1.103837262,740.8494841,62.44855804,1.173905137,622.0081424,-3.39,1.101961,895.4,0.000137445,1.91E-05,0.00126829,NA,NA,0.001354657,NA,0.001415111,0.00118811,0.001710321,1.839057859,0.246286251
5.3.2,05.03.2,2,leaf,6,38.61,1.147872,675.3399076,NA,NA,NA,NA,NA,NA,17.91,1.12525,700.6,NA,NA,NA,5.432941034,1.111608553,719.9396731,6.049082762,1.112282183,658.6590472,-2.96,1.102436,785.6,0.00011781,1.64E-05,0.001105697,NA,NA,0.001147054,NA,0.001178718,0.001078387,0.00128622,1.519937603,0.185215685
5.3.3,05.03.3,3,leaf,6,25.02,1.133023,622.2430841,NA,NA,NA,NA,NA,NA,12.41,1.119238,627.8,NA,NA,NA,-10.43129137,1.094260956,633.7552273,-1.07099087,1.104497215,622.4780258,-7.67,1.097278,655.8,0.00011781,1.64E-05,0.001018765,NA,NA,0.001027863,NA,0.001037613,0.001019149,0.001073706,1.345556013,0.154613603
5.9.1,05.09.1,1,leaf,7,0.74,1.106475,754.9459859,NA,NA,NA,NA,NA,NA,-1.38,1.104162,861.5,NA,NA,NA,-7.689787705,1.097259235,908.7936404,17.42775548,1.124720887,864.7420723,16.35,1.123541,937.6,0.000137445,1.91E-05,0.001442037,NA,NA,0.001645568,NA,0.001735905,0.001651761,0.001790928,2.172120222,0.257893666
5.9.2,05.09.2,2,leaf,5.5,3.45,1.109438,722.7981304,NA,NA,NA,NA,NA,NA,1.03,1.106797,762.9,NA,NA,NA,-3.781546759,1.101533217,813.5639393,3.784967534,1.109806771,742.9248024,-0.54,1.105075,844.2,0.000107992,1.50E-05,0.001084781,NA,NA,0.001144967,NA,0.001221004,0.001114988,0.001266982,1.527932324,0.182445466
5.9.3,05.09.3,3,leaf,7,-8.51,1.096365,649.1830654,NA,NA,NA,NA,NA,NA,-10.51,1.094173,634.6,NA,NA,NA,-12.89524917,1.091566063,784.6661106,-5.518894885,1.09963333,714.6534849,-9.07,1.095753,745.8,0.000137445,1.91E-05,0.001240017,NA,NA,0.001212162,NA,0.001498806,0.001365074,0.001424567,1.740718644,0.205137688
58.5.1,58.05.1,1,leaf,8.5,142.16,1.260864,732.9397803,NA,NA,NA,NA,NA,NA,-13.01,1.091444,1109.7,NA,NA,NA,-11.62481629,1.092955586,947.1674509,80.07407939,1.19314731,782.5124783,76.16,1.18888,1103.3,0.000166897,2.32E-05,0.001700003,NA,NA,0.002573873,NA,0.00219689,0.001814984,0.002559028,2.987775484,0.368500075
58.5.2,58.05.2,2,leaf,7,6.76,1.113062,1474.337462,NA,NA,NA,NA,NA,NA,-15.58,1.088634,1441.2,NA,NA,NA,-15.80002138,1.088388851,1274.989432,-6.433964022,1.098632622,1233.287281,-8.58,1.096289,1661.3,0.000137445,1.91E-05,0.002816161,NA,NA,0.002752865,NA,0.002435382,0.002355726,0.003173282,3.549284574,0.456952589
58.5.3,58.05.3,3,leaf,3,8.55,1.115019,1529.979487,NA,NA,NA,NA,NA,NA,-12.65,1.091833,1749.9,NA,NA,NA,-10.2498707,1.094459374,1380.125841,-5.383865918,1.099780994,1200.591228,0.05,1.105722,1447.1,5.89E-05,8.19E-06,0.001252476,NA,NA,0.001432508,NA,0.001129802,0.000982831,0.001184629,1.60728389,0.170586569
6.6.1,06.06.1,1,leaf,4,61.46,1.172821,1318.962686,NA,NA,NA,NA,NA,NA,-0.22,1.105427,1257.2,NA,NA,NA,-8.614823794,1.096247578,1435.415454,-12.162385,1.09236763,1453.036081,7.54,1.113911,1516,7.85E-05,1.09E-05,0.001439644,NA,NA,0.00137223,NA,0.001566752,0.001585984,0.001654709,1.956274608,0.238278156
6.6.2,06.06.2,2,leaf,5,12.17,1.118974,714.4577002,NA,NA,NA,NA,NA,NA,1.39,1.107191,729.7,NA,NA,NA,-4.049557344,1.101240137,920.6190392,-4.099303198,1.101185738,710.3853774,-2.77,1.102644,985.1,9.82E-05,1.36E-05,0.000974786,NA,NA,0.000995582,NA,0.001256066,0.000969229,0.001344042,1.458860592,0.193542061
6.6.3,06.06.3,3,leaf,6,-8.57,1.096297,657.1319261,NA,NA,NA,NA,NA,NA,-11.21,1.093406,670.2,NA,NA,NA,-13.09632103,1.091346139,803.6572311,-12.27006634,1.092249855,637.0052541,-12.59,1.091905,709.1,0.00011781,1.64E-05,0.001075886,NA,NA,0.001097282,NA,0.001315784,0.001042934,0.001160971,1.492441311,0.167179789
63.4.1,63.04.1,1,leaf,6.5,-11.39,1.093216,545.6912479,NA,NA,NA,NA,NA,NA,87.82,1.201605,1052.1,NA,NA,NA,-11.6357483,1.092943629,1128.346656,22.58881665,1.130361719,1068.123268,1.79,1.107626,1001.2,0.000127627,1.77E-05,0.000967883,NA,NA,0.001866091,NA,0.002001329,0.001894512,0.001775811,2.306152608,0.255716784
63.4.2,63.04.2,2,leaf,5,0.8,1.106539,921.0106086,NA,NA,NA,NA,NA,NA,17.4,1.124687,702.6,NA,NA,NA,-0.49622354,1.105125701,789.6390432,3.514314351,1.109510851,726.8312962,-0.94,1.104645,721.6,9.82E-05,1.36E-05,0.0012566,NA,NA,0.000958607,NA,0.001077361,0.000991668,0.00098453,1.331693543,0.141772359
63.4.3,63.04.3,3,leaf,3.5,-5.67,1.099467,617.0743668,NA,NA,NA,NA,NA,NA,8.61,1.115078,602.4,NA,NA,NA,-9.484804181,1.095296114,655.1740787,-2.809674788,1.102595981,595.1856321,-7.53,1.097435,668.6,6.87E-05,9.55E-06,0.000589343,NA,NA,0.000575328,NA,0.00062573,0.000568438,0.000638553,0.779375804,0.091951635
