Identifier 1,Identifier 2,Compounds Result Name,Is Ref _,Ref  Name,Sample Dilution,Start,End,Rt,Width,Area All,Ampl  44,Ampl  45,d 13C/12C,R 13C/12C,Date,Time,AT% 13C/12C,FileHeader: Filename,dry_soil_weight_g
17.06.1,3 ul,,0,CSU CO2,0,945.9,955.8,952.2,9.8,1.166,181,214,-24.293,0.0109086,3/31/17,11:21:32,1.079089,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,a15:0,0,CSU CO2,0,955.8,976.7,967.9,20.9,59.17,6970,8434,-6.058,0.0111125,3/31/17,11:21:32,1.099034,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,976.7,995,980.8,18.4,14.067,1983,2503,36.14,0.0115843,3/31/17,11:21:32,1.145159,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,995,1009.1,1002.2,14,3.784,439,519,-21.457,0.0109403,3/31/17,11:21:32,1.082191,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,15:01,0,CSU CO2,0,1009.1,1017.6,1013.4,8.6,2.164,329,389,-26.517,0.0108837,3/31/17,11:21:32,1.076655,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,15:00,0,CSU CO2,0,1017.6,1038.7,1022.6,21.1,6.329,673,811,-14.059,0.011023,3/31/17,11:21:32,1.090283,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1039.4,1049,1044.2,9.6,0.674,93,110,-32.555,0.0108162,3/31/17,11:21:32,1.070049,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1049,1063.2,1053.2,14.2,0.758,94,110,-39.712,0.0107362,3/31/17,11:21:32,1.062217,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,2OH 14:0,0,CSU CO2,0,1063.2,1076.6,1069,13.4,0.596,85,100,-38.083,0.0107544,3/31/17,11:21:32,1.064,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1076.6,1110,1094.3,33.4,3.259,208,246,-23.469,0.0109178,3/31/17,11:21:32,1.07999,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,3OH 14:0,0,CSU CO2,0,1110,1146.4,1125.9,36.4,31.569,2897,3526,-6.284,0.0111099,3/31/17,11:21:32,1.098787,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1150.1,1158.7,1156,8.6,1.167,157,194,29.096,0.0115055,3/31/17,11:21:32,1.137463,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,16:1n9/i16:0,0,CSU CO2,0,1158.7,1175.4,1164.8,16.7,6.519,794,1178,224.815,0.0136937,3/31/17,11:21:32,1.350869,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,16:1w5,0,CSU CO2,0,1175.4,1187.1,1182.1,11.7,7.486,1069,1293,3.69,0.0112215,3/31/17,11:21:32,1.109693,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,16:00,0,CSU CO2,0,1187.1,1219.5,1197.4,32.4,54.889,6010,7493,43.064,0.0116617,3/31/17,11:21:32,1.152724,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1219.5,1240.6,1224.7,21.1,2.235,190,226,-7.436,0.0110971,3/31/17,11:21:32,1.097527,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1240.6,1260.9,1248.8,20.3,1.215,116,137,-24.782,0.0109031,3/31/17,11:21:32,1.078553,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1261.5,1283.5,1274.1,21.9,21.313,2375,2825,-21.275,0.0109423,3/31/17,11:21:32,1.08239,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1283.5,1297.3,1287.6,13.8,7.614,791,937,-25.212,0.0108983,3/31/17,11:21:32,1.078083,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,i17:0,0,CSU CO2,0,1297.3,1309.2,1305,11.9,8.418,1129,1325,-28.409,0.0108626,3/31/17,11:21:32,1.074586,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,17:0cy,0,CSU CO2,0,1309.2,1327.6,1314.8,18.4,15.368,1827,2192,-10.868,0.0110587,3/31/17,11:21:32,1.093774,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1327.6,1349.1,1334,21.5,6.978,796,968,1.786,0.0112002,3/31/17,11:21:32,1.107612,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,17:01,0,CSU CO2,0,1349.1,1363.5,1353.5,14.4,0.821,94,117,33.476,0.0115545,3/31/17,11:21:32,1.142249,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1364.1,1384,1372.7,19.9,3.74,409,519,47.133,0.0117072,3/31/17,11:21:32,1.157169,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,17:00,0,CSU CO2,0,1384,1425.4,1393.6,41.4,11.339,1197,1415,-25.661,0.0108933,3/31/17,11:21:32,1.077592,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1425.4,1434.8,1430.8,9.4,0.225,39,44,-78.702,0.0103003,3/31/17,11:21:32,1.019528,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1434.8,1447.3,1441.1,12.5,0.508,54,62,-63.343,0.010472,3/31/17,11:21:32,1.036349,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1448,1458.4,1451.5,10.4,0.243,38,42,-111.959,0.0099285,3/31/17,11:21:32,0.983087,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,2OH 16:0,0,CSU CO2,0,1458.4,1483.9,1476,25.5,3.395,371,437,-20.772,0.010948,3/31/17,11:21:32,1.08294,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1483.9,1497.5,1492.3,13.6,5.428,647,761,-32.411,0.0108178,3/31/17,11:21:32,1.070207,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1497.5,1507.9,1498.9,10.5,2.895,438,515,-28.784,0.0108584,3/31/17,11:21:32,1.074175,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1507.9,1525.3,1516.5,17.3,4.87,532,622,-39.381,0.0107399,3/31/17,11:21:32,1.062579,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,18:3n6,0,CSU CO2,0,1525.3,1543.7,1528.2,18.4,1.02,119,144,-16.051,0.0110007,3/31/17,11:21:32,1.088104,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,trans-18:1n9,0,CSU CO2,0,1552.7,1575.9,1569,23.2,17.328,1817,2249,36.715,0.0115907,3/31/17,11:21:32,1.145788,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,18:00,0,CSU CO2,0,1575.9,1591.3,1581.5,15.5,12.751,1465,1835,37.047,0.0115944,3/31/17,11:21:32,1.14615,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1591.3,1600.1,1595.3,8.8,2.533,331,397,-12.704,0.0110382,3/31/17,11:21:32,1.091766,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1600.1,1608.5,1602.4,8.4,1.851,251,300,-15.95,0.0110019,3/31/17,11:21:32,1.088215,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1608.5,1641.3,1619.3,32.8,22.141,1778,2216,22.954,0.0114368,3/31/17,11:21:32,1.130751,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1642.3,1652.4,1645.2,10,1.225,127,152,-21.234,0.0109428,3/31/17,11:21:32,1.082435,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1653.2,1664.1,1655.5,10.9,0.923,111,132,-24.294,0.0109086,3/31/17,11:21:32,1.079087,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1664.1,1674.9,1668.7,10.9,0.587,61,72,-28.406,0.0108626,3/31/17,11:21:32,1.074588,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1676.4,1691.9,1681.4,15.5,0.539,57,67,-38.103,0.0107542,3/31/17,11:21:32,1.063978,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1692.7,1727.6,1707.1,34.9,14.677,1172,1385,-26.177,0.0108875,3/31/17,11:21:32,1.077028,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1728.2,1739.9,1734.9,11.7,0.764,72,85,-28.763,0.0108586,3/31/17,11:21:32,1.074198,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1739.9,1760.8,1750.2,20.9,4.065,402,473,-29.988,0.0108449,3/31/17,11:21:32,1.072858,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1761.9,1780.3,1764.4,18.4,0.734,84,99,-25.094,0.0108996,3/31/17,11:21:32,1.078212,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1797.6,1824.2,1817.7,26.5,0.992,50,58,-31.644,0.0108264,3/31/17,11:21:32,1.071046,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,19:0cy,0,CSU CO2,0,1825,1858,1848.4,33,74.813,5873,6850,-32.34,0.0108186,3/31/17,11:21:32,1.070284,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,19:00,0,CSU CO2,0,1858,1882.7,1864.3,24.7,17.07,1696,1992,-32.913,0.0108122,3/31/17,11:21:32,1.069657,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1883.9,1893.3,1885,9.4,0.762,101,119,-35.181,0.0107869,3/31/17,11:21:32,1.067176,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1895.6,1907.1,1899,11.5,0.584,61,72,-28.569,0.0108608,3/31/17,11:21:32,1.074411,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1909.2,1918.6,1912.6,9.4,0.299,36,43,-7.291,0.0110987,3/31/17,11:21:32,1.097685,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1920.5,1937.6,1926.4,17.1,0.417,45,53,-22.303,0.0109308,3/31/17,11:21:32,1.081266,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,1940.1,1956.2,1948.5,16.1,0.77,90,106,-34.709,0.0107921,3/31/17,11:21:32,1.067692,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,20:4n6,0,CSU CO2,0,1956.2,1980.5,1971.5,24.2,1.807,122,146,-24.224,0.0109094,3/31/17,11:21:32,1.079165,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,20:5n3,0,CSU CO2,0,1987.6,2024.6,1997.8,37,2.632,205,241,-30.103,0.0108436,3/31/17,11:21:32,1.072732,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2031.1,2045.9,2040,14.8,0.464,53,63,-22.977,0.0109233,3/31/17,11:21:32,1.080529,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,20:02,0,CSU CO2,0,2045.9,2066.8,2058,20.9,0.911,59,71,-8.879,0.0110809,3/31/17,11:21:32,1.095949,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,20:01,0,CSU CO2,0,2068.5,2100.7,2083.3,32.2,1.228,62,73,-28.172,0.0108652,3/31/17,11:21:32,1.074845,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,20:00,0,CSU CO2,0,2101.9,2133.7,2116.8,31.8,1.252,101,127,29.846,0.0115139,3/31/17,11:21:32,1.138283,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2162.5,2204.5,2185.3,42,2.962,301,436,780.095,0.0199018,3/31/17,11:21:32,1.951347,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2217.1,2235.3,2226.7,18.2,1.329,185,221,-0.975,0.0111693,3/31/17,11:21:32,1.104592,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2251.3,2267.6,2260.8,16.3,3.327,454,526,-77.915,0.0103091,3/31/17,11:21:32,1.020391,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2267.6,2277.3,2272.2,9.6,1.996,238,285,-18.774,0.0109703,3/31/17,11:21:32,1.085126,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2277.3,2286.7,2281.4,9.4,1.612,187,222,-27.137,0.0108768,3/31/17,11:21:32,1.075977,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,21:00,0,CSU CO2,0,2286.7,2294.4,2286.7,7.7,0.898,143,169,-29.374,0.0108518,3/31/17,11:21:32,1.073529,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2294.4,2307.8,2303.2,13.4,1.281,111,130,-35.703,0.010781,3/31/17,11:21:32,1.066605,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2309.9,2322.4,2315.9,12.5,1.141,104,122,-34.94,0.0107896,3/31/17,11:21:32,1.067439,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,22:6n3,0,CSU CO2,0,2323.2,2340.2,2336.2,16.9,1.681,113,133,-38.374,0.0107512,3/31/17,11:21:32,1.063682,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2340.2,2357.3,2344.1,17.1,1.254,125,147,-32.984,0.0108114,3/31/17,11:21:32,1.069579,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,22:2 and 22:1n9,0,CSU CO2,0,2358.4,2384.3,2375.3,25.9,1.759,118,139,-36.265,0.0107748,3/31/17,11:21:32,1.06599,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,22:00,0,CSU CO2,0,2384.3,2396,2387.8,11.7,1.203,175,210,-14.852,0.0110141,3/31/17,11:21:32,1.089416,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2396.8,2403.9,2399.7,7.1,0.342,53,63,-37.954,0.0107559,3/31/17,11:21:32,1.064141,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2404.5,2419.4,2411.2,14.8,1.721,269,316,-31.866,0.0108239,3/31/17,11:21:32,1.070803,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2419.4,2428.2,2422.3,8.8,0.237,33,39,-35.984,0.0107779,3/31/17,11:21:32,1.066296,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2428.2,2439.7,2433.6,11.5,0.501,73,85,-37.114,0.0107653,3/31/17,11:21:32,1.06506,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,23:00,0,CSU CO2,0,2453.2,2478.9,2467.5,25.7,1.835,127,149,-26.649,0.0108823,3/31/17,11:21:32,1.076511,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2504.9,2520.7,2515.9,15.9,0.557,62,74,-21.145,0.0109438,3/31/17,11:21:32,1.082532,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2520.7,2533.5,2528.1,12.7,1.301,126,148,-25.686,0.010893,3/31/17,11:21:32,1.077564,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,24:01:00,0,CSU CO2,0,2533.5,2549.2,2538.3,15.7,1.699,131,156,-19.157,0.010966,3/31/17,11:21:32,1.084707,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,24:00:00,0,CSU CO2,0,2549.2,2561.5,2553.4,12.3,1.102,155,185,-18.368,0.0109748,3/31/17,11:21:32,1.085571,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2587.8,2605.4,2591.8,17.6,0.371,42,50,-20.752,0.0109482,3/31/17,11:21:32,1.082963,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2608.7,2621.9,2614.2,13.2,0.217,30,36,-29.378,0.0108517,3/31/17,11:21:32,1.073525,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2630.3,2647.6,2636.3,17.3,0.261,33,39,-37.99,0.0107555,3/31/17,11:21:32,1.064102,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2666.8,2675.4,2671.6,8.6,0.355,49,58,-31.086,0.0108327,3/31/17,11:21:32,1.071656,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2708.8,2733.9,2720.1,25.1,0.659,61,72,-25.554,0.0108945,3/31/17,11:21:32,1.077709,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2736.6,2755.7,2749,19,0.519,47,55,-30.23,0.0108422,3/31/17,11:21:32,1.072593,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2756.7,2777,2762.4,20.3,0.547,48,56,-30.11,0.0108436,3/31/17,11:21:32,1.072724,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2784.1,2806.7,2806.7,22.6,1.281,67,79,-34.181,0.0107981,3/31/17,11:21:32,1.06827,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2821.5,2844.5,2844.5,23,3.748,189,223,-28.157,0.0108654,3/31/17,11:21:32,1.074862,1706_1_Acquisition_3 ul-0001.dxf,
17.06.1,3 ul,,0,CSU CO2,0,2879,2905.3,2902.8,26.3,7.642,389,461,-27.886,0.0108684,3/31/17,11:21:32,1.075158,1706_1_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,10:00,0,CSU CO2,0,573.5,602.8,592.7,29.3,0.682,85,103,18.875,0.0113912,3/29/17,14:11:18,1.126293,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,11:00,0,CSU CO2,0,617.4,632.9,621.1,15.5,0.32,49,57,-134.141,0.0096805,3/29/17,14:11:18,0.958766,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,637.5,650.6,642.7,13.2,1.479,301,369,106.138,0.0123668,3/29/17,14:11:18,1.221577,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,650.6,673,655.6,22.4,4.72,642,760,-28.276,0.0108641,3/29/17,14:11:18,1.074731,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,12:00,0,CSU CO2,0,678.6,697.9,683.4,19.2,17.298,3297,3892,-30.7,0.010837,3/29/17,14:11:18,1.072079,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,697.9,705.4,700.6,7.5,0.503,97,115,-30.162,0.010843,3/29/17,14:11:18,1.072668,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,705.4,713.3,708.3,7.9,0.212,46,54,-26.371,0.0108854,3/29/17,14:11:18,1.076815,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,724.2,743,733,18.8,5.131,948,1130,8.659,0.011277,3/29/17,14:11:18,1.115126,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,756.8,766,762.8,9.2,0.201,45,54,-1.294,0.0111657,3/29/17,14:11:18,1.104243,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,13:00,0,CSU CO2,0,766,782.1,772.7,16.1,3.684,501,590,-30.299,0.0108415,3/29/17,14:11:18,1.072517,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,782.1,789.4,785.6,7.3,0.951,171,202,-29.503,0.0108503,3/29/17,14:11:18,1.073388,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,789.4,795.2,792.3,5.9,0.571,119,140,-33.078,0.0108104,3/29/17,14:11:18,1.069476,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,2OH 12:0,0,CSU CO2,0,795.2,804.4,801.1,9.2,1.208,162,191,-29.913,0.0108458,3/29/17,14:11:18,1.072939,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,804.4,810.5,806.1,6.1,0.605,124,146,-29.143,0.0108544,3/29/17,14:11:18,1.073782,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,810.5,821.4,813.6,10.9,0.563,99,117,-30.159,0.010843,3/29/17,14:11:18,1.07267,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,3OH 13:0,0,CSU CO2,0,821.4,841,833.7,19.6,15.349,2031,2401,-23.386,0.0109187,3/29/17,14:11:18,1.080081,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,841,868,846.5,27,29.798,4814,5691,-28.765,0.0108586,3/29/17,14:11:18,1.074195,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,868,877,873.2,9,1.421,273,319,-49.587,0.0106258,3/29/17,14:11:18,1.051408,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,14:01,0,CSU CO2,0,877,887.4,881.6,10.5,3.915,590,713,-9.521,0.0110737,3/29/17,14:11:18,1.095246,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,14:00,0,CSU CO2,0,887.4,894.5,889.9,7.1,1.459,267,317,-24.541,0.0109058,3/29/17,14:11:18,1.078818,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,894.5,904.3,898.9,9.8,1.186,180,212,-28.492,0.0108617,3/29/17,14:11:18,1.074494,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,904.3,912.3,907.9,7.9,0.509,100,118,-32.541,0.0108164,3/29/17,14:11:18,1.070065,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,912.3,924.4,919.2,12.1,0.946,128,151,-29.21,0.0108536,3/29/17,14:11:18,1.073709,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,924.4,931.5,928.2,7.1,0.276,64,75,-33.199,0.010809,3/29/17,14:11:18,1.069344,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,931.5,944.9,938.2,13.4,1.17,148,176,-18.835,0.0109696,3/29/17,14:11:18,1.085059,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,944.9,954.7,951,9.8,1.128,178,211,-23.431,0.0109182,3/29/17,14:11:18,1.080031,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,a15:0,0,CSU CO2,0,954.7,975.6,966.8,20.9,61.452,7350,8805,-15.378,0.0110083,3/29/17,14:11:18,1.088841,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,975.6,993.8,979.8,18.2,14.832,2107,2564,-0.583,0.0111737,3/29/17,14:11:18,1.105021,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,993.8,1007.8,1000.7,14,4.263,500,592,-24.888,0.0109019,3/29/17,14:11:18,1.078437,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,15:01,0,CSU CO2,0,1007.8,1016.6,1012,8.8,2.432,371,440,-26.131,0.010888,3/29/17,14:11:18,1.077077,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,15:00,0,CSU CO2,0,1016.6,1037.1,1021.6,20.5,6.829,741,885,-22.47,0.010929,3/29/17,14:11:18,1.081083,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1037.7,1047.3,1042.7,9.6,0.796,107,126,-29.07,0.0108552,3/29/17,14:11:18,1.073862,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1047.3,1062.1,1051.7,14.8,0.985,120,141,-31.945,0.0108231,3/29/17,14:11:18,1.070717,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,2OH 14:0,0,CSU CO2,0,1062.1,1074.9,1067.4,12.7,0.698,105,124,-30.644,0.0108376,3/29/17,14:11:18,1.07214,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1074.9,1082.2,1079.9,7.3,0.29,65,76,-32.466,0.0108172,3/29/17,14:11:18,1.070146,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1082.2,1104.1,1092.7,21.9,3.102,223,264,-28.312,0.0108637,3/29/17,14:11:18,1.074692,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1104.1,1108.5,1105.6,4.4,0.171,43,50,-32.766,0.0108139,3/29/17,14:11:18,1.069818,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1108.5,1119.4,1117.3,10.9,8.074,1592,1877,-23.836,0.0109137,3/29/17,14:11:18,1.079589,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,3OH 14:0,0,CSU CO2,0,1119.4,1144.1,1124.2,24.7,25.106,2983,3567,-16.616,0.0109944,3/29/17,14:11:18,1.087487,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1144.1,1157.2,1154.3,13.2,1.879,187,226,-6.407,0.0111086,3/29/17,14:11:18,1.098653,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,16:1n9/i16:0,0,CSU CO2,0,1157.2,1173.5,1163.1,16.3,7.19,923,1167,39.093,0.0116173,3/29/17,14:11:18,1.148386,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,16:1w5,0,CSU CO2,0,1173.5,1185.7,1180.4,12.1,8.661,1244,1502,-7.208,0.0110996,3/29/17,14:11:18,1.097777,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,16:00,0,CSU CO2,0,1185.7,1217.8,1195.7,32.2,59.52,6596,7917,-5.43,0.0111195,3/29/17,14:11:18,1.099721,17_06_2_Acquisition_3 ul-0001.dxf,
17.06.2,3 ul,,0,CSU CO2,0,1217.8,1238.7,1222.9,20.9,2.388,221,262,-24.76,0.0109034,3/29/17,14:11:18,1.078578,17_06_2_Acquisition_3 ul-0001.dxf,
