Identifier 1,Identifier 2,Compounds Result Name,Is Ref _,Ref  Name,Sample Dilution,Start,End,Rt,Width,Area All,Ampl  44,Ampl  45,d 13C/12C,R 13C/12C,Date,Time,AT% 13C/12C,FileHeader: Filename,dry_soil_weight_g
01.05.1,3 ul,,0,CSU CO2,0,586.7,602.8,593.6,16.1,0.546,42,50,-17.067,0.0109894,4/6/17,12:10:08,1.086993,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,11:00,0,CSU CO2,0,617.6,627,620.9,9.4,0.433,87,101,-44.446,0.0106833,4/6/17,12:10:08,1.057036,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,637.7,651.5,642.7,13.8,1.609,317,378,-4.963,0.0111247,4/6/17,12:10:08,1.100231,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,651.5,678.6,656.3,27.2,6.209,685,810,-31.891,0.0108237,4/6/17,12:10:08,1.070776,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,12:00,0,CSU CO2,0,678.6,713.3,683.4,34.7,17.873,3318,3917,-31.002,0.0108336,4/6/17,12:10:08,1.071749,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,714.6,724.4,720,9.8,0.233,31,41,81.354,0.0120898,4/6/17,12:10:08,1.194534,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,725.2,741.3,732.8,16.1,0.718,90,107,-15.869,0.0110028,4/6/17,12:10:08,1.088303,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,749.1,759.7,753,10.7,0.227,42,50,-37.264,0.0107636,4/6/17,12:10:08,1.064896,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,13:00,0,CSU CO2,0,767,782.3,773.3,15.3,0.925,123,145,-26.494,0.010884,4/6/17,12:10:08,1.07668,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,782.7,789.6,785.2,6.9,0.312,59,71,-6.294,0.0111098,4/6/17,12:10:08,1.098776,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,2OH 12:0,0,CSU CO2,0,794.8,804.9,803,10,0.598,95,112,-20.891,0.0109466,4/6/17,12:10:08,1.08281,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,804.9,817,806.9,12.1,0.609,102,120,-18.816,0.0109698,4/6/17,12:10:08,1.08508,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,821.2,830.4,826,9.2,0.535,95,113,-25.548,0.0108946,4/6/17,12:10:08,1.077715,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,3OH 13:0,0,CSU CO2,0,830.4,840.8,837.3,10.5,1.102,162,204,22.974,0.0114371,4/6/17,12:10:08,1.130773,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,840.8,869.2,847.3,28.4,42.298,6851,8064,-30.414,0.0108402,4/6/17,12:10:08,1.072392,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,14:01,0,CSU CO2,0,869.2,877.6,873.2,8.4,0.888,145,173,-22.165,0.0109324,4/6/17,12:10:08,1.081417,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,14:00,0,CSU CO2,0,877.6,887.8,881.4,10.2,1.598,254,344,107.832,0.0123858,4/6/17,12:10:08,1.223426,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,887.8,893.9,889.9,6.1,0.415,84,103,23.429,0.0114421,4/6/17,12:10:08,1.13127,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,893.9,905.2,897,11.3,0.47,73,87,-10.468,0.0110632,4/6/17,12:10:08,1.094211,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,911.4,918.1,915.8,6.7,0.214,50,59,-29.736,0.0108478,4/6/17,12:10:08,1.073134,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,930.3,943,935.7,12.7,0.342,39,49,110.688,0.0124177,4/6/17,12:10:08,1.22654,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,a15:0,0,CSU CO2,0,943.6,974.6,966,30.9,27.59,4111,5173,37.836,0.0116032,4/6/17,12:10:08,1.147012,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,974.6,992.5,978.5,18,8.094,1232,1562,46.686,0.0117022,4/6/17,12:10:08,1.15668,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,992.5,1008,1000.3,15.5,5.236,645,762,-20.912,0.0109464,4/6/17,12:10:08,1.082787,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,15:01,0,CSU CO2,0,1008,1016.8,1011.4,8.8,1.487,224,265,-20.316,0.0109531,4/6/17,12:10:08,1.08344,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,15:00,0,CSU CO2,0,1016.8,1035.6,1021.2,18.8,2.95,309,411,72.745,0.0119935,4/6/17,12:10:08,1.185137,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1035.6,1040,1037.1,4.4,0.159,38,46,0.314,0.0111837,4/6/17,12:10:08,1.106002,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1040,1048.6,1043.1,8.6,0.262,39,49,135.478,0.0126949,4/6/17,12:10:08,1.253574,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1081.4,1102.7,1096.2,21.3,0.685,55,72,19.889,0.0114026,4/6/17,12:10:08,1.127401,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,3OH 14:0,0,CSU CO2,0,1109.2,1146.2,1123,37,12.989,1748,2227,45.739,0.0116916,4/6/17,12:10:08,1.155646,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1146.2,1156.8,1153.5,10.7,0.799,103,126,16.35,0.011363,4/6/17,12:10:08,1.123533,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,16:1n9/i16:0,0,CSU CO2,0,1156.8,1172.9,1162.2,16.1,4.342,578,924,313.808,0.0146886,4/6/17,12:10:08,1.447601,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,16:1w5,0,CSU CO2,0,1172.9,1185.7,1179.4,12.7,5.795,839,1028,76.551,0.0120361,4/6/17,12:10:08,1.189291,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,16:00,0,CSU CO2,0,1185.7,1215.5,1194.6,29.9,39.344,4878,7542,361.223,0.0152187,4/6/17,12:10:08,1.499061,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1215.5,1232.7,1221.6,17.1,2.29,282,342,41.464,0.0116438,4/6/17,12:10:08,1.150976,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1232.7,1239.8,1236,7.1,0.258,39,50,66.243,0.0119208,4/6/17,12:10:08,1.178038,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1240.8,1258.4,1245,17.6,0.458,42,50,-30.877,0.010835,4/6/17,12:10:08,1.071886,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1259,1280.5,1270.9,21.5,15.225,1817,2227,4.817,0.0112341,4/6/17,12:10:08,1.110925,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1280.5,1290.6,1284.9,10,5.399,747,887,-25.616,0.0108938,4/6/17,12:10:08,1.077642,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,i17:0,0,CSU CO2,0,1290.6,1305.4,1298.9,14.8,5.433,438,511,-37.937,0.0107561,4/6/17,12:10:08,1.06416,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,17:0cy,0,CSU CO2,0,1305.4,1325.3,1311.7,19.9,10.32,1426,1788,31.745,0.0115351,4/6/17,12:10:08,1.140358,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1325.3,1346.8,1331.1,21.5,4.426,601,744,7.02,0.0112587,4/6/17,12:10:08,1.113334,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,17:01,0,CSU CO2,0,1346.8,1361.2,1352,14.4,0.298,46,61,141.494,0.0127621,4/6/17,12:10:08,1.260131,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1362.1,1381.9,1370.2,19.9,3.017,408,579,203.299,0.0134531,4/6/17,12:10:08,1.327454,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,17:00,0,CSU CO2,0,1381.9,1403,1391.7,21.1,8.088,1010,1242,16.366,0.0113632,4/6/17,12:10:08,1.12355,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1403,1417.6,1405.9,14.6,0.791,99,116,-25.16,0.0108989,4/6/17,12:10:08,1.07814,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,2OH 16:0,0,CSU CO2,0,1456.7,1482.4,1471.2,25.7,5.429,517,622,-7.613,0.0110951,4/6/17,12:10:08,1.097334,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1482.4,1509.4,1492.5,27,11.3,1071,1260,-30.339,0.010841,4/6/17,12:10:08,1.072473,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,18:3n6,0,CSU CO2,0,1519.8,1537.2,1525.9,17.3,0.652,75,99,69.992,0.0119627,4/6/17,12:10:08,1.18213,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,"18:2n9,12 and cis-18:1n9 and 183n3",0,CSU CO2,0,1543,1572.9,1565.6,29.9,11.158,1315,1752,271.615,0.0142169,4/6/17,12:10:08,1.401763,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,18:00,0,CSU CO2,0,1572.9,1589.4,1579,16.5,10.743,1393,2259,375.38,0.015377,4/6/17,12:10:08,1.514415,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1589.4,1597,1592.2,7.5,0.872,143,188,101.02,0.0123096,4/6/17,12:10:08,1.215993,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1597,1607.4,1600.5,10.4,0.679,112,129,-74.194,0.0103507,4/6/17,12:10:08,1.024466,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1607.4,1640.2,1617,32.8,18.515,1733,2216,49.117,0.0117293,4/6/17,12:10:08,1.159336,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1640.2,1672.2,1646.1,32,1.217,94,98,-188.808,0.0090693,4/6/17,12:10:08,0.898777,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1692.5,1725.5,1704.4,33,9.783,813,967,-23.308,0.0109196,4/6/17,12:10:08,1.080167,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1726.5,1737.8,1729.3,11.3,0.291,34,35,-205.335,0.0088845,4/6/17,12:10:08,0.880627,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1739.5,1754.8,1746.2,15.3,0.49,56,62,-151.728,0.0094839,4/6/17,12:10:08,0.939476,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1756.2,1771.5,1762.3,15.3,0.31,37,41,-160.375,0.0093872,4/6/17,12:10:08,0.929988,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,19:0cy,0,CSU CO2,0,1822.1,1854.7,1844.4,32.6,49.436,4590,5496,1.653,0.0111987,4/6/17,12:10:08,1.107466,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,19:00,0,CSU CO2,0,1854.7,1902.5,1862.4,47.9,18.796,1793,2108,-28.984,0.0108561,4/6/17,12:10:08,1.073956,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,1954.6,1964.4,1960.8,9.8,0.272,37,45,21.926,0.0114253,4/6/17,12:10:08,1.129627,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,20:4n6,0,CSU CO2,0,1965.4,1978.6,1969.6,13.2,0.419,43,53,1.567,0.0111977,4/6/17,12:10:08,1.107372,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,20:5n3,0,CSU CO2,0,1988.6,2002.8,1994.7,14.2,0.303,32,39,-4.498,0.0111299,4/6/17,12:10:08,1.10074,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,20:02,0,CSU CO2,0,2052.2,2064.5,2055.5,12.3,0.304,34,44,61.4,0.0118667,4/6/17,12:10:08,1.17275,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,20:00,0,CSU CO2,0,2098.2,2131.8,2114.2,33.6,1.018,76,107,129.482,0.0126278,4/6/17,12:10:08,1.247036,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2161.9,2199.5,2184.3,37.6,1.887,154,179,-84.503,0.0102354,4/6/17,12:10:08,1.013174,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2217.9,2232.7,2225,14.8,0.284,40,57,362.14,0.015229,4/6/17,12:10:08,1.500055,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2254.1,2275,2259.7,20.9,2.667,307,366,52.756,0.01177,4/6/17,12:10:08,1.16331,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,21:00,0,CSU CO2,0,2275,2293.4,2281.7,18.4,2.261,170,197,-34.536,0.0107941,4/6/17,12:10:08,1.067882,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2293.4,2300.5,2297.1,7.1,0.682,102,115,-72.587,0.0103687,4/6/17,12:10:08,1.026226,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2309.7,2319.3,2313.6,9.6,0.397,52,58,-87.393,0.0102031,4/6/17,12:10:08,1.010008,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,22:6n3,0,CSU CO2,0,2324.1,2332.2,2327.4,8.2,0.232,32,36,-59.417,0.0105159,4/6/17,12:10:08,1.040647,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2338.9,2351.9,2344.4,13,0.395,48,72,296.77,0.0144981,4/6/17,12:10:08,1.429095,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,22:2 and 22:1n9,0,CSU CO2,0,2357.7,2375.5,2367.8,17.8,0.387,31,39,11.133,0.0113047,4/6/17,12:10:08,1.11783,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2375.5,2383.6,2380.9,8.2,0.514,89,110,6.286,0.0112505,4/6/17,12:10:08,1.112531,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,22:00,0,CSU CO2,0,2383.6,2403.9,2387.2,20.3,1.425,145,239,257.451,0.0140585,4/6/17,12:10:08,1.386365,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2404.5,2428.2,2411,23.6,6.96,1146,1346,-29.305,0.0108526,4/6/17,12:10:08,1.073605,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,23:00,0,CSU CO2,0,2450.7,2478.3,2466.4,27.6,1.622,146,172,99.383,0.0122913,4/6/17,12:10:08,1.214208,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2518.4,2533.9,2526.6,15.5,1.325,124,145,-37.697,0.0107587,4/6/17,12:10:08,1.064422,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,24:01:00,0,CSU CO2,0,2533.9,2548.1,2540.6,14.2,1.269,111,131,-23.016,0.0109229,4/6/17,12:10:08,1.080486,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,24:00:00,0,CSU CO2,0,2548.1,2558.8,2551.9,10.7,0.662,96,174,428.595,0.015972,4/6/17,12:10:08,1.572089,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2573.6,2583.7,2577.8,10,0.225,41,47,-50.031,0.0106208,4/6/17,12:10:08,1.050923,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2586,2592.6,2589.9,6.7,0.166,32,38,-52.784,0.0105901,4/6/17,12:10:08,1.047909,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2593.3,2605,2598.1,11.7,0.366,42,48,-42.018,0.0107104,4/6/17,12:10:08,1.059693,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2651.6,2666.8,2659.5,15.3,0.75,83,98,-39.752,0.0107358,4/6/17,12:10:08,1.062174,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2667.7,2672.9,2669.3,5.2,0.218,45,52,-55.309,0.0105618,4/6/17,12:10:08,1.045145,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2673.5,2689.2,2675.4,15.7,0.27,38,44,-45.061,0.0106764,4/6/17,12:10:08,1.056363,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2701.1,2713.4,2708,12.3,0.42,43,51,-19.101,0.0109666,4/6/17,12:10:08,1.084768,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2713.4,2730.6,2719.1,17.1,1.68,248,295,-22.395,0.0109298,4/6/17,12:10:08,1.081165,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2730.6,2777.6,2748.6,47,7.215,667,782,-37.283,0.0107634,4/6/17,12:10:08,1.064875,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2787.2,2806,2793.9,18.8,1.851,250,294,-29.501,0.0108504,4/6/17,12:10:08,1.07339,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2815.4,2836.5,2823.4,21.1,1.719,163,191,-30.484,0.0108394,4/6/17,12:10:08,1.072315,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.1,3 ul,,0,CSU CO2,0,2897.2,2904.3,2901.1,7.1,0.148,103,120,-57.867,0.0105332,4/6/17,12:10:08,1.042345,01_05_1_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,10:00,0,CSU CO2,0,573.3,584.4,579.1,11.1,0.256,32,47,299.163,0.0145249,4/10/17,16:59:36,1.431695,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,586.7,604.4,593.4,17.8,1.165,137,162,-29.268,0.010853,4/10/17,16:59:36,1.073646,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,11:00,0,CSU CO2,0,617.6,627.8,621.4,10.2,0.375,74,87,-35.131,0.0107874,4/10/17,16:59:36,1.06723,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,638.3,651.5,643.1,13.2,1.511,285,337,-25.457,0.0108956,4/10/17,16:59:36,1.077815,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,651.5,678.6,656.9,27.2,2.574,284,336,-31.529,0.0108277,4/10/17,16:59:36,1.071172,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,12:00,0,CSU CO2,0,678.6,697.2,683.8,18.6,15.032,2872,3384,-39.489,0.0107387,4/10/17,16:59:36,1.062461,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,698.5,705.4,700.4,6.9,0.487,90,107,-27.175,0.0108764,4/10/17,16:59:36,1.075936,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,705.4,713.5,708.5,8.2,0.3,52,61,-27.432,0.0108735,4/10/17,16:59:36,1.075654,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,724.4,744,733.6,19.6,2.292,389,458,-29.304,0.0108526,4/10/17,16:59:36,1.073606,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,758.7,768.3,764.3,9.6,0.261,53,63,-30.646,0.0108376,4/10/17,16:59:36,1.072137,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,13:00,0,CSU CO2,0,768.3,783.3,775.4,15,2.785,271,321,-25.873,0.0108909,4/10/17,16:59:36,1.07736,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,783.3,790.9,786.3,7.5,1.203,201,237,-30.12,0.0108434,4/10/17,16:59:36,1.072713,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,790.9,795.9,792.1,5,0.45,101,119,-27.792,0.0108695,4/10/17,16:59:36,1.07526,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,2OH 12:0,0,CSU CO2,0,795.9,805.9,800.7,10,1.119,137,162,-22.793,0.0109254,4/10/17,16:59:36,1.080729,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,805.9,811.8,806.5,5.9,0.435,92,110,-8.388,0.0110864,4/10/17,16:59:36,1.096486,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,811.8,822,814.1,10.2,0.31,53,63,-17.285,0.010987,4/10/17,16:59:36,1.086755,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,3OH 13:0,0,CSU CO2,0,822,841.9,834.3,19.9,7.715,932,1101,-28.068,0.0108664,4/10/17,16:59:36,1.074959,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,841.9,869.2,847.3,27.4,23.397,3677,4333,-31.472,0.0108283,4/10/17,16:59:36,1.071233,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,14:01,0,CSU CO2,0,869.2,878.6,874.2,9.4,1.964,332,392,-29.273,0.0108529,4/10/17,16:59:36,1.07364,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,14:00,0,CSU CO2,0,878.6,888,882.2,9.4,2.444,364,452,13.485,0.011331,4/10/17,16:59:36,1.120401,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,888,895.4,891.2,7.3,1.263,214,255,-19.05,0.0109672,4/10/17,16:59:36,1.084824,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,895.4,905.6,898.9,10.2,1.211,173,205,-26.813,0.0108804,4/10/17,16:59:36,1.076332,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,905.6,912.9,908.3,7.3,0.279,52,61,-29.987,0.0108449,4/10/17,16:59:36,1.072859,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,912.9,925.7,917.9,12.7,0.757,102,120,-35.001,0.0107889,4/10/17,16:59:36,1.067372,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,932.1,945.9,939.5,13.8,0.49,61,76,46.076,0.0116953,4/10/17,16:59:36,1.156014,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,945.9,956.4,952.4,10.4,1.031,164,194,-20.655,0.0109493,4/10/17,16:59:36,1.083068,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,a15:0,0,CSU CO2,0,956.4,975.8,966.8,19.4,33.172,4372,5277,-9.676,0.011072,4/10/17,16:59:36,1.095077,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,975.8,994.4,980,18.6,9.392,1296,1572,-3.101,0.0111455,4/10/17,16:59:36,1.102267,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,994.4,1008.4,1001.7,14,3.242,380,450,-21.551,0.0109393,4/10/17,16:59:36,1.082089,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,15:01,0,CSU CO2,0,1008.4,1018,1012.8,9.6,2.634,389,461,-26.489,0.010884,4/10/17,16:59:36,1.076686,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,15:00,0,CSU CO2,0,1018,1036.8,1022.2,18.8,3.847,368,455,3.815,0.0112229,4/10/17,16:59:36,1.10983,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,1036.8,1048.6,1043.3,11.7,0.663,71,84,-8.533,0.0110848,4/10/17,16:59:36,1.096327,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,1048.6,1059.8,1052.3,11.3,0.444,60,74,22.709,0.0114341,4/10/17,16:59:36,1.130484,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,2OH 14:0,0,CSU CO2,0,1063.4,1075.5,1068,12.1,0.38,54,63,-36.189,0.0107756,4/10/17,16:59:36,1.066073,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,1083.5,1103.9,1093.7,20.5,1.352,110,131,-27.881,0.0108685,4/10/17,16:59:36,1.075163,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,1103.9,1110.6,1107.5,6.7,0.159,31,36,-58.171,0.0105298,4/10/17,16:59:36,1.042012,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,1110.6,1119.6,1117.3,9,3.409,689,810,-32.265,0.0108195,4/10/17,16:59:36,1.070366,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,3OH 14:0,0,CSU CO2,0,1119.6,1145.1,1124.2,25.5,13.069,1558,1901,-0.794,0.0111713,4/10/17,16:59:36,1.104791,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,,0,CSU CO2,0,1147.8,1158.5,1155.1,10.7,1.23,149,179,-15.761,0.011004,4/10/17,16:59:36,1.088422,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,16:1n9/i16:0,0,CSU CO2,0,1158.5,1174.6,1163.7,16.1,4.681,591,775,73.656,0.0120037,4/10/17,16:59:36,1.186131,01_5_3_Acquisition_3 ul-0001.dxf,
01.05.3,3 ul,16:1w5,0,CSU CO2,0,1174.6,1187.1,1181.1,12.5,6.258,879,1056,-0.112,0.0111789,4/10/17,16:59:36,1.105536,01_5_3_Acquisition_3 ul-0001.dxf,
