"core_ID","Exclusion","Tree_species","Isotope_label","Tree_DBH","x_plot","y_plot","Slope_cardinal","Slope","Slope_angle","Depth","Day5_temp_in","Day5_temp_out","GWC","MBC","MBN","MBC_noneg","MBN_noneg","SRL","Dry_root_wt","D7_inc_Co2","D12_inc_Co2","D21_inc_Co2","D42_inc_Co2","D60_inc_Co2","Unsieved_soil_wt","Sieved_soil_wt","Efflux_d1","Efflux_d2","Efflux_d3","Efflux_d4","Efflux_d5","Efflux_d6","Efflux_d7","Efflux_d9","d13_d2","d13_d3","d13_d4","d13_d5","d13_d6","d13_d7","d13_d9","nag","phos","cbh","lap","a_gluc","b_gluc","per_AMF","Mean_Respiration"
"24_02_2","2","Goeth","L",21.8,36.2,42.7,"E",24,0.235544981,4,NA,NA,0.256504709,"469.637191",153270.6046,469.637191,153270.6046,22.80822549,20.4,104.94,245.4724062,232.56968,155.9847173,121.8411347,"291.51","259.08",NA,0.799011789,NA,2.486506176,NA,1.190568896,1.807007561,2.376395746,NA,NA,1.29,NA,-11.56,-12.29,1.35,516.9805111,8.721039254,20.57311223,3.903593035,0.192878292,32.25684839,62,1.7318980336
"24_02_3","3","Goeth","L",21.8,36.2,42.7,"E",24,0.235544981,2.5,NA,NA,0.21720108,"577.8509568",156913.8373,577.8509568,156913.8373,28.57239805,235.9,94.09,11.24584548,112.4082455,670.0118426,102.0612724,"307.03","442.47",NA,6.968592957,NA,4.820350008,NA,1.384844874,10.58372329,4.177785427,NA,NA,2.63,NA,-10.59,-12.73,6.44,709.244223,31.56970117,3.152028438,3.677422937,4.097101734,22.18694119,28,5.5870593112
"28_01_1","1","Penta","S",17,29.8,57.7,"E",17,0.168390157,4,NA,NA,0.246069484,"-109.1339069",34908.05361,NA,34908.05361,5.867707233,87.1,48.05,66.87696505,97.83501856,106.7585127,68.08868274,"390.37","307.9",NA,NA,1.938456183,1.43725198,2.078644849,NA,NA,NA,13.13,16.9,13.37,-13.82,NA,NA,NA,680.4202134,9.422341398,3.036172911,3.177171239,0.327284773,25.51898272,26,1.81811767066667
"28_01_2","2","Penta","S",17,29.8,57.7,"E",17,0.168390157,5,25.5,25.6,0.280640726,"-85.19589433",13983.6973,NA,13983.6973,10.11129901,50.5,82.74,162.6172142,136.0092427,282.0405618,30.93579864,"373.83","284",NA,NA,1.724271862,2.059138312,1.817939808,NA,NA,NA,1.83,0.86,-4.97,7.46,NA,NA,NA,408.2138603,17.57201111,5.856867482,7.073829679,1.53646833,18.85682918,48,1.86711666066667
"28_01_3","3","Penta","S",17,29.8,57.7,"E",17,0.168390157,5,NA,NA,0.205960672,"-177.1414643",32089.39516,NA,32089.39516,30.02052496,202.3,95.73,146.3045197,145.9257175,157.6919151,105.0876375,"300.12","239.32",3.609849436,NA,4.118723997,1.859640418,4.613445188,NA,NA,NA,-9.79,-10.59,-11.99,-3.9,NA,NA,NA,966.854646,27.16932656,5.911438262,NA,NA,28.64294149,36,3.55041475975
"33_10_1","1","Penta","SW",42.1,27,61,"N",23.5,0.23081196,6,NA,NA,0.246676007,"361.1257007",139205.1648,361.1257007,139205.1648,12.86245332,73.9,215.14,359.1923147,398.9023753,1149.067056,290.8258642,"302.81","251.71",0.680335544,NA,2.030753565,0.654458503,1.492617089,NA,NA,NA,-13.48,86.8,-11.58,-12.18,NA,NA,NA,963.8733019,20.1258885,9.694943112,3.901555515,NA,44.26850269,8,1.21454117525
"33_10_2","2","Penta","SW",42.1,27,61,"N",23.5,0.23081196,4,NA,NA,0.371734655,"603.5084076",181037.7243,603.5084076,181037.7243,14.60223544,41.2,89.69,336.8939381,413.295102,274.8673106,227.4887371,"332.03","288.17",0.91207315,NA,0.737037637,1.552744411,0.895551157,NA,NA,NA,-14.59,12.25,-13.77,-12.92,NA,NA,NA,690.8707954,30.48871233,17.4257735,2.240568887,0.590677195,23.18154031,66,1.02435158875
"33_10_3","3","Penta","SW",42.1,27,61,"N",23.5,0.23081196,5,26.4,25.8,0.129290676,"164.7492161",26656.26005,164.7492161,26656.26005,33.38139759,439.4,NA,NA,NA,NA,NA,"299.38","215.54",0.948629695,NA,2.165551675,1.919297307,1.652958502,NA,NA,NA,-11.21,17.33,-12.06,-13.03,NA,NA,NA,517.7691668,2.959046946,5.366623266,NA,1.804881552,46.99938635,14,1.67160929475
"34_06_1","1","Goeth","S",27.6,38.9,60.5,"N",6,0.059928155,5,NA,NA,0.374277503,"678.3332843",141406.8538,678.3332843,141406.8538,26.5781453,35.1,228.17,203.6259565,682.135832,1670.18476,162.6188359,"300.28","293.96",0.771195504,NA,2.058706495,1.420808297,3.917640941,NA,NA,NA,227.31,139.9,159.7,-9.99,NA,NA,NA,1198.227757,NA,6.606591517,NA,NA,56.936136,31.42857143,2.04208780925
"34_06_2","2","Goeth","S",27.6,38.9,60.5,"N",6,0.059928155,4,NA,NA,0.347230034,"218.8002654",80172.01501,218.8002654,80172.01501,8.370779292,36.7,44.39,32.79802038,355.7917079,107.6717977,221.7040787,"293.08","261.69",1.320883493,NA,1.497142341,5.283966545,4.944690144,NA,NA,NA,33.6,23.17,25.2,-6.48,NA,NA,NA,509.95,7.843486232,34.00152323,11.83807602,2.201518071,38.04438395,40,3.26167063075
"34_06_3","3","Goeth","S",27.6,38.9,60.5,"N",6,0.059928155,5,25.6,26,0.25434897,"509.5285519",99559.41301,509.5285519,99559.41301,28.59665318,212.5,NA,NA,NA,NA,NA,"257.34","194.95",8.437595931,NA,2.539568101,2.105148724,5.676043812,NA,NA,NA,37.95,10.9,10.2,-7.94,NA,NA,NA,817.3592815,10.07819995,2.600001015,NA,2.641964704,32.47818029,82,4.689589142
"37_04_1","1","Penta","S",18.6,33,76.4,"W",11,0.109559527,4,25.6,25.8,0.269191758,"43.48051329",85507.48402,43.48051329,85507.48402,8.059455675,418.5,103.78,258.6680961,235.0891369,735.0573702,233.5834202,"288.38","n/a",1.094595509,1.064862898,NA,1.93405859,4.511341885,NA,NA,NA,13.81,0.77,-6.1,-13.83,NA,NA,NA,656.2357519,12.22594088,3.911419326,3.792134823,3.451387652,25.53278358,30,2.1512147205
"37_04_2","2","Penta","S",18.6,33,76.4,"W",11,0.109559527,6.5,NA,NA,0.356374498,"-20.79929949",93862.7731,NA,93862.7731,29.61689792,279.2,144.97,127.4564342,179.3055426,249.7173498,127.1594327,"250.16","215.61",1.184929097,2.791998233,NA,2.036905264,2.618520485,NA,NA,NA,-10.65,-12.94,-12.75,-4.54,NA,NA,NA,1973.409191,43.13015917,NA,NA,NA,25.11364239,12,2.15808826975
"37_04_3","3","Penta","S",18.6,33,76.4,"W",11,0.109559527,7.5,NA,NA,0.201456175,"-129.8253692",65973.36427,-129.8253692,65973.36427,13.82909724,488.5,28.18,119.0894792,164.4046495,499.1855766,94.53182311,"228.89","147.15",4.252916056,NA,NA,9.355833718,5.645975485,NA,NA,NA,-12.48,-12.5,-11.68,-13.17,NA,NA,NA,1366.078473,23.49531006,8.98549943,NA,3.51101607,26.55970404,34,6.418241753
"43_02_1","1","Goeth","S",22.8,22.3,88.8,"W",32.5,0.314231899,7,25.3,25.6,0.215875385,"-6.362869824",-10818.14067,NA,NA,7.123218085,75.2,48.17,100.1612259,103.2512454,339.5776508,86.59186385,"302.81","212.65",1.407013613,3.055271815,NA,1.2690746,2.243830289,NA,NA,NA,104,-11.51,-11.43,-12.16,NA,NA,NA,714.693843,54.68245775,7.308941229,NA,1.037474583,12.96169844,26,1.99379757925
"43_02_2","2","Goeth","S",22.8,22.3,88.8,"W",32.5,0.314231899,5.5,NA,NA,0.305114,"-22.31497902",71724.90053,NA,71724.90053,NA,34.1,93.97,268.1671471,452.683552,1586.362022,234.0461482,"260.19","206.67",3.212864534,1.030556233,NA,1.125764053,1.41942668,NA,NA,NA,17.33,23.96,-12.35,-9.82,NA,NA,NA,1539.382052,28.39154724,NA,NA,0.957987814,55.84682044,26,1.697152875
"43_02_3","3","Goeth","S",22.8,22.3,88.8,"W",32.5,0.314231899,8.5,NA,NA,0.171841214,"65.78839489",93407.4689,65.78839489,93407.4689,12.44048733,572.1,57.09,86.34856287,269.9894976,842.0346797,88.60720068,"295.19","217.88",1.60865366,2.250632945,NA,0.971198447,1.748277627,NA,NA,NA,10.59,7.1,-12.34,-12.26,NA,NA,NA,694.6432424,2.722821108,8.226305671,NA,2.534770911,48.414573,64,1.64469066975
"43_10_1","1","Penta","SW",38.7,29.65,82.8,"W",12,0.119428926,4.5,25.5,25.7,0.211059679,"209.2025789",46011.62198,209.2025789,46011.62198,13.04930956,406.7,67.69,225.8887259,161.4664151,523.3952497,157.0852789,"272.25","n/a",1.91137996,NA,NA,2.365507311,1.649566224,NA,NA,NA,194.11,-14.38,103.77,164.59,NA,NA,NA,1264.419806,38.5173577,12.44078086,NA,5.315561734,41.51597165,22,1.97548449833333
"43_10_2","2","Penta","SW",38.7,29.65,82.8,"W",12,0.119428926,4,NA,NA,0.207050714,"56.7749243",40408.0258,56.7749243,40408.0258,8.560256871,94.6,NA,NA,NA,NA,NA,"280.37","220.63",3.047828254,NA,3.118647079,2.505029197,2.30131773,NA,NA,NA,-8.37,-17.32,3.97,11.98,NA,NA,NA,669.8776002,13.34537636,7.161238804,5.420143687,0.949927105,30.97971253,58,2.743205565
"43_10_3","3","Penta","SW",38.7,29.65,82.8,"W",12,0.119428926,3.5,NA,NA,0.16704354,"526.1131624",91871.18849,526.1131624,91871.18849,23.4737125,735.3,60.85,63.21575714,21.31075161,266.9589933,73.81735597,"282.23","216.66",3.716203269,NA,3.490298269,4.730497093,0.400378037,NA,NA,NA,3.58,-20.42,-12.17,-4.43,NA,NA,NA,867.602681,20.76767304,12.74484104,NA,0.979641862,53.76308719,22,3.084344167
"46_03_1","1","Penta","L",24.5,49.4,94.3,"W",2,0.019997334,4,NA,NA,0.380243627,"132.3776139",131050.9086,132.3776139,131050.9086,9.392051144,222.9,89.54,156.5229912,176.3290358,284.9358713,156.01195,"346.04","267.36",NA,0.937602179,NA,1.657262201,NA,2.855640072,2.738853533,0.725001671,NA,NA,3.11,NA,-6.31,-6.89,1.31,1440.932225,22.55242478,4.253576446,11.16337059,2.990335217,44.24716663,16,1.7828719312
"46_03_2","2","Penta","L",24.5,49.4,94.3,"W",2,0.019997334,5,NA,NA,0.366888048,"245.2013454",92035.70134,245.2013454,92035.70134,8.652298546,116.9,133.42,249.3002935,203.8791459,560.4747236,168.1276276,"316.5","272.15",NA,1.420675822,NA,1.041331438,NA,2.165120071,3.351662667,1.327909086,NA,NA,-3.16,NA,-8.41,-10.05,-6.22,1573.575849,40.20054022,3.621680444,NA,NA,37.89665144,11.66666667,1.8613398168
"46_03_3","3","Penta","L",24.5,49.4,94.3,"W",2,0.019997334,5,NA,NA,0.255014412,"200.2229593",101844.3321,200.2229593,101844.3321,23.58821371,199.8,22.47,135.6414369,95.78915558,255.1246696,69.97574901,"277.92","223.35",NA,1.638414917,NA,1.581739312,NA,1.342759327,2.241139199,2.174251148,NA,NA,-11.3,NA,-11.65,-12.38,-11.43,920.3626285,17.49325368,12.8682981,5.460579484,5.220780753,41.24127082,18,1.7956607806
"48_01_1","1","Goeth","S",37.7,27.7,93.5,"W",22,0.216550305,7,26.5,25.5,0.246274964,"298.6961318",132769.9815,298.6961318,132769.9815,11.60896446,222.3,30.72,191.5093455,131.1194043,408.0904691,11.6424825,"270.79","239.9",1.372734588,NA,2.680007547,3.4880955,2.208305565,NA,NA,NA,-18.35,-15.07,83.84,-10.92,NA,NA,NA,822.8493713,42.1978962,10.49973082,3.925447587,3.886804427,60.26418487,22,2.4372858
"48_01_2","2","Goeth","S",37.7,27.7,93.5,"W",22,0.216550305,6.5,NA,NA,0.32423946,"",NA,NA,NA,7.762492721,89.3,NA,NA,NA,NA,NA,"221.92","167.76",4.039810054,NA,0.310443033,1.923975875,1.787734657,NA,NA,NA,-10.31,-10.14,3.36,-15.76,NA,NA,NA,1227.436196,182.9451213,8.14666756,NA,NA,87.28649041,34,2.01549090475
"48_01_3","3","Goeth","S",37.7,27.7,93.5,"W",22,0.216550305,6.5,NA,NA,0.144989978,"216.3130168",115735.2305,216.3130168,115735.2305,6.251959216,576.2,128.58,108.7997648,330.7747225,1010.664684,170.2528576,"212.18","143.64",1.366224932,NA,0.650273986,2.619844552,4.478292128,NA,NA,NA,-12.34,-13.63,4.93,-9,NA,NA,NA,378.0282535,21.91419556,5.387093351,1.992937466,1.915489238,38.17897806,28,2.2786588995
"52_04_1","1","Penta","S",37,17,104.7,"W",27.5,0.268366211,6,NA,NA,0.272792704,"642.5721373",63049.13429,642.5721373,63049.13429,8.453988724,168.5,36.66,137.1073176,149.7461437,306.6762758,74.29248787,"307.91","241.66",0.738423141,0.883806762,NA,2.507529269,1.608644709,NA,NA,NA,89.85,179.3,101.7,20.56,NA,NA,NA,169.511122,4.361497047,6.542088729,0.811974469,0.066354766,9.27585135,26,1.43460097025
