"ID","SampleName","Injection_vol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","ID.1","SampleName.1","Injection_vol_ul.1","FAME_compound.1","Sample_Dilution.1","Peak_Area.1","d13.1","Atom_per_13C.1","FAME_per_C.1","Dry_Soil_Mass_g.1","StandardRatio","ugC_FAME_compound","Total_C_ug"
328,"06.06.3",3,"18:0",0,29.991,38.675,1.147929,0.7645,6,328,"06.06.3",3,"18:0",0,29.991,38.675,1.147929,0.7645,6,0.30065,99.7539,9975.39
329,"06.06.3",3,"19:0cy",0,132.968,-26.068,1.077146,0.7736,6,329,"06.06.3",3,"19:0cy",0,132.968,-26.068,1.077146,0.7736,6,0.30065,442.2684,44226.84
330,"06.06.3",3,"19:0",0,21.476,-31.874,1.070794,0.8216,6,330,"06.06.3",3,"19:0",0,21.476,-31.874,1.070794,0.8216,6,0.30065,71.4319,7143.19
331,"06.06.3",3,"20:4n6",0,2.194,-30.582,1.072207,0.7919,6,331,"06.06.3",3,"20:4n6",0,2.194,-30.582,1.072207,0.7919,6,0.30065,7.2975,729.75
332,"06.06.3",3,"20:5n3",0,0.529,-29.55,1.073337,0.797,6,332,"06.06.3",3,"20:5n3",0,0.529,-29.55,1.073337,0.797,6,0.30065,1.7595,175.95
333,"10.02.1",3,"12:0",0,16.051,-30.602,1.072186,0.7285,5.807,333,"10.02.1",3,"12:0",0,16.051,-30.602,1.072186,0.7285,5.807,0.31055,51.6857,5168.57
334,"10.02.1",3,"14:0",0,2.908,29.92,1.138364,0.7432,5.807,334,"10.02.1",3,"14:0",0,2.908,29.92,1.138364,0.7432,5.807,0.31055,9.364,936.4
335,"10.02.1",3,"a15:0",0,43.695,11.577,1.118315,0.7494,5.807,335,"10.02.1",3,"a15:0",0,43.695,11.577,1.118315,0.7494,5.807,0.31055,140.702,14070.2
336,"10.02.1",3,"15:0",0,3.998,0.366,1.106058,0.7494,5.807,336,"10.02.1",3,"15:0",0,3.998,0.366,1.106058,0.7494,5.807,0.31055,12.8739,1287.39
337,"10.02.1",3,"16:1n9/i16:0",0,6.89,179.72,1.301781,0.7606,5.807,337,"10.02.1",3,"16:1n9/i16:0",0,6.89,179.72,1.301781,0.7606,5.807,0.31055,22.1864,2218.64
338,"10.02.1",3,"16:1w5",0,10.036,-3.635,1.101684,0.7554,5.807,338,"10.02.1",3,"16:1w5",0,10.036,-3.635,1.101684,0.7554,5.807,0.31055,32.3169,3231.69
339,"10.02.1",3,"16:0",0,60.748,10.308,1.116929,0.755,5.807,339,"10.02.1",3,"16:0",0,60.748,10.308,1.116929,0.755,5.807,0.31055,195.6142,19561.42
340,"10.02.1",3,"i17:0",0,8.066,-30.042,1.072799,0.76,5.807,340,"10.02.1",3,"i17:0",0,8.066,-30.042,1.072799,0.76,5.807,0.31055,25.9733,2597.33
341,"10.02.1",3,"17:0cy",0,14.137,-13.707,1.090669,0.7654,5.807,341,"10.02.1",3,"17:0cy",0,14.137,-13.707,1.090669,0.7654,5.807,0.31055,45.5225,4552.25
342,"10.02.1",3,"17:0",0,10.321,-24.843,1.078487,0.76,5.807,342,"10.02.1",3,"17:0",0,10.321,-24.843,1.078487,0.76,5.807,0.31055,33.2346,3323.46
343,"10.02.1",3,"18:3n6",0,0.637,-14.758,1.089519,0.7765,5.807,343,"10.02.1",3,"18:3n6",0,0.637,-14.758,1.089519,0.7765,5.807,0.31055,2.0512,205.12
344,"10.02.1",3,"trans-18:1n9",0,18.546,-9.619,1.09514,0.7697,5.807,344,"10.02.1",3,"trans-18:1n9",0,18.546,-9.619,1.09514,0.7697,5.807,0.31055,59.7199,5971.99
345,"10.02.1",3,"18:0",0,17.234,11.741,1.118495,0.7645,5.807,345,"10.02.1",3,"18:0",0,17.234,11.741,1.118495,0.7645,5.807,0.31055,55.4951,5549.51
346,"10.02.1",3,"19:0cy",0,63.4,-33.16,1.069387,0.7736,5.807,346,"10.02.1",3,"19:0cy",0,63.4,-33.16,1.069387,0.7736,5.807,0.31055,204.1539,20415.39
347,"10.02.1",3,"19:0",0,16.933,-34.419,1.068009,0.8216,5.807,347,"10.02.1",3,"19:0",0,16.933,-34.419,1.068009,0.8216,5.807,0.31055,54.5258,5452.58
348,"10.02.1",3,"20:4n6",0,0.784,-23.61,1.079836,0.7919,5.807,348,"10.02.1",3,"20:4n6",0,0.784,-23.61,1.079836,0.7919,5.807,0.31055,2.5246,252.46
349,"10.02.2",3,"12:0",0,17.417,-31.144,1.071593,0.7285,5.999,349,"10.02.2",3,"12:0",0,17.417,-31.144,1.071593,0.7285,5.999,0.2861,60.8773,6087.73
350,"10.02.2",3,"14:0",0,3.389,-8.634,1.096217,0.7432,5.999,350,"10.02.2",3,"14:0",0,3.389,-8.634,1.096217,0.7432,5.999,0.2861,11.8455,1184.55
351,"10.02.2",3,"a15:0",0,60.472,-16.173,1.087971,0.7494,5.999,351,"10.02.2",3,"a15:0",0,60.472,-16.173,1.087971,0.7494,5.999,0.2861,211.3667,21136.67
352,"10.02.2",3,"15:0",0,5.917,-19.583,1.084241,0.7494,5.999,352,"10.02.2",3,"15:0",0,5.917,-19.583,1.084241,0.7494,5.999,0.2861,20.6816,2068.16
353,"10.02.2",3,"16:1n9/i16:0",0,6.209,71.051,1.183287,0.7606,5.999,353,"10.02.2",3,"16:1n9/i16:0",0,6.209,71.051,1.183287,0.7606,5.999,0.2861,21.7022,2170.22
354,"10.02.2",3,"16:1w5",0,9.71,-15.166,1.089072,0.7554,5.999,354,"10.02.2",3,"16:1w5",0,9.71,-15.166,1.089072,0.7554,5.999,0.2861,33.9392,3393.92
355,"10.02.2",3,"16:0",0,64.274,-8.548,1.096311,0.755,5.999,355,"10.02.2",3,"16:0",0,64.274,-8.548,1.096311,0.755,5.999,0.2861,224.6557,22465.57
356,"10.02.2",3,"i17:0",0,10.02,-29.621,1.073259,0.76,5.999,356,"10.02.2",3,"i17:0",0,10.02,-29.621,1.073259,0.76,5.999,0.2861,35.0227,3502.27
357,"10.02.2",3,"17:0cy",0,17.845,-22.842,1.080676,0.7654,5.999,357,"10.02.2",3,"17:0cy",0,17.845,-22.842,1.080676,0.7654,5.999,0.2861,62.3733,6237.33
358,"10.02.2",3,"17:0",0,13.991,-30.522,1.072274,0.76,5.999,358,"10.02.2",3,"17:0",0,13.991,-30.522,1.072274,0.76,5.999,0.2861,48.9025,4890.25
359,"10.02.2",3,"18:3n6",0,1.147,1.083,1.106843,0.7765,5.999,359,"10.02.2",3,"18:3n6",0,1.147,1.083,1.106843,0.7765,5.999,0.2861,4.0091,400.91
360,"10.02.2",3,"trans-18:1n9",0,16.936,-6.842,1.098177,0.7697,5.999,360,"10.02.2",3,"trans-18:1n9",0,16.936,-6.842,1.098177,0.7697,5.999,0.2861,59.1961,5919.61
361,"10.02.2",3,"18:0",0,15.803,-13.712,1.090663,0.7645,5.999,361,"10.02.2",3,"18:0",0,15.803,-13.712,1.090663,0.7645,5.999,0.2861,55.2359,5523.59
362,"10.02.2",3,"19:0",0,17.906,-33.295,1.06924,0.8216,5.999,362,"10.02.2",3,"19:0",0,17.906,-33.295,1.06924,0.8216,5.999,0.2861,62.5865,6258.65
363,"10.02.2",3,"20:4n6",0,0.982,-30.363,1.072447,0.7919,5.999,363,"10.02.2",3,"20:4n6",0,0.982,-30.363,1.072447,0.7919,5.999,0.2861,3.4324,343.24
364,"10.02.2",3,"20:5n3",0,1.717,-33.594,1.068912,0.797,5.999,364,"10.02.2",3,"20:5n3",0,1.717,-33.594,1.068912,0.797,5.999,0.2861,6.0014,600.14
365,"10.02.3",2,"12:0",0,13.172,-30.958,1.071797,0.7285,6.005,365,"10.02.3",2,"12:0",0,13.172,-30.958,1.071797,0.7285,6.005,0.2978,44.231,6634.65
366,"10.02.3",2,"14:0",0,1.426,-2.527,1.102895,0.7432,6.005,366,"10.02.3",2,"14:0",0,1.426,-2.527,1.102895,0.7432,6.005,0.2978,4.7884,718.26
367,"10.02.3",2,"a15:0",0,24.547,-11.16,1.093454,0.7494,6.005,367,"10.02.3",2,"a15:0",0,24.547,-11.16,1.093454,0.7494,6.005,0.2978,82.4278,12364.17
368,"10.02.3",2,"15:0",0,2.446,-13.931,1.090423,0.7494,6.005,368,"10.02.3",2,"15:0",0,2.446,-13.931,1.090423,0.7494,6.005,0.2978,8.2136,1232.04
369,"10.02.3",2,"16:1n9/i16:0",0,3.741,80.814,1.193945,0.7606,6.005,369,"10.02.3",2,"16:1n9/i16:0",0,3.741,80.814,1.193945,0.7606,6.005,0.2978,12.5621,1884.31
370,"10.02.3",2,"16:1w5",0,5.322,-20.221,1.083543,0.7554,6.005,370,"10.02.3",2,"16:1w5",0,5.322,-20.221,1.083543,0.7554,6.005,0.2978,17.8711,2680.66
371,"10.02.3",2,"16:0",0,34.991,-8.94,1.095883,0.755,6.005,371,"10.02.3",2,"16:0",0,34.991,-8.94,1.095883,0.755,6.005,0.2978,117.4983,17624.74
372,"10.02.3",2,"i17:0",0,0.391,-34.175,1.068276,0.76,6.005,372,"10.02.3",2,"i17:0",0,0.391,-34.175,1.068276,0.76,6.005,0.2978,1.313,196.95
373,"10.02.3",2,"17:0cy",0,8.818,-24.591,1.078763,0.7654,6.005,373,"10.02.3",2,"17:0cy",0,8.818,-24.591,1.078763,0.7654,6.005,0.2978,29.6105,4441.58
374,"10.02.3",2,"17:0",0,7.271,-26.312,1.076879,0.76,6.005,374,"10.02.3",2,"17:0",0,7.271,-26.312,1.076879,0.76,6.005,0.2978,24.4157,3662.36
375,"10.02.3",2,"18:3n6",0,0.466,-18.708,1.085198,0.7765,6.005,375,"10.02.3",2,"18:3n6",0,0.466,-18.708,1.085198,0.7765,6.005,0.2978,1.5648,234.72
376,"10.02.3",2,"trans-18:1n9",0,11.776,-16.319,1.087812,0.7697,6.005,376,"10.02.3",2,"trans-18:1n9",0,11.776,-16.319,1.087812,0.7697,6.005,0.2978,39.5433,5931.5
377,"10.02.3",2,"18:0",0,9.549,-5.604,1.099531,0.7645,6.005,377,"10.02.3",2,"18:0",0,9.549,-5.604,1.099531,0.7645,6.005,0.2978,32.0651,4809.76
378,"10.02.3",2,"19:0cy",0,35.159,-34.012,1.068455,0.7736,6.005,378,"10.02.3",2,"19:0cy",0,35.159,-34.012,1.068455,0.7736,6.005,0.2978,118.0625,17709.38
379,"10.02.3",2,"19:0",0,13.445,-33.419,1.069104,0.8216,6.005,379,"10.02.3",2,"19:0",0,13.445,-33.419,1.069104,0.8216,6.005,0.2978,45.1478,6772.17
380,"10.02.3",2,"20:4n6",0,0.453,-24.693,1.078651,0.7919,6.005,380,"10.02.3",2,"20:4n6",0,0.453,-24.693,1.078651,0.7919,6.005,0.2978,1.5212,228.18
381,"11.06.2",3,"12:0",0,15.588,-31.606,1.071088,0.7285,6.007,381,"11.06.2",3,"12:0",0,15.588,-31.606,1.071088,0.7285,6.007,0.34995,44.5435,4454.35
382,"11.06.2",3,"12:0",0,16.694,-30.335,1.072478,0.7285,6.007,382,"11.06.2",3,"12:0",0,16.694,-30.335,1.072478,0.7285,6.007,0.34995,47.704,4770.4
383,"11.06.2",3,"14:0",0,1.905,3.592,1.109586,0.7432,6.007,383,"11.06.2",3,"14:0",0,1.905,3.592,1.109586,0.7432,6.007,0.34995,5.4436,544.36
384,"11.06.2",3,"14:0",0,1.09,-19.856,1.083942,0.7432,6.007,384,"11.06.2",3,"14:0",0,1.09,-19.856,1.083942,0.7432,6.007,0.34995,3.1147,311.47
385,"11.06.2",3,"a15:0",0,23.591,-23.042,1.080457,0.7494,6.007,385,"11.06.2",3,"a15:0",0,23.591,-23.042,1.080457,0.7494,6.007,0.34995,67.4125,6741.25
386,"11.06.2",3,"a15:0",0,28.027,1.777,1.107601,0.7494,6.007,386,"11.06.2",3,"a15:0",0,28.027,1.777,1.107601,0.7494,6.007,0.34995,80.0886,8008.86
387,"11.06.2",3,"15:0",0,2.26,3.545,1.109534,0.7494,6.007,387,"11.06.2",3,"15:0",0,2.26,3.545,1.109534,0.7494,6.007,0.34995,6.4581,645.81
388,"11.06.2",3,"15:0",0,2.751,-19.177,1.084685,0.7494,6.007,388,"11.06.2",3,"15:0",0,2.751,-19.177,1.084685,0.7494,6.007,0.34995,7.8611,786.11
389,"11.06.2",3,"16:1n9/i16:0",0,3.852,113.782,1.229915,0.7606,6.007,389,"11.06.2",3,"16:1n9/i16:0",0,3.852,113.782,1.229915,0.7606,6.007,0.34995,11.0073,1100.73
390,"11.06.2",3,"16:1n9/i16:0",0,2.709,26.317,1.134426,0.7606,6.007,390,"11.06.2",3,"16:1n9/i16:0",0,2.709,26.317,1.134426,0.7606,6.007,0.34995,7.7411,774.11
391,"11.06.2",3,"16:1w7",0,3.929,-23.767,1.079664,NA,6.007,391,"11.06.2",3,"16:1w7",0,3.929,-23.767,1.079664,NA,6.007,0.34995,11.2273,1122.73
392,"11.06.2",3,"16:1w5",0,6.435,-17.836,1.086152,0.7554,6.007,392,"11.06.2",3,"16:1w5",0,6.435,-17.836,1.086152,0.7554,6.007,0.34995,18.3883,1838.83
393,"11.06.2",3,"16:0",0,27.062,-18.47,1.085458,0.755,6.007,393,"11.06.2",3,"16:0",0,27.062,-18.47,1.085458,0.755,6.007,0.34995,77.331,7733.1
394,"11.06.2",3,"16:0",0,32.518,2.419,1.108304,0.755,6.007,394,"11.06.2",3,"16:0",0,32.518,2.419,1.108304,0.755,6.007,0.34995,92.9218,9292.18
395,"11.06.2",3,"i17:0",0,2.008,-13.443,1.090958,0.76,6.007,395,"11.06.2",3,"i17:0",0,2.008,-13.443,1.090958,0.76,6.007,0.34995,5.738,573.8
396,"11.06.2",3,"i17:0",0,4.539,-35.054,1.067314,0.76,6.007,396,"11.06.2",3,"i17:0",0,4.539,-35.054,1.067314,0.76,6.007,0.34995,12.9704,1297.04
397,"11.06.2",3,"17:0cy",0,7.42,-23.665,1.079775,0.7654,6.007,397,"11.06.2",3,"17:0cy",0,7.42,-23.665,1.079775,0.7654,6.007,0.34995,21.203,2120.3
398,"11.06.2",3,"17:0cy",0,10.153,-6.25,1.098824,0.7654,6.007,398,"11.06.2",3,"17:0cy",0,10.153,-6.25,1.098824,0.7654,6.007,0.34995,29.0127,2901.27
399,"11.06.2",3,"17:0",0,7.814,-16.495,1.087619,0.76,6.007,399,"11.06.2",3,"17:0",0,7.814,-16.495,1.087619,0.76,6.007,0.34995,22.3289,2232.89
400,"11.06.2",3,"17:0",0,5.271,-29.292,1.073619,0.76,6.007,400,"11.06.2",3,"17:0",0,5.271,-29.292,1.073619,0.76,6.007,0.34995,15.0622,1506.22
401,"11.06.2",3,"18:3n6",0,0.588,-15.338,1.088885,0.7765,6.007,401,"11.06.2",3,"18:3n6",0,0.588,-15.338,1.088885,0.7765,6.007,0.34995,1.6802,168.02
402,"11.06.2",3,"18:3n6",0,0.501,12.694,1.119536,0.7765,6.007,402,"11.06.2",3,"18:3n6",0,0.501,12.694,1.119536,0.7765,6.007,0.34995,1.4316,143.16
403,"11.06.2",3,"trans-18:1n9",0,6.318,-1.533,1.103982,0.7697,6.007,403,"11.06.2",3,"trans-18:1n9",0,6.318,-1.533,1.103982,0.7697,6.007,0.34995,18.054,1805.4
404,"11.06.2",3,"trans-18:1n9",0,8.512,12.918,1.119782,0.7697,6.007,404,"11.06.2",3,"trans-18:1n9",0,8.512,12.918,1.119782,0.7697,6.007,0.34995,24.3235,2432.35
405,"11.06.2",3,"18:0",0,5.562,-6.814,1.098207,0.7645,6.007,405,"11.06.2",3,"18:0",0,5.562,-6.814,1.098207,0.7645,6.007,0.34995,15.8937,1589.37
406,"11.06.2",3,"18:0",0,7.41,26.387,1.134503,0.7645,6.007,406,"11.06.2",3,"18:0",0,7.41,26.387,1.134503,0.7645,6.007,0.34995,21.1745,2117.45
407,"11.06.2",3,"19:0cy",0,29.297,-35.379,1.066959,0.7736,6.007,407,"11.06.2",3,"19:0cy",0,29.297,-35.379,1.066959,0.7736,6.007,0.34995,83.7177,8371.77
408,"11.06.2",3,"19:0cy",0,38.44,-32.837,1.069741,0.7736,6.007,408,"11.06.2",3,"19:0cy",0,38.44,-32.837,1.069741,0.7736,6.007,0.34995,109.8443,10984.43
409,"11.06.2",3,"19:0",0,15.07,-32.722,1.069866,0.8216,6.007,409,"11.06.2",3,"19:0",0,15.07,-32.722,1.069866,0.8216,6.007,0.34995,43.0633,4306.33
410,"11.06.2",3,"19:0",0,15.921,-33.195,1.069349,0.8216,6.007,410,"11.06.2",3,"19:0",0,15.921,-33.195,1.069349,0.8216,6.007,0.34995,45.4951,4549.51
411,"11.06.2",3,"20:4n6",0,0.745,-17.332,1.086703,0.7919,6.007,411,"11.06.2",3,"20:4n6",0,0.745,-17.332,1.086703,0.7919,6.007,0.34995,2.1289,212.89
412,"11.06.2",3,"20:4n6",0,0.651,-6.599,1.098443,0.7919,6.007,412,"11.06.2",3,"20:4n6",0,0.651,-6.599,1.098443,0.7919,6.007,0.34995,1.8603,186.03
413,"11.06.2",3,"20:5n3",0,0.408,-26.087,1.077126,0.797,6.007,413,"11.06.2",3,"20:5n3",0,0.408,-26.087,1.077126,0.797,6.007,0.34995,1.1659,116.59
414,"11.06.2",3,"20:5n3",0,1.112,-32.765,1.069819,0.797,6.007,414,"11.06.2",3,"20:5n3",0,1.112,-32.765,1.069819,0.797,6.007,0.34995,3.1776,317.76
415,"11.06.3",2,"12:0",0,13.145,-30.895,1.071865,0.7285,6.012,415,"11.06.3",2,"12:0",0,13.145,-30.895,1.071865,0.7285,6.012,0.2053,64.0283,9604.25
416,"11.06.3",2.5,"12:0",0,24.909,-29.832,1.073029,0.7285,6.012,416,"11.06.3",2.5,"12:0",0,24.909,-29.832,1.073029,0.7285,6.012,0.2053,121.3298,14559.58
417,"11.06.3",2,"14:0",0,1.643,-20.603,1.083125,0.7432,6.012,417,"11.06.3",2,"14:0",0,1.643,-20.603,1.083125,0.7432,6.012,0.2053,8.0029,1200.43
418,"11.06.3",2.5,"14:0",0,2.934,-26.883,1.076256,0.7432,6.012,418,"11.06.3",2.5,"14:0",0,2.934,-26.883,1.076256,0.7432,6.012,0.2053,14.2913,1714.96
419,"11.06.3",2,"a15:0",0,22.963,-23.396,1.08007,0.7494,6.012,419,"11.06.3",2,"a15:0",0,22.963,-23.396,1.08007,0.7494,6.012,0.2053,111.8509,16777.63
420,"11.06.3",2.5,"a15:0",0,40.757,-28.534,1.074449,0.7494,6.012,420,"11.06.3",2.5,"a15:0",0,40.757,-28.534,1.074449,0.7494,6.012,0.2053,198.5241,23822.89
421,"11.06.3",2,"15:0",0,2.421,-22.892,1.080621,0.7494,6.012,421,"11.06.3",2,"15:0",0,2.421,-22.892,1.080621,0.7494,6.012,0.2053,11.7925,1768.88
422,"11.06.3",2.5,"15:0",0,4.651,-28.36,1.074639,0.7494,6.012,422,"11.06.3",2.5,"15:0",0,4.651,-28.36,1.074639,0.7494,6.012,0.2053,22.6547,2718.56
423,"11.06.3",2,"16:1n9/i16:0",0,4.272,-0.072,1.10558,0.7606,6.012,423,"11.06.3",2,"16:1n9/i16:0",0,4.272,-0.072,1.10558,0.7606,6.012,0.2053,20.8086,3121.29
424,"11.06.3",2.5,"16:1n9/i16:0",0,5.976,-23.118,1.080374,0.7606,6.012,424,"11.06.3",2.5,"16:1n9/i16:0",0,5.976,-23.118,1.080374,0.7606,6.012,0.2053,29.1086,3493.03
425,"11.06.3",2,"16:1w7",0,5.502,-26.37,1.076817,NA,6.012,425,"11.06.3",2,"16:1w7",0,5.502,-26.37,1.076817,NA,6.012,0.2053,26.7998,4019.97
426,"11.06.3",2.5,"16:1w5",0,8.778,-26.668,1.076491,0.7554,6.012,426,"11.06.3",2.5,"16:1w5",0,8.778,-26.668,1.076491,0.7554,6.012,0.2053,42.7569,5130.83
427,"11.06.3",2,"16:0",0,35.114,-23.801,1.079627,0.755,6.012,427,"11.06.3",2,"16:0",0,35.114,-23.801,1.079627,0.755,6.012,0.2053,171.0375,25655.62
428,"11.06.3",2.5,"16:0",0,55.572,-28.237,1.074774,0.755,6.012,428,"11.06.3",2.5,"16:0",0,55.572,-28.237,1.074774,0.755,6.012,0.2053,270.6868,32482.42
429,"11.06.3",2,"i17:0",0,5.689,-30.488,1.072311,0.76,6.012,429,"11.06.3",2,"i17:0",0,5.689,-30.488,1.072311,0.76,6.012,0.2053,27.7107,4156.6
430,"11.06.3",2.5,"i17:0",0,3.28,-31.059,1.071686,0.76,6.012,430,"11.06.3",2.5,"i17:0",0,3.28,-31.059,1.071686,0.76,6.012,0.2053,15.9766,1917.19
431,"11.06.3",2,"17:0cy",0,8.588,-27.086,1.076033,0.7654,6.012,431,"11.06.3",2,"17:0cy",0,8.588,-27.086,1.076033,0.7654,6.012,0.2053,41.8315,6274.72
432,"11.06.3",2.5,"17:0cy",0,13.521,-29.477,1.073417,0.7654,6.012,432,"11.06.3",2.5,"17:0cy",0,13.521,-29.477,1.073417,0.7654,6.012,0.2053,65.8597,7903.16
433,"11.06.3",2,"17:0",0,6.671,-31.132,1.071606,0.76,6.012,433,"11.06.3",2,"17:0",0,6.671,-31.132,1.071606,0.76,6.012,0.2053,32.4939,4874.08
434,"11.06.3",2.5,"17:0",0,10.36,-31.786,1.070891,0.76,6.012,434,"11.06.3",2.5,"17:0",0,10.36,-31.786,1.070891,0.76,6.012,0.2053,50.4627,6055.52
435,"11.06.3",2,"18:3n6",0,0.503,-18.995,1.084885,0.7765,6.012,435,"11.06.3",2,"18:3n6",0,0.503,-18.995,1.084885,0.7765,6.012,0.2053,2.4501,367.52
436,"11.06.3",2.5,"18:3n6",0,0.868,-27.927,1.075112,0.7765,6.012,436,"11.06.3",2.5,"18:3n6",0,0.868,-27.927,1.075112,0.7765,6.012,0.2053,4.228,507.36
437,"11.06.3",2,"trans-18:1n9",0,11.047,-23.434,1.080028,0.7697,6.012,437,"11.06.3",2,"trans-18:1n9",0,11.047,-23.434,1.080028,0.7697,6.012,0.2053,53.8091,8071.36
438,"11.06.3",2.5,"trans-18:1n9",0,18.754,-27.879,1.075166,0.7697,6.012,438,"11.06.3",2.5,"trans-18:1n9",0,18.754,-27.879,1.075166,0.7697,6.012,0.2053,91.3492,10961.9
439,"11.06.3",2,"18:0",0,9.173,-24.297,1.079085,0.7645,6.012,439,"11.06.3",2,"18:0",0,9.173,-24.297,1.079085,0.7645,6.012,0.2053,44.681,6702.15
440,"11.06.3",2.5,"18:0",0,12.79,-30.738,1.072038,0.7645,6.012,440,"11.06.3",2.5,"18:0",0,12.79,-30.738,1.072038,0.7645,6.012,0.2053,62.2991,7475.89
441,"11.06.3",2,"19:0cy",0,40.222,-34.346,1.068089,0.7736,6.012,441,"11.06.3",2,"19:0cy",0,40.222,-34.346,1.068089,0.7736,6.012,0.2053,195.9182,29387.73
442,"11.06.3",2.5,"19:0cy",0,69.032,-32.364,1.070258,0.7736,6.012,442,"11.06.3",2.5,"19:0cy",0,69.032,-32.364,1.070258,0.7736,6.012,0.2053,336.2494,40349.93
443,"11.06.3",2,"19:0",0,13.124,-33.926,1.068548,0.8216,6.012,443,"11.06.3",2,"19:0",0,13.124,-33.926,1.068548,0.8216,6.012,0.2053,63.926,9588.9
444,"11.06.3",2.5,"19:0",0,23.9,-31.897,1.070769,0.8216,6.012,444,"11.06.3",2.5,"19:0",0,23.9,-31.897,1.070769,0.8216,6.012,0.2053,116.415,13969.8
445,"11.06.3",2.5,"20:4n6",0,0.59,-38.458,1.063589,0.7919,6.012,445,"11.06.3",2.5,"20:4n6",0,0.59,-38.458,1.063589,0.7919,6.012,0.2053,2.8738,344.86
446,"11.06.3",2,"20:4n6",0,0.457,-40.391,1.061474,0.7919,6.012,446,"11.06.3",2,"20:4n6",0,0.457,-40.391,1.061474,0.7919,6.012,0.2053,2.226,333.9
447,"11.06.3",2,"20:5n3",0,0.615,-35.411,1.066924,0.797,6.012,447,"11.06.3",2,"20:5n3",0,0.615,-35.411,1.066924,0.797,6.012,0.2053,2.9956,449.34
448,"11.06.3",2.5,"20:5n3",0,0.391,-31.531,1.07117,0.797,6.012,448,"11.06.3",2.5,"20:5n3",0,0.391,-31.531,1.07117,0.797,6.012,0.2053,1.9045,228.54
449,"11.10.1",2.5,"12:0",0,13.502,-30.343,1.072469,0.7285,6.056,449,"11.10.1",2.5,"12:0",0,13.502,-30.343,1.072469,0.7285,6.056,0.2816,47.9474,5753.69
450,"11.10.1",2.5,"14:0",0,1.709,0.839,1.106576,0.7432,6.056,450,"11.10.1",2.5,"14:0",0,1.709,0.839,1.106576,0.7432,6.056,0.2816,6.0689,728.27
451,"11.10.1",2.5,"a15:0",0,38.955,-17.251,1.086792,0.7494,6.056,451,"11.10.1",2.5,"a15:0",0,38.955,-17.251,1.086792,0.7494,6.056,0.2816,138.3345,16600.14
452,"11.10.1",2.5,"15:0",0,3.82,-9.598,1.095163,0.7494,6.056,452,"11.10.1",2.5,"15:0",0,3.82,-9.598,1.095163,0.7494,6.056,0.2816,13.5653,1627.84
453,"11.10.1",2.5,"16:1n9/i16:0",0,4.454,37.219,1.146338,0.7606,6.056,453,"11.10.1",2.5,"16:1n9/i16:0",0,4.454,37.219,1.146338,0.7606,6.056,0.2816,15.8168,1898.02
454,"11.10.1",2.5,"16:1w5",0,7.29,-6.584,1.098459,0.7554,6.056,454,"11.10.1",2.5,"16:1w5",0,7.29,-6.584,1.098459,0.7554,6.056,0.2816,25.8878,3106.54
455,"11.10.1",2.5,"16:0",0,43.355,56.616,1.167526,0.755,6.056,455,"11.10.1",2.5,"16:0",0,43.355,56.616,1.167526,0.755,6.056,0.2816,153.9595,18475.14
456,"11.10.1",2.5,"i17:0",0,7.022,-28.132,1.074889,0.76,6.056,456,"11.10.1",2.5,"i17:0",0,7.022,-28.132,1.074889,0.76,6.056,0.2816,24.9361,2992.33
457,"11.10.1",2.5,"17:0cy",0,12.06,-14.826,1.089445,0.7654,6.056,457,"11.10.1",2.5,"17:0cy",0,12.06,-14.826,1.089445,0.7654,6.056,0.2816,42.8267,5139.2
458,"11.10.1",2.5,"17:0",0,9.166,-20.171,1.083598,0.76,6.056,458,"11.10.1",2.5,"17:0",0,9.166,-20.171,1.083598,0.76,6.056,0.2816,32.5497,3905.96
459,"11.10.1",2.5,"18:3n6",0,0.79,-4.087,1.10119,0.7765,6.056,459,"11.10.1",2.5,"18:3n6",0,0.79,-4.087,1.10119,0.7765,6.056,0.2816,2.8054,336.65
460,"11.10.1",2.5,"trans-18:1n9",0,13.029,70.904,1.183126,0.7697,6.056,460,"11.10.1",2.5,"trans-18:1n9",0,13.029,70.904,1.183126,0.7697,6.056,0.2816,46.2678,5552.14
461,"11.10.1",2.5,"18:0",0,8.72,75.561,1.18821,0.7645,6.056,461,"11.10.1",2.5,"18:0",0,8.72,75.561,1.18821,0.7645,6.056,0.2816,30.9659,3715.91
462,"11.10.1",2.5,"19:0cy",0,43.986,-23.512,1.079943,0.7736,6.056,462,"11.10.1",2.5,"19:0cy",0,43.986,-23.512,1.079943,0.7736,6.056,0.2816,156.2003,18744.04
463,"11.10.1",2.5,"19:0",0,14.435,-29.674,1.073202,0.8216,6.056,463,"11.10.1",2.5,"19:0",0,14.435,-29.674,1.073202,0.8216,6.056,0.2816,51.2607,6151.28
464,"11.10.1",2.5,"20:4n6",0,0.86,-24.357,1.079019,0.7919,6.056,464,"11.10.1",2.5,"20:4n6",0,0.86,-24.357,1.079019,0.7919,6.056,0.2816,3.054,366.48
465,"11.10.1",2.5,"20:5n3",0,1.024,-29.803,1.07306,0.797,6.056,465,"11.10.1",2.5,"20:5n3",0,1.024,-29.803,1.07306,0.797,6.056,0.2816,3.6364,436.37
