"ID","SampleName","Injection_vol_ul","FAME_compound","Sample_Dilution","Peak_Area","d13","Atom_per_13C","FAME_per_C","Dry_Soil_Mass_g","ID.1","SampleName.1","Injection_vol_ul.1","FAME_compound.1","Sample_Dilution.1","Peak_Area.1","d13.1","Atom_per_13C.1","FAME_per_C.1","Dry_Soil_Mass_g.1","StandardRatio","ugC_FAME_compound","Total_C_ug"
999,"37.04.1",2.5,"17:0",0,8.124,-27.002,1.076125,0.76,6.008,999,"37.04.1",2.5,"17:0",0,8.124,-27.002,1.076125,0.76,6.008,0.3158,25.7251,3087.01
1000,"37.04.1",2.5,"18:3n6",0,0.703,-20.486,1.083254,0.7765,6.008,1000,"37.04.1",2.5,"18:3n6",0,0.703,-20.486,1.083254,0.7765,6.008,0.3158,2.2261,267.13
1001,"37.04.1",2.5,"trans-18:1n9",0,9.301,64.424,1.176052,0.7697,6.008,1001,"37.04.1",2.5,"trans-18:1n9",0,9.301,64.424,1.176052,0.7697,6.008,0.3158,29.4522,3534.26
1002,"37.04.1",2.5,"18:0",0,8.852,10.132,1.116736,0.7645,6.008,1002,"37.04.1",2.5,"18:0",0,8.852,10.132,1.116736,0.7645,6.008,0.3158,28.0304,3363.65
1003,"37.04.1",2.5,"19:0cy",0,31.431,-33.514,1.069,0.7736,6.008,1003,"37.04.1",2.5,"19:0cy",0,31.431,-33.514,1.069,0.7736,6.008,0.3158,99.5282,11943.38
1004,"37.04.1",2.5,"19:0",0,13.261,-32.686,1.069905,0.8216,6.008,1004,"37.04.1",2.5,"19:0",0,13.261,-32.686,1.069905,0.8216,6.008,0.3158,41.9918,5039.02
1005,"37.04.1",2.5,"20:4n6",0,1.003,-29.525,1.073364,0.7919,6.008,1005,"37.04.1",2.5,"20:4n6",0,1.003,-29.525,1.073364,0.7919,6.008,0.3158,3.1761,381.13
1006,"37.04.1",2.5,"20:5n3",0,1.322,-32.926,1.069643,0.797,6.008,1006,"37.04.1",2.5,"20:5n3",0,1.322,-32.926,1.069643,0.797,6.008,0.3158,4.1862,502.34
1007,"37.04.2",2.5,"12:0",0,22.236,-43.481,1.058092,0.7285,6.007,1007,"37.04.2",2.5,"12:0",0,22.236,-43.481,1.058092,0.7285,6.007,0.3044,73.0486,8765.83
1008,"37.04.2",2.5,"14:0",0,3.628,-18.251,1.085698,0.7432,6.007,1008,"37.04.2",2.5,"14:0",0,3.628,-18.251,1.085698,0.7432,6.007,0.3044,11.9185,1430.22
1009,"37.04.2",2.5,"a15:0",0,62.491,-20.469,1.083272,0.7494,6.007,1009,"37.04.2",2.5,"a15:0",0,62.491,-20.469,1.083272,0.7494,6.007,0.3044,205.2924,24635.09
1010,"37.04.2",2.5,"15:0",0,6.488,-24.619,1.078731,0.7494,6.007,1010,"37.04.2",2.5,"15:0",0,6.488,-24.619,1.078731,0.7494,6.007,0.3044,21.3141,2557.69
1011,"37.04.2",2.5,"16:1n9/i16:0",0,6.467,13.777,1.12072,0.7606,6.007,1011,"37.04.2",2.5,"16:1n9/i16:0",0,6.467,13.777,1.12072,0.7606,6.007,0.3044,21.2451,2549.41
1012,"37.04.2",2.5,"16:1w5",0,9.115,-19.724,1.084087,0.7554,6.007,1012,"37.04.2",2.5,"16:1w5",0,9.115,-19.724,1.084087,0.7554,6.007,0.3044,29.9442,3593.3
1013,"37.04.2",2.5,"16:0",0,68.148,-17.791,1.086202,0.755,6.007,1013,"37.04.2",2.5,"16:0",0,68.148,-17.791,1.086202,0.755,6.007,0.3044,223.8765,26865.18
1014,"37.04.2",2.5,"i17:0",0,12.006,-27.534,1.075543,0.76,6.007,1014,"37.04.2",2.5,"i17:0",0,12.006,-27.534,1.075543,0.76,6.007,0.3044,39.4415,4732.98
1015,"37.04.2",2.5,"17:0cy",0,19.314,-18.729,1.085176,0.7654,6.007,1015,"37.04.2",2.5,"17:0cy",0,19.314,-18.729,1.085176,0.7654,6.007,0.3044,63.4494,7613.93
1016,"37.04.2",2.5,"17:0",0,16.106,-30.32,1.072495,0.76,6.007,1016,"37.04.2",2.5,"17:0",0,16.106,-30.32,1.072495,0.76,6.007,0.3044,52.9106,6349.27
1017,"37.04.2",2.5,"18:3n6",0,1.186,-17.17,1.086881,0.7765,6.007,1017,"37.04.2",2.5,"18:3n6",0,1.186,-17.17,1.086881,0.7765,6.007,0.3044,3.8962,467.54
1018,"37.04.2",2.5,"trans-18:1n9",0,18.54,-16.781,1.087306,0.7697,6.007,1018,"37.04.2",2.5,"trans-18:1n9",0,18.54,-16.781,1.087306,0.7697,6.007,0.3044,60.9067,7308.8
1019,"37.04.2",2.5,"18:0",0,13.891,-13.387,1.091018,0.7645,6.007,1019,"37.04.2",2.5,"18:0",0,13.891,-13.387,1.091018,0.7645,6.007,0.3044,45.634,5476.08
1020,"37.04.2",2.5,"19:0cy",0,67.101,-33.654,1.068846,0.7736,6.007,1020,"37.04.2",2.5,"19:0cy",0,67.101,-33.654,1.068846,0.7736,6.007,0.3044,220.4369,26452.43
1021,"37.04.2",2.5,"19:0",0,22.886,-32.322,1.070304,0.8216,6.007,1021,"37.04.2",2.5,"19:0",0,22.886,-32.322,1.070304,0.8216,6.007,0.3044,75.184,9022.08
1022,"37.04.2",2.5,"20:4n6",0,1.342,-33.379,1.069148,0.7919,6.007,1022,"37.04.2",2.5,"20:4n6",0,1.342,-33.379,1.069148,0.7919,6.007,0.3044,4.4087,529.04
1023,"37.04.2",2.5,"20:5n3",0,1.384,-34.489,1.067932,0.797,6.007,1023,"37.04.2",2.5,"20:5n3",0,1.384,-34.489,1.067932,0.797,6.007,0.3044,4.5466,545.59
1024,"37.04.3",3,"12:0",0,17.125,-30.68,1.072101,0.7285,5.99,1024,"37.04.3",3,"12:0",0,17.125,-30.68,1.072101,0.7285,5.99,0.27915,61.3469,6134.69
1025,"37.04.3",3,"14:0",0,2.673,-11.962,1.092577,0.7432,5.99,1025,"37.04.3",3,"14:0",0,2.673,-11.962,1.092577,0.7432,5.99,0.27915,9.5755,957.55
1026,"37.04.3",3,"a15:0",0,32.85,-14.116,1.090221,0.7494,5.99,1026,"37.04.3",3,"a15:0",0,32.85,-14.116,1.090221,0.7494,5.99,0.27915,117.6787,11767.87
1027,"37.04.3",3,"15:0",0,3.645,-18.464,1.085465,0.7494,5.99,1027,"37.04.3",3,"15:0",0,3.645,-18.464,1.085465,0.7494,5.99,0.27915,13.0575,1305.75
1028,"37.04.3",3,"16:1n9/i16:0",0,5.246,38.604,1.147852,0.7606,5.99,1028,"37.04.3",3,"16:1n9/i16:0",0,5.246,38.604,1.147852,0.7606,5.99,0.27915,18.7928,1879.28
1029,"37.04.3",3,"16:1w5",0,6.564,-19.504,1.084328,0.7554,5.99,1029,"37.04.3",3,"16:1w5",0,6.564,-19.504,1.084328,0.7554,5.99,0.27915,23.5142,2351.42
1030,"37.04.3",3,"16:0",0,49.102,-12.058,1.092472,0.755,5.99,1030,"37.04.3",3,"16:0",0,49.102,-12.058,1.092472,0.755,5.99,0.27915,175.8983,17589.83
1031,"37.04.3",3,"i17:0",0,8.638,-30.583,1.072206,0.76,5.99,1031,"37.04.3",3,"i17:0",0,8.638,-30.583,1.072206,0.76,5.99,0.27915,30.9439,3094.39
1032,"37.04.3",3,"17:0cy",0,11.78,-24.243,1.079143,0.7654,5.99,1032,"37.04.3",3,"17:0cy",0,11.78,-24.243,1.079143,0.7654,5.99,0.27915,42.1995,4219.95
1033,"37.04.3",3,"17:0",0,10.18,-30.773,1.071999,0.76,5.99,1033,"37.04.3",3,"17:0",0,10.18,-30.773,1.071999,0.76,5.99,0.27915,36.4678,3646.78
1034,"37.04.3",3,"18:3n6",0,0.674,-21.463,1.082184,0.7765,5.99,1034,"37.04.3",3,"18:3n6",0,0.674,-21.463,1.082184,0.7765,5.99,0.27915,2.4145,241.45
1035,"37.04.3",3,"trans-18:1n9",0,16.024,-16.886,1.087191,0.7697,5.99,1035,"37.04.3",3,"trans-18:1n9",0,16.024,-16.886,1.087191,0.7697,5.99,0.27915,57.4028,5740.28
1036,"37.04.3",3,"18:0",0,11.758,0.135,1.105806,0.7645,5.99,1036,"37.04.3",3,"18:0",0,11.758,0.135,1.105806,0.7645,5.99,0.27915,42.1207,4212.07
1037,"37.04.3",3,"19:0cy",0,56.947,-31.68,1.071006,0.7736,5.99,1037,"37.04.3",3,"19:0cy",0,56.947,-31.68,1.071006,0.7736,5.99,0.27915,204.0014,20400.14
1038,"37.04.3",3,"19:0",0,17.827,-33.986,1.068483,0.8216,5.99,1038,"37.04.3",3,"19:0",0,17.827,-33.986,1.068483,0.8216,5.99,0.27915,63.8617,6386.17
1039,"37.04.3",3,"20:4n6",0,0.993,-38.27,1.063795,0.7919,5.99,1039,"37.04.3",3,"20:4n6",0,0.993,-38.27,1.063795,0.7919,5.99,0.27915,3.5572,355.72
1040,"43.02.1",3,"12:0",0,16.381,-30.553,1.07224,0.7285,6.003,1040,"43.02.1",3,"12:0",0,16.381,-30.553,1.07224,0.7285,6.003,0.2927,55.9652,5596.52
1041,"43.02.1",3,"14:0",0,0.333,-20.821,1.082887,0.7432,6.003,1041,"43.02.1",3,"14:0",0,0.333,-20.821,1.082887,0.7432,6.003,0.2927,1.1377,113.77
1042,"43.02.1",3,"a15:0",0,20.698,-14.183,1.090148,0.7494,6.003,1042,"43.02.1",3,"a15:0",0,20.698,-14.183,1.090148,0.7494,6.003,0.2927,70.714,7071.4
1043,"43.02.1",3,"15:0",0,2.167,-18.1,1.085863,0.7494,6.003,1043,"43.02.1",3,"15:0",0,2.167,-18.1,1.085863,0.7494,6.003,0.2927,7.4035,740.35
1044,"43.02.1",3,"16:1n9/i16:0",0,3.358,54.281,1.164975,0.7606,6.003,1044,"43.02.1",3,"16:1n9/i16:0",0,3.358,54.281,1.164975,0.7606,6.003,0.2927,11.4725,1147.25
1045,"43.02.1",3,"16:1w5",0,3.608,-12.661,1.091813,0.7554,6.003,1045,"43.02.1",3,"16:1w5",0,3.608,-12.661,1.091813,0.7554,6.003,0.2927,12.3266,1232.66
1046,"43.02.1",3,"16:0",0,26.277,-2.534,1.102887,0.755,6.003,1046,"43.02.1",3,"16:0",0,26.277,-2.534,1.102887,0.755,6.003,0.2927,89.7745,8977.45
1047,"43.02.1",3,"i17:0",0,0.531,-34.187,1.068263,0.76,6.003,1047,"43.02.1",3,"i17:0",0,0.531,-34.187,1.068263,0.76,6.003,0.2927,1.8141,181.41
1048,"43.02.1",3,"17:0cy",0,7.672,-19.975,1.083812,0.7654,6.003,1048,"43.02.1",3,"17:0cy",0,7.672,-19.975,1.083812,0.7654,6.003,0.2927,26.2111,2621.11
1049,"43.02.1",3,"17:0",0,6.477,-28.287,1.074718,0.76,6.003,1049,"43.02.1",3,"17:0",0,6.477,-28.287,1.074718,0.76,6.003,0.2927,22.1285,2212.85
1050,"43.02.1",3,"18:3n6",0,0.428,-19.108,1.084761,0.7765,6.003,1050,"43.02.1",3,"18:3n6",0,0.428,-19.108,1.084761,0.7765,6.003,0.2927,1.4622,146.22
1051,"43.02.1",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,7.375,-13.706,1.09067,0.775,6.003,1051,"43.02.1",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,7.375,-13.706,1.09067,0.775,6.003,0.2927,25.1964,2519.64
1052,"43.02.1",3,"18:0",0,6.827,-4.566,1.100665,0.7645,6.003,1052,"43.02.1",3,"18:0",0,6.827,-4.566,1.100665,0.7645,6.003,0.2927,23.3242,2332.42
1053,"43.02.1",3,"19:0cy",0,24.97,-31.671,1.071016,0.7736,6.003,1053,"43.02.1",3,"19:0cy",0,24.97,-31.671,1.071016,0.7736,6.003,0.2927,85.3092,8530.92
1054,"43.02.1",3,"19:0",0,17.405,-30.734,1.072042,0.8216,6.003,1054,"43.02.1",3,"19:0",0,17.405,-30.734,1.072042,0.8216,6.003,0.2927,59.4636,5946.36
1055,"43.02.1",3,"20:4n6",0,0.433,-31.019,1.07173,0.7919,6.003,1055,"43.02.1",3,"20:4n6",0,0.433,-31.019,1.07173,0.7919,6.003,0.2927,1.4793,147.93
1056,"43.02.2",2.5,"12:0",0,15.765,-31.029,1.071719,0.7285,6.017,1056,"43.02.2",2.5,"12:0",0,15.765,-31.029,1.071719,0.7285,6.017,0.3691,42.712,5125.44
1057,"43.02.2",2.5,"14:0",0,3.028,-15.426,1.088789,0.7432,6.017,1057,"43.02.2",2.5,"14:0",0,3.028,-15.426,1.088789,0.7432,6.017,0.3691,8.2037,984.44
1058,"43.02.2",2.5,"a15:0",0,31.184,-14.737,1.089542,0.7494,6.017,1058,"43.02.2",2.5,"a15:0",0,31.184,-14.737,1.089542,0.7494,6.017,0.3691,84.4866,10138.39
1059,"43.02.2",2.5,"15:0",0,2.77,-20.192,1.083575,0.7494,6.017,1059,"43.02.2",2.5,"15:0",0,2.77,-20.192,1.083575,0.7494,6.017,0.3691,7.5047,900.56
1060,"43.02.2",2.5,"16:1n9/i16:0",0,4.47,34.857,1.143758,0.7606,6.017,1060,"43.02.2",2.5,"16:1n9/i16:0",0,4.47,34.857,1.143758,0.7606,6.017,0.3691,12.1105,1453.26
1061,"43.02.2",2.5,"16:1w5",0,6.115,-19.217,1.084642,0.7554,6.017,1061,"43.02.2",2.5,"16:1w5",0,6.115,-19.217,1.084642,0.7554,6.017,0.3691,16.5673,1988.08
1062,"43.02.2",2.5,"16:0",0,46.248,3.983,1.110013,0.755,6.017,1062,"43.02.2",2.5,"16:0",0,46.248,3.983,1.110013,0.755,6.017,0.3691,125.2994,15035.93
1063,"43.02.2",2.5,"i17:0",0,5.75,-29.59,1.073293,0.76,6.017,1063,"43.02.2",2.5,"i17:0",0,5.75,-29.59,1.073293,0.76,6.017,0.3691,15.5784,1869.41
1064,"43.02.2",2.5,"17:0cy",0,10.69,-12.436,1.092059,0.7654,6.017,1064,"43.02.2",2.5,"17:0cy",0,10.69,-12.436,1.092059,0.7654,6.017,0.3691,28.9623,3475.48
1065,"43.02.2",2.5,"17:0",0,8.193,-30.309,1.072507,0.76,6.017,1065,"43.02.2",2.5,"17:0",0,8.193,-30.309,1.072507,0.76,6.017,0.3691,22.1972,2663.66
1066,"43.02.2",2.5,"18:3n6",0,0.504,16.765,1.123987,0.7765,6.017,1066,"43.02.2",2.5,"18:3n6",0,0.504,16.765,1.123987,0.7765,6.017,0.3691,1.3655,163.86
1067,"43.02.2",2.5,"trans-18:1n9",0,11.91,21.36,1.129009,0.7697,6.017,1067,"43.02.2",2.5,"trans-18:1n9",0,11.91,21.36,1.129009,0.7697,6.017,0.3691,32.2677,3872.12
1068,"43.02.2",2.5,"18:0",0,9.569,-4.497,1.100741,0.7645,6.017,1068,"43.02.2",2.5,"18:0",0,9.569,-4.497,1.100741,0.7645,6.017,0.3691,25.9252,3111.02
1069,"43.02.2",2.5,"19:0cy",0,35.01,-33.216,1.069325,0.7736,6.017,1069,"43.02.2",2.5,"19:0cy",0,35.01,-33.216,1.069325,0.7736,6.017,0.3691,94.8523,11382.28
1070,"43.02.2",2.5,"19:0",0,15.52,-34.08,1.06838,0.8216,6.017,1070,"43.02.2",2.5,"19:0",0,15.52,-34.08,1.06838,0.8216,6.017,0.3691,42.0482,5045.78
1071,"43.02.2",2.5,"20:4n6",0,0.748,-9.638,1.095119,0.7919,6.017,1071,"43.02.2",2.5,"20:4n6",0,0.748,-9.638,1.095119,0.7919,6.017,0.3691,2.0266,243.19
1072,"43.02.3",2.5,"12:0",0,23.491,-30.017,1.072826,0.7285,6,1072,"43.02.3",2.5,"12:0",0,23.491,-30.017,1.072826,0.7285,6,0.5988,39.2301,4707.61
1073,"43.02.3",2.5,"14:0",0,2.588,-26.627,1.076535,0.7432,6,1073,"43.02.3",2.5,"14:0",0,2.588,-26.627,1.076535,0.7432,6,0.5988,4.322,518.64
1074,"43.02.3",2.5,"a15:0",0,37.683,-28.149,1.07487,0.7494,6,1074,"43.02.3",2.5,"a15:0",0,37.683,-28.149,1.07487,0.7494,6,0.5988,62.9309,7551.71
1075,"43.02.3",2.5,"15:0",0,5.01,-28.309,1.074695,0.7494,6,1075,"43.02.3",2.5,"15:0",0,5.01,-28.309,1.074695,0.7494,6,0.5988,8.3667,1004
1076,"43.02.3",2.5,"16:1n9/i16:0",0,5.567,-22.387,1.081173,0.7606,6,1076,"43.02.3",2.5,"16:1n9/i16:0",0,5.567,-22.387,1.081173,0.7606,6,0.5988,9.2969,1115.63
1077,"43.02.3",2.5,"16:1w5",0,8.133,-25.921,1.077308,0.7554,6,1077,"43.02.3",2.5,"16:1w5",0,8.133,-25.921,1.077308,0.7554,6,0.5988,13.5822,1629.86
1078,"43.02.3",2.5,"16:0",0,53.905,-28.335,1.074667,0.755,6,1078,"43.02.3",2.5,"16:0",0,53.905,-28.335,1.074667,0.755,6,0.5988,90.0217,10802.6
1079,"43.02.3",2.5,"i17:0",0,3.305,-30.222,1.072602,0.76,6,1079,"43.02.3",2.5,"i17:0",0,3.305,-30.222,1.072602,0.76,6,0.5988,5.5194,662.33
1080,"43.02.3",2.5,"17:0cy",0,12.814,-28.911,1.074036,0.7654,6,1080,"43.02.3",2.5,"17:0cy",0,12.814,-28.911,1.074036,0.7654,6,0.5988,21.3995,2567.94
1081,"43.02.3",2.5,"17:0",0,10.403,-31.708,1.070976,0.76,6,1081,"43.02.3",2.5,"17:0",0,10.403,-31.708,1.070976,0.76,6,0.5988,17.3731,2084.77
1082,"43.02.3",2.5,"18:3n6",0,0.811,-28.87,1.074082,0.7765,6,1082,"43.02.3",2.5,"18:3n6",0,0.811,-28.87,1.074082,0.7765,6,0.5988,1.3544,162.53
1083,"43.02.3",2.5,"trans-18:1n9",0,17.354,-28.274,1.074734,0.7697,6,1083,"43.02.3",2.5,"trans-18:1n9",0,17.354,-28.274,1.074734,0.7697,6,0.5988,28.9813,3477.76
1084,"43.02.3",2.5,"18:0",0,12.288,-31.324,1.071396,0.7645,6,1084,"43.02.3",2.5,"18:0",0,12.288,-31.324,1.071396,0.7645,6,0.5988,20.521,2462.52
1085,"43.02.3",2.5,"19:0cy",0,64.964,-32.807,1.069773,0.7736,6,1085,"43.02.3",2.5,"19:0cy",0,64.964,-32.807,1.069773,0.7736,6,0.5988,108.4903,13018.84
1086,"43.02.3",2.5,"19:0",0,23.077,-32.806,1.069774,0.8216,6,1086,"43.02.3",2.5,"19:0",0,23.077,-32.806,1.069774,0.8216,6,0.5988,38.5387,4624.64
1087,"43.02.3",2.5,"20:4n6",0,0.812,-40.135,1.061754,0.7919,6,1087,"43.02.3",2.5,"20:4n6",0,0.812,-40.135,1.061754,0.7919,6,0.5988,1.356,162.72
1088,"43.02.3",2.5,"20:5n3",0,0.368,-33.895,1.068582,0.797,6,1088,"43.02.3",2.5,"20:5n3",0,0.368,-33.895,1.068582,0.797,6,0.5988,0.6146,73.75
1089,"46.03.2",3,"12:0",0,15.689,-30.206,1.072619,0.7285,6.006,1089,"46.03.2",3,"12:0",0,15.689,-30.206,1.072619,0.7285,6.006,1.40885,11.136,1113.6
1090,"46.03.2",3,"14:0",0,0.653,-15.731,1.088455,0.7432,6.006,1090,"46.03.2",3,"14:0",0,0.653,-15.731,1.088455,0.7432,6.006,1.40885,0.4635,46.35
1091,"46.03.2",3,"a15:0",0,40.575,8.925,1.115417,0.7494,6.006,1091,"46.03.2",3,"a15:0",0,40.575,8.925,1.115417,0.7494,6.006,1.40885,28.8001,2880.01
1092,"46.03.2",3,"15:0",0,4.64,22.225,1.129954,0.7494,6.006,1092,"46.03.2",3,"15:0",0,4.64,22.225,1.129954,0.7494,6.006,1.40885,3.2935,329.35
1093,"46.03.2",3,"16:1n9/i16:0",0,4.341,183.316,1.305697,0.7606,6.006,1093,"46.03.2",3,"16:1n9/i16:0",0,4.341,183.316,1.305697,0.7606,6.006,1.40885,3.0812,308.12
1094,"46.03.2",3,"16:1w5",0,5.715,47.321,1.157374,0.7554,6.006,1094,"46.03.2",3,"16:1w5",0,5.715,47.321,1.157374,0.7554,6.006,1.40885,4.0565,405.65
1095,"46.03.2",3,"16:0",0,41.391,198.61,1.32235,0.755,6.006,1095,"46.03.2",3,"16:0",0,41.391,198.61,1.32235,0.755,6.006,1.40885,29.3793,2937.93
1096,"46.03.2",3,"i17:0",0,6.39,-28.739,1.074224,0.76,6.006,1096,"46.03.2",3,"i17:0",0,6.39,-28.739,1.074224,0.76,6.006,1.40885,4.5356,453.56
1097,"46.03.2",3,"17:0cy",0,11.677,13.486,1.120402,0.7654,6.006,1097,"46.03.2",3,"17:0cy",0,11.677,13.486,1.120402,0.7654,6.006,1.40885,8.2883,828.83
1098,"46.03.2",3,"17:0",0,9.093,-4.249,1.101013,0.76,6.006,1098,"46.03.2",3,"17:0",0,9.093,-4.249,1.101013,0.76,6.006,1.40885,6.4542,645.42
1099,"46.03.2",3,"18:3n6",0,0.834,34.165,1.143002,0.7765,6.006,1099,"46.03.2",3,"18:3n6",0,0.834,34.165,1.143002,0.7765,6.006,1.40885,0.592,59.2
1100,"46.03.2",3,"trans-18:1n9",0,13.16,167.731,1.288721,0.7697,6.006,1100,"46.03.2",3,"trans-18:1n9",0,13.16,167.731,1.288721,0.7697,6.006,1.40885,9.341,934.1
1101,"46.03.2",3,"18:0",0,10.587,264.65,1.394192,0.7645,6.006,1101,"46.03.2",3,"18:0",0,10.587,264.65,1.394192,0.7645,6.006,1.40885,7.5146,751.46
1102,"46.03.2",3,"19:0cy",0,51.421,-3.333,1.102014,0.7736,6.006,1102,"46.03.2",3,"19:0cy",0,51.421,-3.333,1.102014,0.7736,6.006,1.40885,36.4986,3649.86
1103,"46.03.2",3,"19:0",0,16.527,-26.643,1.076518,0.8216,6.006,1103,"46.03.2",3,"19:0",0,16.527,-26.643,1.076518,0.8216,6.006,1.40885,11.7308,1173.08
1104,"46.03.2",3,"20:4n6",0,1.474,30.038,1.138492,0.7919,6.006,1104,"46.03.2",3,"20:4n6",0,1.474,30.038,1.138492,0.7919,6.006,1.40885,1.0462,104.62
1105,"46.03.2",3,"20:5n3",0,1.592,-6.643,1.098394,0.797,6.006,1105,"46.03.2",3,"20:5n3",0,1.592,-6.643,1.098394,0.797,6.006,1.40885,1.13,113
1106,"46.03.3",3,"12:0",0,16.264,-31.205,1.071526,0.7285,6.003,1106,"46.03.3",3,"12:0",0,16.264,-31.205,1.071526,0.7285,6.003,0.3682,44.1716,4417.16
1107,"46.03.3",3,"14:0",0,2.7,2.33,1.108206,0.7432,6.003,1107,"46.03.3",3,"14:0",0,2.7,2.33,1.108206,0.7432,6.003,0.3682,7.333,733.3
1108,"46.03.3",3,"a15:0",0,40.212,-7.226,1.097757,0.7494,6.003,1108,"46.03.3",3,"a15:0",0,40.212,-7.226,1.097757,0.7494,6.003,0.3682,109.2124,10921.24
1109,"46.03.3",3,"15:0",0,5.307,-9.038,1.095775,0.7494,6.003,1109,"46.03.3",3,"15:0",0,5.307,-9.038,1.095775,0.7494,6.003,0.3682,14.4134,1441.34
1110,"46.03.3",3,"16:1n9/i16:0",0,6.608,53.026,1.163605,0.7606,6.003,1110,"46.03.3",3,"16:1n9/i16:0",0,6.608,53.026,1.163605,0.7606,6.003,0.3682,17.9468,1794.68
1111,"46.03.3",3,"16:1w5",0,7.856,-5.729,1.099394,0.7554,6.003,1111,"46.03.3",3,"16:1w5",0,7.856,-5.729,1.099394,0.7554,6.003,0.3682,21.3362,2133.62
1112,"46.03.3",3,"16:0",0,52.741,60.202,1.171441,0.755,6.003,1112,"46.03.3",3,"16:0",0,52.741,60.202,1.171441,0.755,6.003,0.3682,143.2401,14324.01
1113,"46.03.3",3,"i17:0",0,1.895,-28.851,1.074102,0.76,6.003,1113,"46.03.3",3,"i17:0",0,1.895,-28.851,1.074102,0.76,6.003,0.3682,5.1467,514.67
1114,"46.03.3",3,"17:0cy",0,14.911,-13.822,1.090542,0.7654,6.003,1114,"46.03.3",3,"17:0cy",0,14.911,-13.822,1.090542,0.7654,6.003,0.3682,40.497,4049.7
1115,"46.03.3",3,"17:0",0,12.609,-19.895,1.083899,0.76,6.003,1115,"46.03.3",3,"17:0",0,12.609,-19.895,1.083899,0.76,6.003,0.3682,34.245,3424.5
1116,"46.03.3",3,"18:3n6",0,0.77,0.851,1.106589,0.7765,6.003,1116,"46.03.3",3,"18:3n6",0,0.77,0.851,1.106589,0.7765,6.003,0.3682,2.0913,209.13
1117,"46.03.3",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,17.373,27.88,1.136134,0.775,6.003,1117,"46.03.3",3,"18:2n9,12 and cis-18:1n9 and 183n3",0,17.373,27.88,1.136134,0.775,6.003,0.3682,47.1836,4718.36
1118,"46.03.3",3,"trans-18:1n9",0,15.129,67.854,1.179797,0.7697,6.003,1118,"46.03.3",3,"trans-18:1n9",0,15.129,67.854,1.179797,0.7697,6.003,0.3682,41.0891,4108.91
1119,"46.03.3",3,"18:0",0,2.48,3.92,1.109944,0.7645,6.003,1119,"46.03.3",3,"18:0",0,2.48,3.92,1.109944,0.7645,6.003,0.3682,6.7355,673.55
1120,"46.03.3",3,"19:0cy",0,62.487,-21.165,1.082511,0.7736,6.003,1120,"46.03.3",3,"19:0cy",0,62.487,-21.165,1.082511,0.7736,6.003,0.3682,169.7094,16970.94
1121,"46.03.3",3,"19:0",0,18.624,-30.44,1.072363,0.8216,6.003,1121,"46.03.3",3,"19:0",0,18.624,-30.44,1.072363,0.8216,6.003,0.3682,50.5812,5058.12
1122,"46.03.3",3,"20:4n6",0,0.837,-16.363,1.087763,0.7919,6.003,1122,"46.03.3",3,"20:4n6",0,0.837,-16.363,1.087763,0.7919,6.003,0.3682,2.2732,227.32
1123,"46.03.3",3,"20:5n3",0,1.165,-28.543,1.074439,0.797,6.003,1123,"46.03.3",3,"20:5n3",0,1.165,-28.543,1.074439,0.797,6.003,0.3682,3.164,316.4
1124,"48.01.1",2.5,"12:0",0,13.373,-30.751,1.072023,0.7285,6.072,1124,"48.01.1",2.5,"12:0",0,13.373,-30.751,1.072023,0.7285,6.072,0.34995,38.214,4585.68
1125,"48.01.1",2.5,"14:0",0,2.164,-11.303,1.093298,0.7432,6.072,1125,"48.01.1",2.5,"14:0",0,2.164,-11.303,1.093298,0.7432,6.072,0.34995,6.1837,742.04
1126,"48.01.1",2.5,"a15:0",0,23.026,-12.915,1.091535,0.7494,6.072,1126,"48.01.1",2.5,"a15:0",0,23.026,-12.915,1.091535,0.7494,6.072,0.34995,65.798,7895.76
1127,"48.01.1",2.5,"15:0",0,2.543,-19.936,1.083855,0.7494,6.072,1127,"48.01.1",2.5,"15:0",0,2.543,-19.936,1.083855,0.7494,6.072,0.34995,7.2668,872.02
1128,"48.01.1",2.5,"16:1n9/i16:0",0,4.229,34.065,1.142892,0.7606,6.072,1128,"48.01.1",2.5,"16:1n9/i16:0",0,4.229,34.065,1.142892,0.7606,6.072,0.34995,12.0846,1450.15
1129,"48.01.1",2.5,"16:1w5",0,5.086,-16.794,1.087292,0.7554,6.072,1129,"48.01.1",2.5,"16:1w5",0,5.086,-16.794,1.087292,0.7554,6.072,0.34995,14.5335,1744.02
1130,"48.01.1",2.5,"16:0",0,38.317,-9.768,1.094977,0.755,6.072,1130,"48.01.1",2.5,"16:0",0,38.317,-9.768,1.094977,0.755,6.072,0.34995,109.4928,13139.14
1131,"48.01.1",2.5,"i17:0",0,4.833,-28.5,1.074486,0.76,6.072,1131,"48.01.1",2.5,"i17:0",0,4.833,-28.5,1.074486,0.76,6.072,0.34995,13.8105,1657.26
1132,"48.01.1",2.5,"17:0cy",0,8.13,-18.835,1.08506,0.7654,6.072,1132,"48.01.1",2.5,"17:0cy",0,8.13,-18.835,1.08506,0.7654,6.072,0.34995,23.2319,2787.83
