Core_ID,Mesh_Type,Label_Type,Core_Depth_cm,d13_day1,atom_percent_day1,ppmv_day1,d13_day2,atom_percent_day2,ppmv_day2,d13_day3,atom_percent_day3,ppmv_day3,d13_day4,atom_percent_day4,ppmv_day4,d13_day5,atom_percent_day5,ppmv_day5,d13_day6,atom_percent_day6,ppmv_day6,d13_day7,atom_percent_day7,ppmv_day7,d13_day9,atom_percent_day9,ppmv_day9
43.2.1,1,starch,7,39.45,1.148781,786.4673302,103.9960384,1.219251462,747.936892,-11.50558746,1.093085989,546.4743869,-11.43,1.093164,884.8,-12.15546909,1.092375194,684.0719074,,,,,,,,,
43.2.2,2,starch,5.5,3.04,1.108996,799.075868,17.32602235,1.124609691,898.8086183,23.95540146,1.131855233,867.2089601,-12.35,1.092163,784,-9.815170885,1.094934799,709.9938079,,,,,,,,,
43.2.3,3,starch,8.5,-3.88,1.101423,737.3645156,10.58990724,1.117246404,818.1453024,7.101898533,1.11343321,810.8229528,-12.34,1.092168,645.7,-12.2550118,1.092266321,755.4158693,,,,,,,,,
43.10.1,1,water,4.5,17.56,1.124860,903.4601756,194.1100505,1.317462071,741.0979499,-14.38298512,1.089938817,800.9162446,103.77,1.219008,755,164.5925241,1.285313957,688.0267593,,,,,,,,,
43.10.2,2,water,4,-11.07,1.093565,999.4394116,-8.370383624,1.09651491,1302.71155,-17.32093643,1.086725207,985.3846336,3.97,1.110004,908,11.98145974,1.118767608,875.001193,,,,,,,,,
43.10.3,3,water,3.5,-16.63,1.087485,1451.288679,3.584024543,1.109587069,949.6621009,-20.41672119,1.08333873,1517.018537,-12.17,1.092363,1316,-4.426150662,1.100828315,1044.47247,,,,,,,,,
46.3.1,1,leaf,4,44.81,1.154644,878.2512198,,,,,,,3.11,1.109072,830,,,,-6.307254165,1.098771191,781.5335546,-6.888592098,1.098135438,788.6209625,1.31,1.107103,949.00
46.3.2,2,leaf,5,13.26,1.120165,1042.632094,,,,,,,-3.16,1.102209,947.2,,,,-8.413194522,1.09646809,945.0138187,-10.05147374,1.094676359,958.6404371,-6.22,1.09887,1044.80
46.3.3,3,leaf,5,-6.70,1.098345,660.7343655,,,,,,,-11.3,1.093307,695.3,,,,-11.64918439,1.092928934,629.9570032,-12.38168906,1.092127768,690.6502749,-11.43,1.093173,647.50
48.1.1,1,starch,7,-10.39,1.094305,1182.265776,-18.34738767,1.085602399,1722.200952,-15.06999391,1.089187367,1242.175908,83.84,1.197255,973.7,-10.92110894,1.093725242,589.5470313,,,,,,,,,
48.1.2,2,starch,6.5,-10.84,1.093815,921.9895324,-10.30719046,1.094396684,620.8725909,-10.14378033,1.094575404,850.0973731,3.36,1.109343,1060.4,-15.75688399,1.088436036,952.8060516,,,,,,,,,
48.1.3,3,starch,6.5,-12.22,1.092305,733.7229193,-12.34491005,1.092167995,645.3848413,-13.63385005,1.090758208,713.9878168,4.93,1.111057,634.1,-8.998406555,1.095828071,627.4509584,,,,,,,,,
5.3.1,1,leaf,7,200.62,1.324548,663.9843923,,,,,,,138.55,1.256929,709.2,,,,-1.674527384,1.103837262,740.8494841,62.44855804,1.173905137,622.0081424,-3.39,1.101961,895.40
5.3.2,2,leaf,6,38.61,1.147872,675.3399076,,,,,,,17.91,1.12525,700.6,,,,5.432941034,1.111608553,719.9396731,6.049082762,1.112282183,658.6590472,-2.96,1.102436,785.60
